feature,importance
naive_sum_B3,0.1874745622907684
mean_per_side_B3,0.15888594946052886
mean_per_side_B2,0.11151783733151911
mean_per_side_B1,0.08288654859136957
naive_sum_B2,0.07816898816560719
max_per_side_B3,0.07726916587242469
mean_per_side_B4,0.06509274231682899
naive_sum_B1,0.06053123131821453
naive_sum_B4,0.06043531221359058
max_per_side_B2,0.04526603967785778
max_per_side_B1,0.03510938012150386
max_per_side_B4,0.03506445196720537
n_sides,0.002297790672581065
