tree_id,split,n_dets,naive_total,naive_B1,naive_B2,naive_B3,naive_B4,active_B1,active_B2,active_B3,active_B4,max_B3,ratio_B3_total,ratio_B4_total,ratio_B1_total,pass_selector_iter7,pass_geometric_mean_blend,pass_visibility,pass_side_coverage,pass_median3_floor,pass_density_scaled_vis
DAMIMAS_A21B_0378,test,27,27,6,2,15,4,4,2,4,2,5,0.5555555555555556,0.14814814814814814,0.2222222222222222,1,1,1,1,1,1
DAMIMAS_A21B_0379,train,9,9,4,1,4,0,4,1,4,0,1,0.4444444444444444,0.0,0.4444444444444444,1,1,1,1,1,1
DAMIMAS_A21B_0380,test,24,24,4,2,8,10,4,2,3,4,3,0.3333333333333333,0.4166666666666667,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0381,test,22,22,6,0,11,5,4,0,4,3,4,0.5,0.22727272727272727,0.2727272727272727,1,1,1,1,1,1
DAMIMAS_A21B_0382,train,28,28,6,0,10,12,4,0,4,4,3,0.35714285714285715,0.42857142857142855,0.21428571428571427,1,1,0,0,0,0
DAMIMAS_A21B_0383,train,24,24,4,10,6,4,3,4,3,2,3,0.25,0.16666666666666666,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0384,train,26,26,5,6,10,5,4,4,4,4,3,0.38461538461538464,0.19230769230769232,0.19230769230769232,1,1,1,1,1,1
DAMIMAS_A21B_0385,test,26,26,2,3,15,6,2,3,4,4,5,0.5769230769230769,0.23076923076923078,0.07692307692307693,1,1,1,1,1,1
DAMIMAS_A21B_0386,train,7,7,0,3,4,0,0,2,3,0,2,0.5714285714285714,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0387,train,15,15,5,9,1,0,3,4,1,0,1,0.06666666666666667,0.0,0.3333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0388,val,20,20,3,0,13,4,3,0,4,4,4,0.65,0.2,0.15,0,0,0,0,0,0
DAMIMAS_A21B_0389,train,25,25,0,5,16,4,0,4,4,4,5,0.64,0.16,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0390,val,30,30,2,4,13,11,2,4,4,4,4,0.43333333333333335,0.36666666666666664,0.06666666666666667,1,1,1,1,1,1
DAMIMAS_A21B_0391,val,16,16,4,11,1,0,4,4,1,0,1,0.0625,0.0,0.25,1,1,1,1,1,1
DAMIMAS_A21B_0392,val,24,24,3,10,6,5,3,4,4,4,2,0.25,0.20833333333333334,0.125,1,1,1,1,1,1
DAMIMAS_A21B_0393,train,24,24,2,2,18,2,2,2,4,2,5,0.75,0.08333333333333333,0.08333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0394,train,24,24,4,0,13,7,3,0,4,4,5,0.5416666666666666,0.2916666666666667,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0395,train,21,21,6,10,5,0,4,4,4,0,2,0.23809523809523808,0.0,0.2857142857142857,1,0,0,0,0,0
DAMIMAS_A21B_0396,train,25,25,6,5,10,4,4,4,4,3,3,0.4,0.16,0.24,1,0,0,0,0,0
DAMIMAS_A21B_0397,train,19,19,2,4,9,4,2,3,4,3,3,0.47368421052631576,0.21052631578947367,0.10526315789473684,1,1,1,1,1,1
DAMIMAS_A21B_0398,val,25,25,5,2,14,4,4,2,4,4,4,0.56,0.16,0.2,0,0,0,0,0,0
DAMIMAS_A21B_0399,train,17,17,7,6,3,1,4,4,2,1,2,0.17647058823529413,0.058823529411764705,0.4117647058823529,1,1,1,1,1,1
DAMIMAS_A21B_0400,val,19,19,0,8,4,7,0,4,2,4,2,0.21052631578947367,0.3684210526315789,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0401,val,16,16,0,0,14,2,0,0,4,2,4,0.875,0.125,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0402,test,18,18,0,1,13,4,0,1,4,4,5,0.7222222222222222,0.2222222222222222,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0403,train,24,24,4,9,7,4,3,4,4,3,2,0.2916666666666667,0.16666666666666666,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0404,val,15,15,7,4,4,0,4,3,3,0,2,0.26666666666666666,0.0,0.4666666666666667,1,1,1,1,1,1
DAMIMAS_A21B_0405,train,14,14,1,2,10,1,1,2,4,1,3,0.7142857142857143,0.07142857142857142,0.07142857142857142,1,1,1,1,1,1
DAMIMAS_A21B_0406,train,17,17,2,0,11,4,2,0,4,3,4,0.6470588235294118,0.23529411764705882,0.11764705882352941,1,1,1,1,1,1
DAMIMAS_A21B_0407,val,23,23,4,6,11,2,3,4,4,2,3,0.4782608695652174,0.08695652173913043,0.17391304347826086,1,1,1,1,1,1
DAMIMAS_A21B_0408,train,21,21,5,9,7,0,4,4,4,0,2,0.3333333333333333,0.0,0.23809523809523808,1,1,1,1,1,1
DAMIMAS_A21B_0409,test,16,16,6,0,10,0,4,0,4,0,3,0.625,0.0,0.375,1,1,1,1,1,1
DAMIMAS_A21B_0410,train,31,31,5,2,21,3,4,2,4,3,6,0.6774193548387096,0.0967741935483871,0.16129032258064516,1,1,0,0,0,0
DAMIMAS_A21B_0411,test,22,22,5,7,10,0,4,3,4,0,3,0.45454545454545453,0.0,0.22727272727272727,1,1,1,1,1,1
DAMIMAS_A21B_0412,train,16,16,2,9,5,0,2,4,4,0,2,0.3125,0.0,0.125,1,1,1,1,1,1
DAMIMAS_A21B_0413,train,26,26,2,4,16,4,2,3,4,3,5,0.6153846153846154,0.15384615384615385,0.07692307692307693,1,1,1,1,1,1
DAMIMAS_A21B_0414,train,14,14,0,0,14,0,0,0,4,0,4,1.0,0.0,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0415,val,22,22,2,7,11,2,2,4,4,2,3,0.5,0.09090909090909091,0.09090909090909091,1,1,1,1,1,1
DAMIMAS_A21B_0416,train,25,25,3,8,10,4,2,4,4,4,3,0.4,0.16,0.12,1,1,1,1,1,1
DAMIMAS_A21B_0417,val,25,25,4,4,12,5,3,3,4,4,4,0.48,0.2,0.16,1,1,1,1,1,1
DAMIMAS_A21B_0418,train,27,27,0,2,13,12,0,2,4,4,4,0.48148148148148145,0.4444444444444444,0.0,1,1,0,0,0,0
DAMIMAS_A21B_0419,test,23,23,0,8,12,3,0,4,4,3,3,0.5217391304347826,0.13043478260869565,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0420,val,6,6,0,2,4,0,0,2,4,0,1,0.6666666666666666,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0421,train,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0422,val,21,21,3,0,10,8,3,0,4,4,3,0.47619047619047616,0.38095238095238093,0.14285714285714285,1,1,1,1,1,1
DAMIMAS_A21B_0423,train,23,23,4,9,7,3,3,4,4,3,2,0.30434782608695654,0.13043478260869565,0.17391304347826086,1,1,1,1,1,1
DAMIMAS_A21B_0424,train,15,15,6,4,5,0,4,3,4,0,2,0.3333333333333333,0.0,0.4,1,1,1,1,1,1
DAMIMAS_A21B_0425,train,20,20,0,4,14,2,0,3,4,2,4,0.7,0.1,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0426,train,17,17,0,0,14,3,0,0,4,3,4,0.8235294117647058,0.17647058823529413,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0427,train,26,26,1,15,9,1,1,4,4,1,3,0.34615384615384615,0.038461538461538464,0.038461538461538464,1,1,1,1,1,1
DAMIMAS_A21B_0428,val,27,27,6,5,9,7,4,4,4,4,3,0.3333333333333333,0.25925925925925924,0.2222222222222222,1,1,1,1,1,1
DAMIMAS_A21B_0429,train,36,36,5,6,18,7,4,4,4,4,5,0.5,0.19444444444444445,0.1388888888888889,1,1,1,1,1,1
DAMIMAS_A21B_0430,train,22,22,0,2,14,6,0,2,4,3,4,0.6363636363636364,0.2727272727272727,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0431,train,17,17,0,4,13,0,0,3,4,0,5,0.7647058823529411,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0432,test,15,15,0,5,9,1,0,4,4,1,3,0.6,0.06666666666666667,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0433,train,20,20,4,2,14,0,3,2,4,0,4,0.7,0.0,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0434,train,24,24,0,5,16,3,0,4,4,2,5,0.6666666666666666,0.125,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0435,train,17,17,5,5,7,0,4,4,4,0,3,0.4117647058823529,0.0,0.29411764705882354,1,1,1,1,1,1
DAMIMAS_A21B_0436,train,22,22,3,7,7,5,3,4,4,4,2,0.3181818181818182,0.22727272727272727,0.13636363636363635,1,1,1,1,1,1
DAMIMAS_A21B_0437,train,27,27,6,3,12,6,4,3,4,4,5,0.4444444444444444,0.2222222222222222,0.2222222222222222,1,0,0,0,0,0
DAMIMAS_A21B_0438,val,27,27,0,0,14,13,0,0,4,4,4,0.5185185185185185,0.48148148148148145,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0439,train,10,10,2,7,1,0,2,4,1,0,1,0.1,0.0,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0440,train,23,23,0,6,11,6,0,4,4,4,4,0.4782608695652174,0.2608695652173913,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0441,train,21,21,2,6,11,2,2,3,4,2,4,0.5238095238095238,0.09523809523809523,0.09523809523809523,1,1,1,1,1,1
DAMIMAS_A21B_0442,test,23,23,0,2,10,11,0,2,4,4,4,0.43478260869565216,0.4782608695652174,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0443,train,21,21,2,9,7,3,2,4,4,3,2,0.3333333333333333,0.14285714285714285,0.09523809523809523,1,1,1,1,1,1
DAMIMAS_A21B_0444,test,17,17,4,0,8,5,3,0,4,3,3,0.47058823529411764,0.29411764705882354,0.23529411764705882,1,1,1,1,1,1
DAMIMAS_A21B_0445,train,19,19,5,2,7,5,4,2,4,4,2,0.3684210526315789,0.2631578947368421,0.2631578947368421,1,1,1,1,1,1
DAMIMAS_A21B_0446,train,19,19,5,2,11,1,4,2,4,1,3,0.5789473684210527,0.05263157894736842,0.2631578947368421,1,1,1,1,1,1
DAMIMAS_A21B_0447,train,23,23,0,10,9,4,0,4,4,4,3,0.391304347826087,0.17391304347826086,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0448,train,18,18,2,5,7,4,2,4,4,3,3,0.3888888888888889,0.2222222222222222,0.1111111111111111,1,1,1,1,1,1
DAMIMAS_A21B_0449,test,23,23,0,4,18,1,0,3,4,1,6,0.782608695652174,0.043478260869565216,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0450,train,25,25,3,1,10,11,3,1,4,4,3,0.4,0.44,0.12,1,0,0,0,0,0
DAMIMAS_A21B_0451,train,17,17,2,9,4,2,2,4,3,2,2,0.23529411764705882,0.11764705882352941,0.11764705882352941,1,1,1,1,1,1
DAMIMAS_A21B_0452,train,22,22,8,1,4,9,4,1,3,4,2,0.18181818181818182,0.4090909090909091,0.36363636363636365,1,1,1,1,1,1
DAMIMAS_A21B_0453,train,19,19,4,2,10,3,3,2,4,3,3,0.5263157894736842,0.15789473684210525,0.21052631578947367,1,1,1,1,1,1
DAMIMAS_A21B_0454,train,23,23,0,5,6,12,0,4,3,4,3,0.2608695652173913,0.5217391304347826,0.0,1,1,0,0,0,0
DAMIMAS_A21B_0455,val,21,21,0,11,8,2,0,4,4,2,3,0.38095238095238093,0.09523809523809523,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0456,test,21,21,4,3,8,6,4,2,4,4,3,0.38095238095238093,0.2857142857142857,0.19047619047619047,1,1,1,1,1,1
DAMIMAS_A21B_0457,train,27,27,4,5,13,5,3,4,4,4,4,0.48148148148148145,0.18518518518518517,0.14814814814814814,1,1,1,1,1,1
DAMIMAS_A21B_0458,train,21,21,0,6,10,5,0,4,4,3,3,0.47619047619047616,0.23809523809523808,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0459,train,18,18,7,7,4,0,4,4,3,0,2,0.2222222222222222,0.0,0.3888888888888889,1,1,1,1,1,1
DAMIMAS_A21B_0460,train,26,26,7,5,8,6,4,4,4,4,3,0.3076923076923077,0.23076923076923078,0.2692307692307692,1,1,1,1,1,1
DAMIMAS_A21B_0461,val,18,18,0,5,13,0,0,3,4,0,4,0.7222222222222222,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0462,train,20,20,6,0,11,3,4,0,4,2,3,0.55,0.15,0.3,1,1,1,1,1,1
DAMIMAS_A21B_0463,train,20,20,3,9,7,1,3,4,4,1,3,0.35,0.05,0.15,1,1,1,1,1,1
DAMIMAS_A21B_0464,train,15,15,5,3,4,3,4,3,4,2,1,0.26666666666666666,0.2,0.3333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0465,train,13,13,5,3,4,1,4,3,3,1,2,0.3076923076923077,0.07692307692307693,0.38461538461538464,1,1,1,1,1,1
DAMIMAS_A21B_0466,train,11,11,0,0,6,5,0,0,4,3,2,0.5454545454545454,0.45454545454545453,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0467,train,17,17,4,4,8,1,4,3,4,1,3,0.47058823529411764,0.058823529411764705,0.23529411764705882,1,1,1,1,1,1
DAMIMAS_A21B_0468,train,20,20,5,4,4,7,4,3,3,4,2,0.2,0.35,0.25,1,1,1,1,1,1
DAMIMAS_A21B_0469,train,21,21,0,6,11,4,0,4,4,4,3,0.5238095238095238,0.19047619047619047,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0470,train,22,22,7,1,10,4,4,1,4,4,4,0.45454545454545453,0.18181818181818182,0.3181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0471,val,26,26,4,8,10,4,3,4,4,3,5,0.38461538461538464,0.15384615384615385,0.15384615384615385,1,0,0,0,0,0
DAMIMAS_A21B_0472,val,23,23,0,7,8,8,0,4,4,4,3,0.34782608695652173,0.34782608695652173,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0473,train,11,11,3,3,5,0,3,3,3,0,2,0.45454545454545453,0.0,0.2727272727272727,1,1,1,1,1,1
DAMIMAS_A21B_0474,train,21,21,4,5,4,8,4,3,4,4,1,0.19047619047619047,0.38095238095238093,0.19047619047619047,1,1,1,1,1,1
DAMIMAS_A21B_0475,test,20,20,0,11,6,3,0,4,4,3,2,0.3,0.15,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0476,train,17,17,0,6,8,3,0,4,4,3,2,0.47058823529411764,0.17647058823529413,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0477,val,10,10,0,0,10,0,0,0,4,0,3,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0478,train,27,27,6,4,6,11,4,3,4,4,2,0.2222222222222222,0.4074074074074074,0.2222222222222222,1,1,1,1,1,1
DAMIMAS_A21B_0479,val,21,21,2,9,7,3,2,4,4,3,3,0.3333333333333333,0.14285714285714285,0.09523809523809523,1,1,1,1,1,1
DAMIMAS_A21B_0480,train,24,24,4,4,10,6,3,3,4,4,4,0.4166666666666667,0.25,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0481,train,13,13,2,4,6,1,2,3,4,1,2,0.46153846153846156,0.07692307692307693,0.15384615384615385,1,1,1,1,1,1
DAMIMAS_A21B_0482,train,23,23,2,6,6,9,2,4,4,3,2,0.2608695652173913,0.391304347826087,0.08695652173913043,1,1,1,1,1,1
DAMIMAS_A21B_0483,train,20,20,4,9,5,2,3,4,3,2,3,0.25,0.1,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0484,train,18,18,2,8,3,5,2,4,2,4,2,0.16666666666666666,0.2777777777777778,0.1111111111111111,1,1,1,1,1,1
DAMIMAS_A21B_0485,val,20,20,2,5,12,1,2,4,4,1,5,0.6,0.05,0.1,1,1,1,1,1,1
DAMIMAS_A21B_0486,train,22,22,3,3,7,9,3,3,4,4,2,0.3181818181818182,0.4090909090909091,0.13636363636363635,0,1,1,1,1,1
DAMIMAS_A21B_0487,train,20,20,0,7,11,2,0,4,4,2,3,0.55,0.1,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0488,train,17,17,0,8,3,6,0,4,3,4,1,0.17647058823529413,0.35294117647058826,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0489,val,20,20,0,0,17,3,0,0,4,3,5,0.85,0.15,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0490,test,26,26,7,2,8,9,4,2,4,4,3,0.3076923076923077,0.34615384615384615,0.2692307692307692,1,1,1,1,1,1
DAMIMAS_A21B_0491,train,20,20,5,8,7,0,3,4,4,0,2,0.35,0.0,0.25,1,1,1,1,1,1
DAMIMAS_A21B_0492,test,19,19,3,5,5,6,3,4,3,4,3,0.2631578947368421,0.3157894736842105,0.15789473684210525,1,1,1,1,1,1
DAMIMAS_A21B_0493,train,19,19,2,6,7,4,2,4,4,4,2,0.3684210526315789,0.21052631578947367,0.10526315789473684,1,1,1,1,1,1
DAMIMAS_A21B_0494,train,25,25,3,4,7,11,3,4,4,4,3,0.28,0.44,0.12,1,0,0,0,0,0
DAMIMAS_A21B_0495,train,18,18,2,7,9,0,2,4,4,0,3,0.5,0.0,0.1111111111111111,1,1,1,1,1,1
DAMIMAS_A21B_0496,train,19,19,3,6,3,7,3,4,3,4,1,0.15789473684210525,0.3684210526315789,0.15789473684210525,1,1,1,1,1,1
DAMIMAS_A21B_0497,test,26,26,2,5,13,6,2,4,4,4,4,0.5,0.23076923076923078,0.07692307692307693,0,0,0,0,0,0
DAMIMAS_A21B_0498,train,28,28,8,1,6,13,4,1,4,4,2,0.21428571428571427,0.4642857142857143,0.2857142857142857,1,1,1,1,1,1
DAMIMAS_A21B_0499,train,23,23,5,6,9,3,4,4,4,3,3,0.391304347826087,0.13043478260869565,0.21739130434782608,1,1,1,1,1,1
DAMIMAS_A21B_0500,train,19,19,6,6,4,3,4,4,3,3,2,0.21052631578947367,0.15789473684210525,0.3157894736842105,1,1,1,1,1,1
DAMIMAS_A21B_0501,train,25,25,4,5,11,5,4,4,4,4,4,0.44,0.2,0.16,1,1,1,1,1,1
DAMIMAS_A21B_0502,train,28,28,0,7,10,11,0,4,4,4,4,0.35714285714285715,0.39285714285714285,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0503,train,27,27,3,10,9,5,3,4,4,4,3,0.3333333333333333,0.18518518518518517,0.1111111111111111,0,1,1,1,1,1
DAMIMAS_A21B_0504,val,22,22,2,8,6,6,2,4,4,4,2,0.2727272727272727,0.2727272727272727,0.09090909090909091,1,1,1,1,1,1
DAMIMAS_A21B_0505,test,21,21,2,0,11,8,2,0,4,4,3,0.5238095238095238,0.38095238095238093,0.09523809523809523,1,1,1,1,1,1
DAMIMAS_A21B_0506,train,33,33,7,4,8,14,4,3,4,4,2,0.24242424242424243,0.42424242424242425,0.21212121212121213,0,1,1,1,1,1
DAMIMAS_A21B_0507,train,17,17,0,9,8,0,0,4,4,0,2,0.47058823529411764,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0508,train,22,22,1,11,8,2,1,4,4,2,3,0.36363636363636365,0.09090909090909091,0.045454545454545456,1,1,1,1,1,1
DAMIMAS_A21B_0509,train,17,17,2,3,9,3,2,3,4,3,3,0.5294117647058824,0.17647058823529413,0.11764705882352941,1,1,1,1,1,1
DAMIMAS_A21B_0510,test,22,22,0,5,12,5,0,4,4,3,4,0.5454545454545454,0.22727272727272727,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0511,train,23,23,7,9,6,1,4,4,4,1,3,0.2608695652173913,0.043478260869565216,0.30434782608695654,1,1,1,1,1,1
DAMIMAS_A21B_0512,val,25,25,3,6,9,7,3,4,4,3,4,0.36,0.28,0.12,1,1,1,1,1,1
DAMIMAS_A21B_0513,train,13,13,0,2,11,0,0,2,4,0,4,0.8461538461538461,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0514,train,22,22,0,0,15,7,0,0,4,4,4,0.6818181818181818,0.3181818181818182,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0515,train,24,24,4,8,9,3,3,4,4,3,3,0.375,0.125,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0516,val,14,14,2,4,4,4,2,3,2,4,2,0.2857142857142857,0.2857142857142857,0.14285714285714285,1,1,1,1,1,1
DAMIMAS_A21B_0517,train,22,22,4,1,10,7,3,1,4,4,4,0.45454545454545453,0.3181818181818182,0.18181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0518,val,29,29,2,4,13,10,2,3,4,4,4,0.4482758620689655,0.3448275862068966,0.06896551724137931,1,1,1,1,1,1
DAMIMAS_A21B_0519,test,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0520,train,16,16,5,4,4,3,4,3,4,3,1,0.25,0.1875,0.3125,1,1,1,1,1,1
DAMIMAS_A21B_0521,val,17,17,2,5,4,6,2,4,3,4,2,0.23529411764705882,0.35294117647058826,0.11764705882352941,1,1,1,1,1,1
DAMIMAS_A21B_0522,train,16,16,0,8,5,3,0,4,3,2,2,0.3125,0.1875,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0523,train,23,23,4,12,5,2,3,4,4,2,2,0.21739130434782608,0.08695652173913043,0.17391304347826086,1,0,0,0,0,0
DAMIMAS_A21B_0524,train,22,22,4,4,6,8,3,3,4,4,2,0.2727272727272727,0.36363636363636365,0.18181818181818182,1,0,0,0,0,0
DAMIMAS_A21B_0525,test,13,13,2,3,8,0,2,2,4,0,3,0.6153846153846154,0.0,0.15384615384615385,1,1,1,1,1,1
DAMIMAS_A21B_0526,train,21,21,0,1,19,1,0,1,4,1,5,0.9047619047619048,0.047619047619047616,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0527,train,15,15,0,7,8,0,0,4,4,0,3,0.5333333333333333,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0528,train,2,2,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0529,train,17,17,0,0,11,6,0,0,4,4,3,0.6470588235294118,0.35294117647058826,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0530,test,25,25,4,4,10,7,4,4,4,4,3,0.4,0.28,0.16,1,1,1,1,1,1
DAMIMAS_A21B_0531,train,27,27,4,9,11,3,3,4,4,3,3,0.4074074074074074,0.1111111111111111,0.14814814814814814,0,1,1,1,1,1
DAMIMAS_A21B_0532,train,20,20,5,3,10,2,4,3,4,2,3,0.5,0.1,0.25,1,1,1,1,1,1
DAMIMAS_A21B_0533,val,22,22,1,4,12,5,1,3,4,4,4,0.5454545454545454,0.22727272727272727,0.045454545454545456,1,1,1,1,1,1
DAMIMAS_A21B_0534,train,19,19,3,2,8,6,3,2,4,4,3,0.42105263157894735,0.3157894736842105,0.15789473684210525,1,1,1,1,1,1
DAMIMAS_A21B_0535,train,19,19,7,5,5,2,4,4,3,2,2,0.2631578947368421,0.10526315789473684,0.3684210526315789,1,1,1,1,1,1
DAMIMAS_A21B_0536,test,17,17,4,3,6,4,3,3,4,3,2,0.35294117647058826,0.23529411764705882,0.23529411764705882,1,1,1,1,1,1
DAMIMAS_A21B_0537,val,17,17,3,1,12,1,3,1,4,1,3,0.7058823529411765,0.058823529411764705,0.17647058823529413,1,1,1,1,1,1
DAMIMAS_A21B_0538,train,24,24,0,4,11,9,0,3,4,4,4,0.4583333333333333,0.375,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0539,train,28,28,7,6,11,4,4,4,4,4,3,0.39285714285714285,0.14285714285714285,0.25,0,1,1,1,1,1
DAMIMAS_A21B_0540,train,18,18,7,0,6,5,4,0,4,4,2,0.3333333333333333,0.2777777777777778,0.3888888888888889,1,1,1,1,1,1
DAMIMAS_A21B_0541,test,14,14,4,2,5,3,4,2,4,2,2,0.35714285714285715,0.21428571428571427,0.2857142857142857,1,1,1,1,1,1
DAMIMAS_A21B_0542,train,25,25,4,3,10,8,3,3,4,4,3,0.4,0.32,0.16,1,1,1,1,1,1
DAMIMAS_A21B_0543,train,10,10,4,3,3,0,3,3,3,0,1,0.3,0.0,0.4,1,1,1,1,1,1
DAMIMAS_A21B_0544,train,23,23,4,6,4,9,4,4,4,4,1,0.17391304347826086,0.391304347826087,0.17391304347826086,1,1,1,1,1,1
DAMIMAS_A21B_0545,train,23,23,2,0,20,1,2,0,4,1,6,0.8695652173913043,0.043478260869565216,0.08695652173913043,0,0,0,0,0,0
DAMIMAS_A21B_0546,test,28,28,4,6,12,6,3,4,4,3,4,0.42857142857142855,0.21428571428571427,0.14285714285714285,1,1,1,1,1,1
DAMIMAS_A21B_0547,val,24,24,2,11,11,0,2,4,4,0,4,0.4583333333333333,0.0,0.08333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0548,train,20,20,2,6,8,4,2,4,4,4,2,0.4,0.2,0.1,1,1,1,1,1,1
DAMIMAS_A21B_0549,train,10,10,2,0,8,0,2,0,4,0,3,0.8,0.0,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0550,val,26,26,4,10,5,7,4,4,4,4,2,0.19230769230769232,0.2692307692307692,0.15384615384615385,0,1,1,1,1,1
DAMIMAS_A21B_0551,test,30,30,5,7,14,4,4,4,4,3,4,0.4666666666666667,0.13333333333333333,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0552,train,18,18,6,7,4,1,4,4,3,1,2,0.2222222222222222,0.05555555555555555,0.3333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0553,train,20,20,3,4,9,4,3,3,4,3,3,0.45,0.2,0.15,1,1,1,1,1,1
DAMIMAS_A21B_0554,test,30,30,4,5,12,9,3,3,4,4,3,0.4,0.3,0.13333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0555,train,16,16,0,7,6,3,0,4,4,2,2,0.375,0.1875,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0556,val,24,24,4,8,8,4,3,4,4,4,3,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0557,val,22,22,3,2,11,6,3,2,4,4,4,0.5,0.2727272727272727,0.13636363636363635,1,1,1,1,1,1
DAMIMAS_A21B_0558,train,23,23,0,11,7,5,0,4,4,4,2,0.30434782608695654,0.21739130434782608,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0559,train,9,9,0,0,0,9,0,0,0,4,0,0.0,1.0,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0560,train,10,10,0,0,10,0,0,0,4,0,3,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0561,train,24,24,2,4,14,4,2,3,4,3,4,0.5833333333333334,0.16666666666666666,0.08333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0562,val,25,25,2,9,8,6,2,4,4,3,3,0.32,0.24,0.08,1,1,1,1,1,1
DAMIMAS_A21B_0563,test,18,18,5,6,7,0,3,4,4,0,2,0.3888888888888889,0.0,0.2777777777777778,1,1,1,1,1,1
DAMIMAS_A21B_0564,train,21,21,6,3,9,3,4,3,4,3,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,1,1,1,1,1,1
DAMIMAS_A21B_0565,train,19,19,0,0,14,5,0,0,4,4,4,0.7368421052631579,0.2631578947368421,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0566,train,27,27,0,13,10,4,0,4,4,3,3,0.37037037037037035,0.14814814814814814,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0567,train,27,27,4,9,12,2,3,4,4,2,3,0.4444444444444444,0.07407407407407407,0.14814814814814814,1,1,1,1,1,1
DAMIMAS_A21B_0568,train,23,23,4,6,8,5,3,3,4,4,3,0.34782608695652173,0.21739130434782608,0.17391304347826086,1,1,1,1,1,1
