tree_id,split,n_dets,naive_total,naive_B1,naive_B2,naive_B3,naive_B4,active_B1,active_B2,active_B3,active_B4,max_B3,ratio_B3_total,ratio_B4_total,ratio_B1_total,pass_selector_iter7,pass_geometric_mean_blend,pass_visibility,pass_side_coverage,pass_median3_floor,pass_density_scaled_vis
DAMIMAS_A21B_0182,val,20,20,0,7,10,3,0,4,4,3,3,0.5,0.15,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0183,val,27,27,0,5,20,2,0,4,4,2,5,0.7407407407407407,0.07407407407407407,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0184,val,11,11,0,0,11,0,0,0,4,0,3,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0185,val,22,22,0,5,12,5,0,4,4,3,3,0.5454545454545454,0.22727272727272727,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0186,val,15,15,0,3,12,0,0,3,4,0,3,0.8,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0187,val,6,6,0,2,4,0,0,2,2,0,2,0.6666666666666666,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0188,val,12,12,0,4,6,2,0,3,4,2,2,0.5,0.16666666666666666,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0189,val,11,11,0,9,2,0,0,4,2,0,1,0.18181818181818182,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0190,val,18,18,0,8,8,2,0,4,4,2,3,0.4444444444444444,0.1111111111111111,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0191,val,13,13,0,8,5,0,0,4,3,0,2,0.38461538461538464,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0192,val,12,12,0,0,12,0,0,0,4,0,3,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0193,val,27,27,0,0,17,10,0,0,4,4,5,0.6296296296296297,0.37037037037037035,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0194,test,13,13,0,0,11,2,0,0,4,2,4,0.8461538461538461,0.15384615384615385,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0195,test,19,19,3,6,10,0,3,4,4,0,3,0.5263157894736842,0.0,0.15789473684210525,1,1,1,1,1,1
DAMIMAS_A21B_0196,test,14,14,0,2,5,7,0,2,4,4,2,0.35714285714285715,0.5,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0197,test,18,18,0,0,14,4,0,0,4,3,4,0.7777777777777778,0.2222222222222222,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0198,test,19,19,2,0,13,4,2,0,4,3,4,0.6842105263157895,0.21052631578947367,0.10526315789473684,1,1,1,1,1,1
DAMIMAS_A21B_0199,test,21,21,3,3,15,0,3,2,4,0,5,0.7142857142857143,0.0,0.14285714285714285,1,1,1,1,1,1
DAMIMAS_A21B_0200,test,12,12,0,3,7,2,0,3,3,2,3,0.5833333333333334,0.16666666666666666,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0201,test,21,21,3,0,16,2,3,0,4,2,5,0.7619047619047619,0.09523809523809523,0.14285714285714285,1,1,1,1,1,1
DAMIMAS_A21B_0202,test,9,9,2,1,5,1,2,1,4,1,2,0.5555555555555556,0.1111111111111111,0.2222222222222222,1,1,1,1,1,1
DAMIMAS_A21B_0203,test,13,13,0,1,12,0,0,1,4,0,4,0.9230769230769231,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0204,test,19,19,2,2,13,2,2,2,4,2,4,0.6842105263157895,0.10526315789473684,0.10526315789473684,1,1,1,1,1,1
DAMIMAS_A21B_0205,test,15,15,0,0,15,0,0,0,4,0,4,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0206,test,21,21,0,5,15,1,0,4,4,1,4,0.7142857142857143,0.047619047619047616,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0207,test,20,20,6,1,13,0,4,1,4,0,4,0.65,0.0,0.3,1,1,1,1,1,1
DAMIMAS_A21B_0208,test,22,22,0,6,14,2,0,3,4,2,4,0.6363636363636364,0.09090909090909091,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0209,test,17,17,0,3,12,2,0,3,4,2,3,0.7058823529411765,0.11764705882352941,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0210,test,20,20,2,2,14,2,2,2,4,2,4,0.7,0.1,0.1,1,1,1,1,1,1
DAMIMAS_A21B_0211,test,25,25,0,9,14,2,0,4,4,2,5,0.56,0.08,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0212,test,17,17,2,0,9,6,2,0,4,4,3,0.5294117647058824,0.35294117647058826,0.11764705882352941,1,1,1,1,1,1
DAMIMAS_A21B_0213,test,21,21,0,2,13,6,0,2,4,3,4,0.6190476190476191,0.2857142857142857,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0214,test,20,20,2,2,9,7,2,2,4,4,3,0.45,0.35,0.1,0,0,0,0,0,0
DAMIMAS_A21B_0215,test,20,20,7,3,8,2,4,2,4,2,3,0.4,0.1,0.35,1,1,1,1,1,1
DAMIMAS_A21B_0216,test,21,21,5,0,12,4,4,0,4,3,4,0.5714285714285714,0.19047619047619047,0.23809523809523808,1,1,1,1,1,1
DAMIMAS_A21B_0217,test,21,21,2,5,12,2,2,4,4,2,4,0.5714285714285714,0.09523809523809523,0.09523809523809523,1,1,1,1,1,1
DAMIMAS_A21B_0218,test,19,19,0,3,3,13,0,3,3,4,1,0.15789473684210525,0.6842105263157895,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0219,test,22,22,4,3,11,4,3,3,4,4,4,0.5,0.18181818181818182,0.18181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0220,test,9,9,0,4,5,0,0,3,4,0,2,0.5555555555555556,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0221,test,25,25,4,6,10,5,3,3,4,4,3,0.4,0.2,0.16,1,0,0,0,0,0
DAMIMAS_A21B_0222,test,21,21,2,2,9,8,2,2,4,4,4,0.42857142857142855,0.38095238095238093,0.09523809523809523,1,1,1,1,1,1
DAMIMAS_A21B_0223,test,16,16,1,4,11,0,1,3,4,0,4,0.6875,0.0,0.0625,1,1,1,1,1,1
DAMIMAS_A21B_0224,test,21,21,3,5,9,4,3,4,4,4,3,0.42857142857142855,0.19047619047619047,0.14285714285714285,1,1,1,1,1,1
DAMIMAS_A21B_0225,test,12,12,2,2,8,0,2,2,4,0,3,0.6666666666666666,0.0,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0226,test,16,16,0,0,10,6,0,0,4,4,3,0.625,0.375,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0227,test,10,10,1,0,2,7,1,0,2,4,1,0.2,0.7,0.1,1,1,1,1,1,1
DAMIMAS_A21B_0228,test,17,17,3,3,5,6,3,2,4,4,2,0.29411764705882354,0.35294117647058826,0.17647058823529413,1,1,1,1,1,1
DAMIMAS_A21B_0229,test,22,22,4,0,14,4,3,0,4,4,4,0.6363636363636364,0.18181818181818182,0.18181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0230,train,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0231,train,16,16,0,0,10,6,0,0,4,4,3,0.625,0.375,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0232,test,9,9,0,0,4,5,0,0,3,2,2,0.4444444444444444,0.5555555555555556,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0233,test,23,23,0,0,15,8,0,0,4,4,5,0.6521739130434783,0.34782608695652173,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0234,test,15,15,0,0,10,5,0,0,4,3,3,0.6666666666666666,0.3333333333333333,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0235,test,23,23,0,6,16,1,0,3,4,1,4,0.6956521739130435,0.043478260869565216,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0236,test,26,26,0,6,16,4,0,3,4,4,5,0.6153846153846154,0.15384615384615385,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0237,test,20,20,3,6,9,2,3,4,4,2,3,0.45,0.1,0.15,0,0,0,0,0,0
DAMIMAS_A21B_0238,test,22,22,4,2,11,5,3,2,4,4,4,0.5,0.22727272727272727,0.18181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0239,test,16,16,0,8,8,0,0,4,4,0,3,0.5,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0240,train,14,14,0,10,3,1,0,4,3,1,1,0.21428571428571427,0.07142857142857142,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0241,val,16,16,2,4,10,0,2,3,4,0,3,0.625,0.0,0.125,1,1,1,1,1,1
DAMIMAS_A21B_0242,train,15,15,0,4,9,2,0,3,4,2,3,0.6,0.13333333333333333,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0243,val,22,22,3,12,6,1,3,4,4,1,2,0.2727272727272727,0.045454545454545456,0.13636363636363635,0,0,0,0,0,0
DAMIMAS_A21B_0244,train,15,15,0,0,0,15,0,0,0,4,0,0.0,1.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0245,train,10,10,0,0,4,6,0,0,3,4,2,0.4,0.6,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0246,test,22,22,0,8,8,6,0,4,3,4,3,0.36363636363636365,0.2727272727272727,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0247,test,20,20,4,6,10,0,3,4,4,0,3,0.5,0.0,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0248,train,18,18,0,3,10,5,0,2,4,4,3,0.5555555555555556,0.2777777777777778,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0249,train,18,18,0,1,17,0,0,1,4,0,5,0.9444444444444444,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0250,test,30,30,3,1,13,13,3,1,4,4,5,0.43333333333333335,0.43333333333333335,0.1,1,1,1,1,1,1
DAMIMAS_A21B_0251,train,22,22,2,6,10,4,2,4,4,3,3,0.45454545454545453,0.18181818181818182,0.09090909090909091,1,1,1,1,1,1
DAMIMAS_A21B_0252,train,15,15,0,2,11,2,0,2,4,1,4,0.7333333333333333,0.13333333333333333,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0253,train,11,11,0,4,7,0,0,2,4,0,3,0.6363636363636364,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0254,test,20,20,0,5,9,6,0,3,4,3,3,0.45,0.3,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0255,train,17,17,1,3,11,2,1,3,4,2,3,0.6470588235294118,0.11764705882352941,0.058823529411764705,1,1,1,1,1,1
DAMIMAS_A21B_0256,train,3,3,0,0,3,0,0,0,3,0,1,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0257,train,18,18,2,6,9,1,2,4,4,1,3,0.5,0.05555555555555555,0.1111111111111111,0,0,0,0,0,0
DAMIMAS_A21B_0258,train,17,17,0,4,10,3,0,4,4,2,4,0.5882352941176471,0.17647058823529413,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0259,train,18,18,2,11,5,0,2,4,4,0,2,0.2777777777777778,0.0,0.1111111111111111,0,0,0,0,0,0
DAMIMAS_A21B_0260,train,20,20,2,10,6,2,2,4,4,2,2,0.3,0.1,0.1,1,1,1,1,1,1
DAMIMAS_A21B_0261,train,27,27,6,8,7,6,4,4,4,4,3,0.25925925925925924,0.2222222222222222,0.2222222222222222,1,1,1,1,1,1
DAMIMAS_A21B_0262,train,24,24,4,3,14,3,3,3,4,2,4,0.5833333333333334,0.125,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0263,val,21,21,0,14,5,2,0,4,4,2,2,0.23809523809523808,0.09523809523809523,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0264,train,22,22,6,3,13,0,4,3,4,0,4,0.5909090909090909,0.0,0.2727272727272727,1,1,1,1,1,1
DAMIMAS_A21B_0265,train,22,22,2,3,15,2,2,2,4,2,5,0.6818181818181818,0.09090909090909091,0.09090909090909091,1,1,1,1,1,1
DAMIMAS_A21B_0266,train,21,21,4,2,15,0,3,2,4,0,5,0.7142857142857143,0.0,0.19047619047619047,1,1,1,1,1,1
DAMIMAS_A21B_0267,train,21,21,3,8,7,3,3,4,4,3,2,0.3333333333333333,0.14285714285714285,0.14285714285714285,1,1,1,1,1,1
DAMIMAS_A21B_0268,train,28,28,4,8,7,9,3,4,4,4,2,0.25,0.32142857142857145,0.14285714285714285,1,0,0,0,0,0
DAMIMAS_A21B_0269,train,11,11,0,0,11,0,0,0,4,0,4,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0270,test,16,16,2,3,11,0,2,3,4,0,4,0.6875,0.0,0.125,1,1,1,1,1,1
DAMIMAS_A21B_0271,test,22,22,0,9,10,3,0,4,4,3,3,0.45454545454545453,0.13636363636363635,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0272,val,17,17,2,3,9,3,2,3,4,2,3,0.5294117647058824,0.17647058823529413,0.11764705882352941,1,1,1,1,1,1
DAMIMAS_A21B_0273,train,16,16,0,2,14,0,0,2,4,0,4,0.875,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0274,train,20,20,0,1,15,4,0,1,4,3,4,0.75,0.2,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0275,test,26,26,5,6,13,2,3,4,4,2,4,0.5,0.07692307692307693,0.19230769230769232,1,1,1,1,1,1
DAMIMAS_A21B_0276,train,10,10,3,2,5,0,3,2,3,0,2,0.5,0.0,0.3,1,1,1,1,1,1
DAMIMAS_A21B_0277,val,17,17,3,6,8,0,3,4,4,0,3,0.47058823529411764,0.0,0.17647058823529413,1,1,1,1,1,1
DAMIMAS_A21B_0278,val,20,20,5,7,8,0,4,4,4,0,3,0.4,0.0,0.25,1,0,0,0,0,0
DAMIMAS_A21B_0279,test,25,25,0,8,15,2,0,4,4,2,5,0.6,0.08,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0280,test,20,20,4,4,6,6,4,3,4,4,2,0.3,0.3,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0281,train,23,23,0,0,15,8,0,0,4,4,5,0.6521739130434783,0.34782608695652173,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0282,train,18,18,8,0,10,0,4,0,4,0,3,0.5555555555555556,0.0,0.4444444444444444,1,1,1,1,1,1
DAMIMAS_A21B_0283,val,20,20,4,1,13,2,3,1,4,2,4,0.65,0.1,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0284,test,16,16,2,5,6,3,2,4,4,3,2,0.375,0.1875,0.125,1,1,1,1,1,1
DAMIMAS_A21B_0285,train,32,32,8,4,12,8,4,3,4,4,4,0.375,0.25,0.25,1,1,1,1,1,1
DAMIMAS_A21B_0286,train,19,19,3,5,8,3,3,4,4,3,3,0.42105263157894735,0.15789473684210525,0.15789473684210525,1,1,1,1,1,1
DAMIMAS_A21B_0287,train,14,14,6,8,0,0,4,4,0,0,0,0.0,0.0,0.42857142857142855,1,1,1,1,1,1
DAMIMAS_A21B_0288,test,21,21,1,3,11,6,1,2,4,4,4,0.5238095238095238,0.2857142857142857,0.047619047619047616,1,1,1,1,1,1
DAMIMAS_A21B_0289,val,14,14,2,3,9,0,2,3,3,0,4,0.6428571428571429,0.0,0.14285714285714285,0,0,0,0,0,0
DAMIMAS_A21B_0290,train,15,15,0,1,14,0,0,1,4,0,4,0.9333333333333333,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0291,train,23,23,5,8,6,4,3,4,3,3,2,0.2608695652173913,0.17391304347826086,0.21739130434782608,0,0,0,0,0,0
DAMIMAS_A21B_0292,train,24,24,0,5,14,5,0,4,4,3,4,0.5833333333333334,0.20833333333333334,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0293,train,18,18,0,2,10,6,0,2,3,3,4,0.5555555555555556,0.3333333333333333,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0294,test,24,24,0,4,17,3,0,4,4,3,5,0.7083333333333334,0.125,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0295,train,17,17,0,4,11,2,0,2,4,2,3,0.6470588235294118,0.11764705882352941,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0296,test,11,11,2,8,1,0,2,4,1,0,1,0.09090909090909091,0.0,0.18181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0297,train,17,17,0,0,13,4,0,0,4,4,4,0.7647058823529411,0.23529411764705882,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0298,train,22,22,4,0,12,6,4,0,4,3,4,0.5454545454545454,0.2727272727272727,0.18181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0299,train,18,18,3,3,12,0,3,2,4,0,4,0.6666666666666666,0.0,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0300,train,13,13,1,0,10,2,1,0,4,2,3,0.7692307692307693,0.15384615384615385,0.07692307692307693,1,1,1,1,1,1
DAMIMAS_A21B_0301,train,20,20,1,1,15,3,1,1,4,3,4,0.75,0.15,0.05,1,1,1,1,1,1
DAMIMAS_A21B_0302,test,15,15,3,1,11,0,3,1,4,0,3,0.7333333333333333,0.0,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0303,train,21,21,0,0,21,0,0,0,4,0,8,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0304,test,18,18,0,1,9,8,0,1,4,4,3,0.5,0.4444444444444444,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0305,train,25,25,4,6,11,4,3,3,4,4,4,0.44,0.16,0.16,1,1,1,1,1,1
DAMIMAS_A21B_0306,train,9,9,2,0,7,0,2,0,4,0,2,0.7777777777777778,0.0,0.2222222222222222,1,1,1,1,1,1
DAMIMAS_A21B_0307,train,14,14,3,1,10,0,3,1,4,0,3,0.7142857142857143,0.0,0.21428571428571427,1,1,1,1,1,1
DAMIMAS_A21B_0308,val,15,15,2,2,6,5,2,2,4,4,2,0.4,0.3333333333333333,0.13333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0309,train,18,18,5,2,8,3,4,2,4,3,2,0.4444444444444444,0.16666666666666666,0.2777777777777778,0,0,0,0,0,0
DAMIMAS_A21B_0310,train,20,20,3,0,17,0,3,0,4,0,5,0.85,0.0,0.15,1,1,1,1,1,1
DAMIMAS_A21B_0311,val,9,9,0,1,8,0,0,1,4,0,2,0.8888888888888888,0.0,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0312,train,18,18,0,2,12,4,0,2,4,4,4,0.6666666666666666,0.2222222222222222,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0313,train,23,23,5,2,12,4,4,2,4,4,4,0.5217391304347826,0.17391304347826086,0.21739130434782608,1,1,1,1,1,1
DAMIMAS_A21B_0314,train,22,22,0,3,16,3,0,3,4,3,4,0.7272727272727273,0.13636363636363635,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0315,train,25,25,2,11,12,0,2,4,4,0,4,0.48,0.0,0.08,0,0,0,0,0,0
DAMIMAS_A21B_0316,train,24,24,2,4,12,6,2,4,4,4,5,0.5,0.25,0.08333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0317,train,14,14,0,3,11,0,0,3,4,0,3,0.7857142857142857,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0318,train,19,19,0,0,15,4,0,0,4,4,4,0.7894736842105263,0.21052631578947367,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0319,train,15,15,0,5,10,0,0,3,4,0,3,0.6666666666666666,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0320,train,24,24,6,3,11,4,4,2,4,4,4,0.4583333333333333,0.16666666666666666,0.25,0,0,0,0,0,0
DAMIMAS_A21B_0321,test,21,21,5,4,11,1,4,3,4,1,3,0.5238095238095238,0.047619047619047616,0.23809523809523808,0,0,0,0,0,0
DAMIMAS_A21B_0322,train,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0323,test,13,13,0,0,13,0,0,0,4,0,4,1.0,0.0,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0324,train,14,14,0,0,14,0,0,0,4,0,4,1.0,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0325,test,17,17,0,3,10,4,0,3,4,4,3,0.5882352941176471,0.23529411764705882,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0326,train,10,10,0,0,7,3,0,0,3,3,3,0.7,0.3,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0327,train,12,12,3,1,8,0,3,1,4,0,3,0.6666666666666666,0.0,0.25,1,1,1,1,1,1
DAMIMAS_A21B_0328,train,15,15,0,2,9,4,0,2,4,4,3,0.6,0.26666666666666666,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0329,train,8,8,4,0,4,0,4,0,2,0,2,0.5,0.0,0.5,1,1,1,1,1,1
DAMIMAS_A21B_0330,val,22,22,5,2,15,0,4,2,4,0,4,0.6818181818181818,0.0,0.22727272727272727,1,1,1,1,1,1
DAMIMAS_A21B_0331,test,15,15,0,1,14,0,0,1,4,0,4,0.9333333333333333,0.0,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0332,train,11,11,0,0,8,3,0,0,4,3,2,0.7272727272727273,0.2727272727272727,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0333,train,8,8,2,2,4,0,2,2,3,0,2,0.5,0.0,0.25,1,1,1,1,1,1
DAMIMAS_A21B_0334,train,21,21,4,0,13,4,4,0,4,4,4,0.6190476190476191,0.19047619047619047,0.19047619047619047,0,0,0,0,0,0
DAMIMAS_A21B_0335,train,13,13,7,0,6,0,4,0,3,0,2,0.46153846153846156,0.0,0.5384615384615384,1,1,0,0,0,0
DAMIMAS_A21B_0336,train,22,22,5,0,12,5,4,0,4,4,4,0.5454545454545454,0.22727272727272727,0.22727272727272727,0,0,0,0,0,0
DAMIMAS_A21B_0337,train,16,16,0,0,13,3,0,0,4,3,4,0.8125,0.1875,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0338,val,19,19,0,0,12,7,0,0,4,4,4,0.631578947368421,0.3684210526315789,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0339,train,13,13,5,5,3,0,4,3,2,0,2,0.23076923076923078,0.0,0.38461538461538464,1,1,1,1,1,1
DAMIMAS_A21B_0340,train,7,7,2,3,2,0,2,3,2,0,1,0.2857142857142857,0.0,0.2857142857142857,1,1,1,1,1,1
DAMIMAS_A21B_0341,train,21,21,0,2,18,1,0,2,4,1,6,0.8571428571428571,0.047619047619047616,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0342,val,25,25,0,8,10,7,0,4,4,3,3,0.4,0.28,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0343,train,18,18,0,9,9,0,0,4,4,0,3,0.5,0.0,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0344,val,21,21,0,5,13,3,0,4,4,2,4,0.6190476190476191,0.14285714285714285,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0345,train,16,16,2,2,9,3,2,2,4,3,3,0.5625,0.1875,0.125,1,1,1,1,1,1
DAMIMAS_A21B_0346,test,23,23,3,2,13,5,3,2,4,4,4,0.5652173913043478,0.21739130434782608,0.13043478260869565,1,1,1,1,1,1
DAMIMAS_A21B_0347,train,18,18,5,3,9,1,4,3,4,1,3,0.5,0.05555555555555555,0.2777777777777778,1,1,1,1,1,1
DAMIMAS_A21B_0348,test,23,23,6,0,8,9,4,0,4,4,3,0.34782608695652173,0.391304347826087,0.2608695652173913,1,0,0,0,0,0
DAMIMAS_A21B_0349,val,9,9,0,3,3,3,0,3,3,2,1,0.3333333333333333,0.3333333333333333,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0350,train,10,10,3,2,5,0,3,2,3,0,2,0.5,0.0,0.3,1,1,1,1,1,1
DAMIMAS_A21B_0351,train,24,24,4,7,12,1,3,3,4,1,4,0.5,0.041666666666666664,0.16666666666666666,1,1,1,1,1,1
DAMIMAS_A21B_0352,train,25,25,4,1,14,6,4,1,4,4,4,0.56,0.24,0.16,1,1,1,1,1,1
DAMIMAS_A21B_0353,train,18,18,5,1,12,0,4,1,4,0,3,0.6666666666666666,0.0,0.2777777777777778,1,1,1,1,1,1
DAMIMAS_A21B_0354,train,32,32,2,2,28,0,2,2,4,0,8,0.875,0.0,0.0625,1,1,1,1,1,1
DAMIMAS_A21B_0355,test,25,25,5,6,11,3,4,3,4,3,4,0.44,0.12,0.2,1,1,1,1,1,1
DAMIMAS_A21B_0356,train,19,19,2,8,6,3,2,4,4,3,2,0.3157894736842105,0.15789473684210525,0.10526315789473684,1,1,1,1,1,1
DAMIMAS_A21B_0357,train,22,22,0,2,18,2,0,2,4,2,6,0.8181818181818182,0.09090909090909091,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0358,train,28,28,2,0,20,6,2,0,4,3,6,0.7142857142857143,0.21428571428571427,0.07142857142857142,0,0,1,1,1,1
DAMIMAS_A21B_0359,val,23,23,6,2,11,4,4,2,4,3,3,0.4782608695652174,0.17391304347826086,0.2608695652173913,1,1,1,1,1,1
DAMIMAS_A21B_0360,train,30,30,6,6,8,10,4,4,4,4,3,0.26666666666666666,0.3333333333333333,0.2,0,1,1,1,1,1
DAMIMAS_A21B_0361,train,24,24,4,1,13,6,4,1,4,3,4,0.5416666666666666,0.25,0.16666666666666666,0,0,0,0,0,0
DAMIMAS_A21B_0362,train,26,26,0,0,23,3,0,0,4,3,6,0.8846153846153846,0.11538461538461539,0.0,0,0,0,0,0,0
DAMIMAS_A21B_0363,train,15,15,0,11,2,2,0,4,2,1,1,0.13333333333333333,0.13333333333333333,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0364,train,27,27,5,6,13,3,4,4,4,3,4,0.48148148148148145,0.1111111111111111,0.18518518518518517,1,1,1,1,1,1
DAMIMAS_A21B_0365,train,27,27,4,3,16,4,3,2,4,2,5,0.5925925925925926,0.14814814814814814,0.14814814814814814,1,1,1,1,1,1
DAMIMAS_A21B_0366,train,15,15,0,0,12,3,0,0,4,3,4,0.8,0.2,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0367,train,19,19,0,8,9,2,0,4,4,2,3,0.47368421052631576,0.10526315789473684,0.0,1,1,1,1,1,1
DAMIMAS_A21B_0368,train,29,29,6,5,11,7,4,4,4,4,3,0.3793103448275862,0.2413793103448276,0.20689655172413793,1,1,1,1,1,1
DAMIMAS_A21B_0369,train,15,15,2,0,10,3,2,0,4,3,4,0.6666666666666666,0.2,0.13333333333333333,1,1,1,1,1,1
DAMIMAS_A21B_0370,val,18,18,5,0,10,3,4,0,4,2,4,0.5555555555555556,0.16666666666666666,0.2777777777777778,1,1,1,1,1,1
DAMIMAS_A21B_0371,train,21,21,2,6,13,0,2,4,4,0,4,0.6190476190476191,0.0,0.09523809523809523,1,1,1,1,1,1
DAMIMAS_A21B_0372,val,19,19,3,4,9,3,3,4,4,3,3,0.47368421052631576,0.15789473684210525,0.15789473684210525,1,1,1,1,1,1
DAMIMAS_A21B_0373,train,22,22,7,0,13,2,4,0,4,2,4,0.5909090909090909,0.09090909090909091,0.3181818181818182,1,1,1,1,1,1
DAMIMAS_A21B_0374,train,28,28,2,2,20,4,2,2,4,3,6,0.7142857142857143,0.14285714285714285,0.07142857142857142,1,1,1,1,1,1
DAMIMAS_A21B_0375,val,20,20,2,10,8,0,2,4,4,0,2,0.4,0.0,0.1,1,1,1,1,1,1
DAMIMAS_A21B_0376,train,19,19,2,0,14,3,2,0,4,3,4,0.7368421052631579,0.15789473684210525,0.10526315789473684,1,1,1,1,1,1
DAMIMAS_A21B_0377,train,15,15,2,0,13,0,2,0,4,0,4,0.8666666666666667,0.0,0.13333333333333333,1,1,1,1,1,1
