feature,importance
naive_sum_B3,0.15903036273263885
mean_per_side_B3,0.13920356672383843
mean_per_side_B2,0.09903799433726383
mean_per_side_B4,0.0900102730877065
naive_sum_B4,0.08450387892724716
naive_sum_B2,0.0836641058288656
mean_per_side_B1,0.08302566194690138
max_per_side_B3,0.07923375926142587
naive_sum_B1,0.06162653918258864
max_per_side_B2,0.044949366150857144
max_per_side_B4,0.03791025447872672
max_per_side_B1,0.03524271403869745
n_sides,0.002561523303242546
