feature,importance
naive_sum_B3,0.1604934805993729
mean_per_side_B3,0.1592617104562964
mean_per_side_B4,0.11048266603908502
mean_per_side_B2,0.0907461102216363
naive_sum_B2,0.08272446958279678
mean_per_side_B1,0.07956274852794519
naive_sum_B4,0.07089284221774816
max_per_side_B3,0.06813253262586053
naive_sum_B1,0.059770795460240604
max_per_side_B2,0.045566050227079484
max_per_side_B4,0.039572409852879076
max_per_side_B1,0.030237438213963855
n_sides,0.0025567459750956444
