tree_id,bunch_id,bunch_class,n_sides_total,n_sides_bunch,max_dist_allowed,max_normal,max_possible,valid_home,appearance_sides,offending_sides,reason,link_chain,severity
DAMIMAS_A21B_0731,3,B3,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0735,6,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0737,2,B3,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-1,lnk-2",warn
DAMIMAS_A21B_0737,5,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0741,1,B2,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0741,6,B3,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-8,lnk-9",warn
DAMIMAS_A21B_0742,4,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0747,5,B4,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0747,12,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-6,lnk-7",warn
DAMIMAS_A21B_0751,8,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-6,lnk-7",warn
DAMIMAS_A21B_0751,9,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0752,3,B1,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0753,1,B1,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0755,2,B1,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0756,8,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0757,3,B3,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0759,3,B3,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0759,7,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-4,lnk-5",warn
DAMIMAS_A21B_0760,2,B4,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0760,3,B3,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0763,1,B3,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0765,7,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0767,6,B1,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0768,7,B1,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-1,lnk-2",warn
DAMIMAS_A21B_0771,7,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0772,2,B1,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0773,1,B1,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-4,lnk-5",warn
DAMIMAS_A21B_0773,5,B3,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-1,lnk-2",warn
DAMIMAS_A21B_0775,5,B2,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0776,4,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-4,lnk-5",warn
DAMIMAS_A21B_0777,1,B1,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0777,3,B4,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0777,4,B1,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-6,lnk-7",warn
DAMIMAS_A21B_0779,1,B2,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-4,lnk-5",warn
DAMIMAS_A21B_0779,3,B1,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0781,2,B2,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0781,6,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-4,lnk-5",warn
DAMIMAS_A21B_0782,2,B3,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0783,1,B1,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-5,lnk-6",warn
DAMIMAS_A21B_0783,4,B3,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-7,lnk-8",warn
DAMIMAS_A21B_0784,3,B2,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0785,2,B3,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0785,3,B2,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-5,lnk-6",warn
DAMIMAS_A21B_0785,5,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-2,lnk-3",warn
DAMIMAS_A21B_0787,5,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-1,lnk-2",warn
DAMIMAS_A21B_0796,1,B3,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0796,4,B3,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0798,6,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-4,lnk-5",warn
DAMIMAS_A21B_0800,5,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0801,4,B4,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-4,lnk-5",warn
DAMIMAS_A21B_0801,5,B3,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-1,lnk-2",warn
DAMIMAS_A21B_0805,3,B3,4,3,1,2,3,sisi_4,"sisi_1,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-11,lnk-12",warn
DAMIMAS_A21B_0805,4,B4,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-3,lnk-4",warn
DAMIMAS_A21B_0805,6,B1,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0805,8,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-5,lnk-6",warn
DAMIMAS_A21B_0805,9,B4,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-8,lnk-9",warn
DAMIMAS_A21B_0808,4,B1,4,3,1,2,3,sisi_2,"sisi_1,sisi_2,sisi_3",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0808,7,B2,4,3,1,2,3,sisi_3,"sisi_2,sisi_3,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-5,lnk-6",warn
DAMIMAS_A21B_0809,5,B1,4,3,1,2,3,sisi_1,"sisi_1,sisi_2,sisi_4",,valid_but_n_sides_3_exceeds_normal_2,"lnk-0,lnk-1",warn
DAMIMAS_A21B_0810,9,B3,8,5,3,4,6,sisi_3,"sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-13,lnk-16,lnk-6",warn
DAMIMAS_A21B_0810,10,B2,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-11,lnk-12,lnk-15,lnk-19",warn
DAMIMAS_A21B_0811,6,B3,8,5,3,4,6,sisi_6,"sisi_1,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-19,lnk-21,lnk-27,lnk-30",warn
DAMIMAS_A21B_0811,7,B3,8,6,3,4,6,sisi_6,"sisi_1,sisi_4,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_6_exceeds_normal_4,"lnk-16,lnk-20,lnk-24,lnk-26,lnk-32",warn
DAMIMAS_A21B_0811,8,B1,8,5,3,4,6,sisi_3,"sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_5_exceeds_normal_4,"lnk-13,lnk-17,lnk-6,lnk-9",warn
DAMIMAS_A21B_0812,2,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-30,lnk-34,lnk-39,lnk-56",warn
DAMIMAS_A21B_0812,3,B2,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-31,lnk-47,lnk-51,lnk-55",warn
DAMIMAS_A21B_0812,8,B1,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-36,lnk-41,lnk-44,lnk-50",warn
DAMIMAS_A21B_0813,1,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-2,lnk-3,lnk-4,lnk-5",warn
DAMIMAS_A21B_0814,1,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-11,lnk-8,lnk-9",warn
DAMIMAS_A21B_0814,2,B3,8,6,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_7,sisi_8",,valid_but_n_sides_6_exceeds_normal_4,"lnk-3,lnk-4,lnk-5,lnk-6,lnk-7",warn
DAMIMAS_A21B_0815,2,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-6,lnk-7,lnk-8,lnk-9",warn
DAMIMAS_A21B_0815,6,B2,8,5,3,4,6,sisi_6,"sisi_1,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-30,lnk-31,lnk-32,lnk-33",warn
DAMIMAS_A21B_0815,7,B3,8,5,3,4,6,sisi_3,"sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_5_exceeds_normal_4,"lnk-13,lnk-14,lnk-15,lnk-16",warn
DAMIMAS_A21B_0815,8,B3,8,6,3,4,6,sisi_4,"sisi_2,sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_6_exceeds_normal_4,"lnk-17,lnk-18,lnk-19,lnk-20,lnk-21",warn
DAMIMAS_A21B_0815,9,B1,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-22,lnk-23,lnk-24,lnk-25",warn
DAMIMAS_A21B_0816,2,B2,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-0,lnk-1,lnk-2,lnk-3",warn
DAMIMAS_A21B_0816,9,B1,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-11,lnk-12,lnk-13",warn
DAMIMAS_A21B_0817,3,B1,8,6,3,4,6,sisi_3,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_6_exceeds_normal_4,"lnk-10,lnk-6,lnk-7,lnk-8,lnk-9",warn
DAMIMAS_A21B_0818,4,B2,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-11,lnk-12,lnk-9",warn
DAMIMAS_A21B_0818,7,B2,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-19,lnk-20,lnk-21,lnk-22",warn
DAMIMAS_A21B_0819,1,B3,8,5,3,4,6,sisi_6,"sisi_1,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-23,lnk-24,lnk-25,lnk-26",warn
DAMIMAS_A21B_0819,2,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-3,lnk-4,lnk-5,lnk-6",warn
DAMIMAS_A21B_0819,11,B2,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-7,lnk-8,lnk-9",warn
DAMIMAS_A21B_0819,14,B3,8,5,3,4,6,sisi_5,"sisi_4,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-16,lnk-17,lnk-18,lnk-19",warn
DAMIMAS_A21B_0820,1,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-19,lnk-20,lnk-21,lnk-22",warn
DAMIMAS_A21B_0820,2,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-5,lnk-6,lnk-7,lnk-8",warn
DAMIMAS_A21B_0820,3,B2,8,6,3,4,6,sisi_7,"sisi_1,sisi_2,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_6_exceeds_normal_4,"lnk-14,lnk-15,lnk-16,lnk-17,lnk-18",warn
DAMIMAS_A21B_0820,4,B3,8,5,3,4,6,sisi_6,"sisi_1,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-33,lnk-34,lnk-35,lnk-36",warn
DAMIMAS_A21B_0820,5,B3,8,6,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_6_exceeds_normal_4,"lnk-10,lnk-11,lnk-12,lnk-13,lnk-9",warn
DAMIMAS_A21B_0820,6,B2,8,6,3,4,6,sisi_3,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_6_exceeds_normal_4,"lnk-0,lnk-1,lnk-2,lnk-3,lnk-4",warn
DAMIMAS_A21B_0820,9,B3,8,5,3,4,6,sisi_5,"sisi_4,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-27,lnk-28,lnk-29,lnk-30",warn
DAMIMAS_A21B_0821,1,B1,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-0,lnk-1,lnk-2,lnk-3",warn
DAMIMAS_A21B_0822,1,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-5,lnk-6,lnk-7,lnk-8",warn
DAMIMAS_A21B_0823,1,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-46,lnk-52,lnk-58,lnk-62",warn
DAMIMAS_A21B_0823,9,B3,8,5,3,4,6,sisi_3,"sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_5_exceeds_normal_4,"lnk-53,lnk-57,lnk-61,lnk-66",warn
DAMIMAS_A21B_0823,10,B1,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-54,lnk-60,lnk-65,lnk-76",warn
DAMIMAS_A21B_0824,1,B1,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-13,lnk-31,lnk-53,lnk-57",warn
DAMIMAS_A21B_0824,9,B2,8,5,3,4,6,sisi_5,"sisi_4,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-45,lnk-46,lnk-49,lnk-54",warn
DAMIMAS_A21B_0826,5,B2,8,5,3,4,6,sisi_5,"sisi_4,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-11,lnk-12,lnk-9",warn
DAMIMAS_A21B_0827,3,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-15,lnk-16,lnk-17,lnk-18",warn
DAMIMAS_A21B_0827,5,B3,8,6,3,4,6,sisi_3,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_6_exceeds_normal_4,"lnk-10,lnk-11,lnk-7,lnk-8,lnk-9",warn
DAMIMAS_A21B_0827,6,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-3,lnk-4,lnk-5,lnk-6",warn
DAMIMAS_A21B_0827,8,B1,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-19,lnk-20,lnk-21,lnk-22",warn
DAMIMAS_A21B_0827,9,B3,8,5,3,4,6,sisi_5,"sisi_4,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-26,lnk-27,lnk-28,lnk-29",warn
DAMIMAS_A21B_0828,1,B2,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-3,lnk-4,lnk-5,lnk-6",warn
DAMIMAS_A21B_0828,2,B3,8,5,3,4,6,sisi_6,"sisi_1,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-26,lnk-27,lnk-28,lnk-29",warn
DAMIMAS_A21B_0829,5,B2,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-11,lnk-12,lnk-9",warn
DAMIMAS_A21B_0830,1,B1,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-0,lnk-1,lnk-2,lnk-3",warn
DAMIMAS_A21B_0831,5,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-12,lnk-13,lnk-14,lnk-15",warn
DAMIMAS_A21B_0831,8,B2,8,5,3,4,6,sisi_3,"sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_5_exceeds_normal_4,"lnk-16,lnk-17,lnk-18,lnk-19",warn
DAMIMAS_A21B_0831,9,B3,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-20,lnk-21,lnk-22,lnk-23",warn
DAMIMAS_A21B_0833,3,B1,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-1,lnk-2,lnk-3,lnk-4",warn
DAMIMAS_A21B_0834,3,B2,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-6,lnk-7,lnk-8,lnk-9",warn
DAMIMAS_A21B_0834,6,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-11,lnk-12,lnk-13",warn
DAMIMAS_A21B_0835,2,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-4,lnk-5,lnk-6,lnk-7",warn
DAMIMAS_A21B_0835,3,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-0,lnk-1,lnk-2,lnk-3",warn
DAMIMAS_A21B_0836,2,B1,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-11,lnk-12,lnk-9",warn
DAMIMAS_A21B_0836,6,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-13,lnk-14,lnk-15,lnk-16",warn
DAMIMAS_A21B_0836,7,B2,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-17,lnk-18,lnk-19,lnk-20",warn
DAMIMAS_A21B_0837,2,B3,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-3,lnk-4,lnk-5,lnk-6",warn
DAMIMAS_A21B_0837,4,B1,8,5,3,4,6,sisi_6,"sisi_1,sisi_5,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-16,lnk-17,lnk-18,lnk-19",warn
DAMIMAS_A21B_0838,2,B4,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-0,lnk-1,lnk-2,lnk-3",warn
DAMIMAS_A21B_0839,1,B1,8,5,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_6,sisi_7,sisi_8",,valid_but_n_sides_5_exceeds_normal_4,"lnk-0,lnk-1,lnk-2,lnk-3",warn
DAMIMAS_A21B_0839,3,B2,8,6,3,4,6,sisi_1,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_7,sisi_8",,valid_but_n_sides_6_exceeds_normal_4,"lnk-4,lnk-5,lnk-6,lnk-7,lnk-8",warn
DAMIMAS_A21B_0839,4,B3,8,6,3,4,6,sisi_3,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_6_exceeds_normal_4,"lnk-11,lnk-12,lnk-13,lnk-14,lnk-15",warn
DAMIMAS_A21B_0839,6,B3,8,5,3,4,6,sisi_3,"sisi_2,sisi_3,sisi_4,sisi_5,sisi_6",,valid_but_n_sides_5_exceeds_normal_4,"lnk-16,lnk-17,lnk-18,lnk-19",warn
DAMIMAS_A21B_0840,5,B3,8,5,3,4,6,sisi_2,"sisi_1,sisi_2,sisi_3,sisi_4,sisi_5",,valid_but_n_sides_5_exceeds_normal_4,"lnk-10,lnk-7,lnk-8,lnk-9",warn
DAMIMAS_A21B_0842,8,B3,8,5,3,4,6,sisi_4,"sisi_3,sisi_4,sisi_5,sisi_6,sisi_7",,valid_but_n_sides_5_exceeds_normal_4,"lnk-14,lnk-15,lnk-16,lnk-17",warn
