feature,importance
naive_sum_B3,0.1661744206246551
mean_per_side_B3,0.12738717672295352
max_per_side_B3,0.11661057161280355
mean_per_side_B2,0.09756481053979835
mean_per_side_B1,0.08296952858285829
naive_sum_B2,0.08126848010777564
naive_sum_B1,0.07046590958002381
naive_sum_B4,0.06471302376424196
mean_per_side_B4,0.06331798200887935
max_per_side_B1,0.04571792861443877
max_per_side_B4,0.042120259973641765
max_per_side_B2,0.0389358233118411
n_sides,0.0027540845560886907
