feature,importance
naive_sum_B3,0.14393175857010604
mean_per_side_B4,0.13488892978114145
mean_per_side_B3,0.13242718856596333
mean_per_side_B1,0.08968811652134417
max_per_side_B3,0.08857801192606375
mean_per_side_B2,0.07395252584671011
naive_sum_B2,0.07360811588735623
naive_sum_B1,0.0662796783588162
naive_sum_B4,0.06475963956512061
max_per_side_B4,0.050419994225849835
max_per_side_B2,0.04317790439825952
max_per_side_B1,0.03493206795725167
n_sides,0.003356068396017193
