feature,importance
max_per_side_B3,0.17346446951472064
naive_sum_B3,0.1339976120280475
mean_per_side_B3,0.11341396720440237
mean_per_side_B1,0.10193416935244444
naive_sum_B2,0.07782003218859733
mean_per_side_B2,0.07617757389186744
mean_per_side_B4,0.07534812877565406
naive_sum_B1,0.0671634072151994
naive_sum_B4,0.05591096798617562
max_per_side_B1,0.04732452489034093
max_per_side_B2,0.04144671989249254
max_per_side_B4,0.03221706198684735
n_sides,0.003781365073210322
