T_y,T_s,lam_s,lam_adj,iou_intra,T_cost,adjacent_only,T_y_opp,mutual_best,per_class_T_y,n,pct_exact,pct_within_1,pct_within_2,mae_total,mae_B1,mae_B2,mae_B3,mae_B4
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,0.03,False,{'B3': 0.05},197,0.15228426395939088,0.4010152284263959,0.6142131979695431,2.197969543147208,0.29949238578680204,0.6598984771573604,1.0507614213197969,0.5634517766497462
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,0.03,False,{'B3': 0.07},197,0.08629441624365482,0.3299492385786802,0.5076142131979695,2.583756345177665,0.29949238578680204,0.6598984771573604,1.3350253807106598,0.5634517766497462
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,,True,{},197,0.050761421319796954,0.18274111675126903,0.3401015228426396,3.253807106598985,0.4213197969543147,0.6243654822335025,1.8883248730964468,0.5228426395939086
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,,True,{'B3': 0.03},197,0.04060913705583756,0.18274111675126903,0.39086294416243655,3.197969543147208,0.4213197969543147,0.6243654822335025,1.8527918781725887,0.5228426395939086
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,,True,{'B3': 0.05},197,0.050761421319796954,0.20304568527918782,0.350253807106599,3.218274111675127,0.4213197969543147,0.6243654822335025,1.8527918781725887,0.5228426395939086
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,,True,{'B3': 0.07},197,0.05583756345177665,0.18781725888324874,0.3350253807106599,3.263959390862944,0.4213197969543147,0.6243654822335025,1.9086294416243654,0.5228426395939086
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,0.03,True,{},197,0.050761421319796954,0.18274111675126903,0.3350253807106599,3.2741116751269037,0.4213197969543147,0.6345177664974619,1.8934010152284264,0.5177664974619289
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,0.03,True,{'B3': 0.03},197,0.04060913705583756,0.17766497461928935,0.38578680203045684,3.213197969543147,0.4213197969543147,0.6345177664974619,1.8527918781725887,0.5177664974619289
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,0.03,True,{'B3': 0.05},197,0.05583756345177665,0.20304568527918782,0.3401015228426396,3.253807106598985,0.4213197969543147,0.6345177664974619,1.8730964467005076,0.5177664974619289
0.15,3.0,0.1,0.08,0.5,0.33986222886681094,False,0.03,True,{'B3': 0.07},197,0.05583756345177665,0.18781725888324874,0.3299492385786802,3.284263959390863,0.4213197969543147,0.6345177664974619,1.9137055837563453,0.5177664974619289
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,False,{},197,0.050761421319796954,0.20812182741116753,0.3756345177664975,3.1370558375634516,0.30456852791878175,0.6700507614213198,1.781725888324873,0.5939086294416244
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,False,{'B3': 0.03},197,0.14720812182741116,0.4619289340101523,0.6954314720812182,1.9949238578680204,0.30456852791878175,0.6700507614213198,1.0050761421319796,0.5939086294416244
