tree_id,split,n_dets,n_sides,M01_selector_b2b3_B1,M01_selector_b2b3_B2,M01_selector_b2b3_B3,M01_selector_b2b3_B4,M01_selector_b2b3_total,M02_selector_trifurc_B1,M02_selector_trifurc_B2,M02_selector_trifurc_B3,M02_selector_trifurc_B4,M02_selector_trifurc_total,M03_blend_geometric_B1,M03_blend_geometric_B2,M03_blend_geometric_B3,M03_blend_geometric_B4,M03_blend_geometric_total,M04_blend_floor_clamped_B1,M04_blend_floor_clamped_B2,M04_blend_floor_clamped_B3,M04_blend_floor_clamped_B4,M04_blend_floor_clamped_total,M05_blend_vis_divide_B1,M05_blend_vis_divide_B2,M05_blend_vis_divide_B3,M05_blend_vis_divide_B4,M05_blend_vis_divide_total,M06_weight_visibility_B1,M06_weight_visibility_B2,M06_weight_visibility_B3,M06_weight_visibility_B4,M06_weight_visibility_total,M07_weight_coverage_B1,M07_weight_coverage_B2,M07_weight_coverage_B3,M07_weight_coverage_B4,M07_weight_coverage_total,M08_divide_density_vis_B1,M08_divide_density_vis_B2,M08_divide_density_vis_B3,M08_divide_density_vis_B4,M08_divide_density_vis_total,M09_median_strong5_B1,M09_median_strong5_B2,M09_median_strong5_B3,M09_median_strong5_B4,M09_median_strong5_total,M10_entropy_divide_B1,M10_entropy_divide_B2,M10_entropy_divide_B3,M10_entropy_divide_B4,M10_entropy_divide_total,M11_median_b2_B1,M11_median_b2_B2,M11_median_b2_B3,M11_median_b2_B4,M11_median_b2_total,M12_selector_overrides_B1,M12_selector_overrides_B2,M12_selector_overrides_B3,M12_selector_overrides_B4,M12_selector_overrides_total,M13_stack_bracket_B1,M13_stack_bracket_B2,M13_stack_bracket_B3,M13_stack_bracket_B4,M13_stack_bracket_total,M14_stack_density_B1,M14_stack_density_B2,M14_stack_density_B3,M14_stack_density_B4,M14_stack_density_total,M15_divide_global_B1,M15_divide_global_B2,M15_divide_global_B3,M15_divide_global_B4,M15_divide_global_total,M16_boost_b2b4_B1,M16_boost_b2b4_B2,M16_boost_b2b4_B3,M16_boost_b2b4_B4,M16_boost_b2b4_total,M17_selector_regime_B1,M17_selector_regime_B2,M17_selector_regime_B3,M17_selector_regime_B4,M17_selector_regime_total,M18_entropy_stack_B1,M18_entropy_stack_B2,M18_entropy_stack_B3,M18_entropy_stack_B4,M18_entropy_stack_total,M19_divide_adaptive_B1,M19_divide_adaptive_B2,M19_divide_adaptive_B3,M19_divide_adaptive_B4,M19_divide_adaptive_total,M20_weight_visibility_grid_B1,M20_weight_visibility_grid_B2,M20_weight_visibility_grid_B3,M20_weight_visibility_grid_B4,M20_weight_visibility_grid_total,_err_M21_ordinal_b3,M21_ordinal_b3_B1,M21_ordinal_b3_B2,M21_ordinal_b3_B3,M21_ordinal_b3_B4,M21_ordinal_b3_total,M22_anchor_floor50_B1,M22_anchor_floor50_B2,M22_anchor_floor50_B3,M22_anchor_floor50_B4,M22_anchor_floor50_total,M23_agree_side_B1,M23_agree_side_B2,M23_agree_side_B3,M23_agree_side_B4,M23_agree_side_total,M24_weight_class_aware_B1,M24_weight_class_aware_B2,M24_weight_class_aware_B3,M24_weight_class_aware_B4,M24_weight_class_aware_total,M25_consensus_multi_B1,M25_consensus_multi_B2,M25_consensus_multi_B3,M25_consensus_multi_B4,M25_consensus_multi_total,M26_median_per_side_B1,M26_median_per_side_B2,M26_median_per_side_B3,M26_median_per_side_B4,M26_median_per_side_total,M27_weight_visibility_adaptive_B1,M27_weight_visibility_adaptive_B2,M27_weight_visibility_adaptive_B3,M27_weight_visibility_adaptive_B4,M27_weight_visibility_adaptive_total,M28_baseline_match_strict_B1,M28_baseline_match_strict_B2,M28_baseline_match_strict_B3,M28_baseline_match_strict_B4,M28_baseline_match_strict_total,M29_baseline_naive_sum_B1,M29_baseline_naive_sum_B2,M29_baseline_naive_sum_B3,M29_baseline_naive_sum_B4,M29_baseline_naive_sum_total
DAMIMAS_A21B_0248,train,18,4,0,2,5,3,10,0,2,5,3,10,0,2,5,3,10,0,2,5,3,10,0,2,5,3,10,0,2,5,3,10,0,2,5,3,10,0,2,5,3,10,0,2,5,3,10,0,2,6,3,11,0,2,5,3,10,0,2,5,3,10,0,2,6,3,11,0,2,6,3,11,0,2,6,3,11,0,2,6,3,11,0,2,5,3,10,0,2,6,3,11,0,2,6,3,11,0,2,6,3,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,4,3,9,0,2,5,2,9,0,2,6,3,11,0,2,3,2,7,0,2,3,2,7,0,2,6,3,11,0,1,1,1,3,0,3,10,5,18
DAMIMAS_A21B_0249,train,18,4,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,10,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,7,0,8,0,1,8,0,9,0,1,11,0,12,0,1,5,0,6,0,1,5,0,6,0,1,10,0,11,0,1,1,0,2,0,1,17,0,18
DAMIMAS_A21B_0250,test,30,4,2,1,7,8,18,2,1,7,8,18,2,1,7,8,18,2,1,7,8,18,2,1,7,8,18,2,1,7,7,17,2,1,7,7,17,2,1,7,7,17,2,1,8,8,19,2,1,8,9,20,2,1,8,9,20,2,1,8,9,20,2,1,8,8,19,2,1,8,8,19,2,1,7,8,18,2,1,8,8,19,2,1,8,9,20,2,1,8,9,20,2,1,8,9,20,2,1,8,8,19,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,6,7,16,1,1,6,6,14,2,1,8,7,18,1,1,5,6,13,1,1,5,6,13,2,1,8,8,19,1,1,1,1,4,3,1,13,13,30
DAMIMAS_A21B_0251,train,22,4,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,6,2,12,1,3,6,3,13,1,3,6,2,12,1,3,6,2,12,1,3,6,2,12,1,3,6,2,12,1,3,6,2,12,1,3,6,2,12,1,3,6,2,12,1,3,6,3,13,1,3,6,2,12,1,3,6,2,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,4,2,10,1,3,5,2,11,1,4,6,2,13,1,2,3,2,8,1,2,3,2,8,1,4,6,2,13,1,1,1,1,4,2,6,10,4,22
DAMIMAS_A21B_0252,train,15,4,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,6,1,8,0,1,6,1,8,0,1,6,2,9,0,1,6,1,8,0,1,6,2,9,0,1,6,2,9,0,1,6,1,8,0,1,6,1,8,0,1,6,2,9,0,1,6,1,8,0,1,6,1,8,0,1,6,2,9,0,1,6,1,8,0,1,6,2,9,0,1,6,1,8,0,1,6,1,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,5,2,8,0,1,5,2,8,0,1,7,1,9,0,1,4,2,7,0,1,4,2,7,0,1,6,1,8,0,1,1,2,4,0,2,11,2,15
DAMIMAS_A21B_0253,train,11,4,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,0,2,4,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,4,0,6,0,2,3,0,5,0,2,4,0,6,0,2,3,0,5,0,2,3,0,5,0,2,4,0,6,0,3,1,0,4,0,4,7,0,11
DAMIMAS_A21B_0254,test,20,4,0,3,5,3,11,0,3,5,3,11,0,3,5,3,11,0,3,5,3,11,0,3,5,3,11,0,3,5,3,11,0,3,5,3,11,0,3,5,3,11,0,3,5,4,12,0,3,5,4,12,0,3,5,4,12,0,3,5,4,12,0,3,5,4,12,0,3,5,4,12,0,3,5,4,12,0,3,5,3,11,0,3,5,4,12,0,3,5,4,12,0,3,5,4,12,0,3,5,3,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,4,4,11,0,2,4,3,9,0,3,6,3,12,0,2,3,3,8,0,2,3,3,8,0,3,5,4,12,0,1,1,1,3,0,5,9,6,20
DAMIMAS_A21B_0255,train,17,4,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,0,2,6,1,9,0,2,6,1,9,1,2,6,1,10,0,2,6,1,9,1,2,6,1,10,1,2,6,1,10,0,2,6,1,9,1,2,6,1,10,0,2,6,1,9,1,2,6,1,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,5,1,9,1,1,6,1,9,1,2,7,1,11,1,1,3,1,6,1,1,3,1,6,1,2,6,1,10,1,1,1,2,5,1,3,11,2,17
DAMIMAS_A21B_0256,train,3,3,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3
DAMIMAS_A21B_0257,train,18,4,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,6,1,11,1,4,6,1,12,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,4,6,1,12,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,4,1,9,1,3,4,1,9,1,4,6,1,12,1,2,3,1,7,1,2,3,1,7,1,3,5,1,10,2,1,1,1,5,2,6,9,1,18
DAMIMAS_A21B_0258,train,17,4,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,0,2,6,2,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,5,2,9,0,2,4,2,8,0,2,6,2,10,0,1,4,2,7,0,1,4,2,7,0,2,6,2,10,0,1,1,2,4,0,4,10,3,17
DAMIMAS_A21B_0259,train,18,4,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,1,5,3,0,9,1,6,3,0,10,1,5,3,0,9,1,7,3,0,11,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,1,5,3,0,9,1,7,3,0,11,1,6,3,0,10,1,6,3,0,10,1,6,3,0,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,5,3,0,9,1,6,2,0,9,1,7,3,0,11,1,3,2,0,6,1,3,2,0,6,1,6,3,0,10,1,1,1,0,3,2,11,5,0,18
DAMIMAS_A21B_0260,train,20,4,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,6,3,1,11,1,5,3,1,10,1,6,3,1,11,1,6,3,1,11,1,6,3,1,11,1,6,3,1,11,1,5,3,1,10,1,6,3,1,11,1,6,3,1,11,1,6,3,1,11,1,6,3,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,4,3,1,9,1,5,3,1,10,1,6,4,1,12,1,3,2,1,7,1,3,2,1,7,1,6,4,1,12,1,1,1,1,4,2,10,6,2,20
DAMIMAS_A21B_0261,train,27,4,3,5,4,4,16,3,5,4,4,16,3,4,4,3,14,3,4,4,3,14,3,4,4,3,14,3,4,4,3,14,3,4,4,3,14,3,4,4,3,14,3,4,4,4,15,3,5,4,4,16,3,4,4,4,15,3,5,4,4,16,3,5,4,4,16,3,5,4,4,16,3,4,4,4,15,3,4,4,4,15,3,5,4,4,16,3,5,4,4,16,3,5,4,4,16,4,5,4,3,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,4,4,3,14,3,4,3,3,13,3,5,4,3,15,3,3,3,2,11,3,3,3,2,11,4,5,4,4,17,1,1,1,1,4,6,8,7,6,27
DAMIMAS_A21B_0262,train,24,4,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,2,2,8,2,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,6,2,12,2,2,8,2,14,2,2,9,2,15,2,1,4,2,9,2,1,4,2,9,2,2,8,2,14,1,1,1,1,4,4,3,14,3,24
DAMIMAS_A21B_0263,val,21,4,0,7,3,1,11,0,7,3,1,11,0,7,3,1,11,0,7,3,1,11,0,7,3,1,11,0,7,3,1,11,0,7,3,1,11,0,7,3,1,11,0,7,3,1,11,0,8,3,1,12,0,7,3,1,11,0,7,3,1,11,0,8,3,1,12,0,8,3,1,12,0,8,3,1,12,0,7,3,1,11,0,9,3,1,13,0,8,3,1,12,0,8,3,1,12,0,8,3,1,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,6,3,1,10,0,7,2,1,10,0,9,3,1,13,0,4,2,1,7,0,4,2,1,7,0,8,3,1,12,0,1,1,1,3,0,14,5,2,21
DAMIMAS_A21B_0264,train,22,4,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,3,2,7,0,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,6,0,11,3,2,7,0,12,3,2,8,0,13,2,1,4,0,7,2,1,4,0,7,4,2,8,0,14,1,1,1,0,3,6,3,13,0,22
DAMIMAS_A21B_0265,train,22,4,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,9,1,13,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,8,1,12,1,2,9,1,13,1,2,8,1,12,1,2,9,1,13,1,2,9,1,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,7,1,11,1,2,7,1,11,1,2,9,1,13,1,2,5,1,9,1,2,5,1,9,1,2,9,1,13,1,2,1,1,5,2,3,15,2,22
DAMIMAS_A21B_0266,train,21,4,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,9,0,12,2,1,9,0,12,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,9,0,12,2,1,8,0,11,2,1,9,0,12,2,1,9,0,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,7,0,10,2,1,7,0,10,2,1,9,0,12,2,1,5,0,8,2,1,5,0,8,2,1,9,0,12,1,2,1,0,4,4,2,15,0,21
DAMIMAS_A21B_0267,train,21,4,2,5,4,2,13,2,5,4,2,13,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,5,4,2,13,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,5,4,2,13,2,4,4,2,12,2,5,4,2,13,2,5,4,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,3,2,11,1,4,4,2,11,2,5,4,2,13,1,3,2,1,7,1,3,2,1,7,2,5,4,2,13,1,1,1,1,4,3,8,7,3,21
DAMIMAS_A21B_0268,train,28,4,2,5,4,6,17,2,5,4,6,17,2,4,4,5,15,2,4,4,5,15,2,4,4,5,15,2,4,4,5,15,2,4,4,5,15,2,4,4,5,15,2,4,4,5,15,2,5,4,6,17,2,4,4,6,16,2,5,4,6,17,2,5,4,6,17,2,5,4,6,17,2,4,4,5,15,2,4,4,5,15,2,5,4,6,17,2,5,4,6,17,2,5,4,6,17,2,5,4,5,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,3,5,13,2,5,4,4,15,2,5,4,5,16,2,2,2,4,10,2,2,2,4,10,2,5,4,5,16,1,1,1,1,4,4,8,7,9,28
DAMIMAS_A21B_0269,train,11,4,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,5,0,5,0,0,5,0,5,0,0,7,0,7,0,0,4,0,4,0,0,4,0,4,0,0,6,0,6,0,0,1,0,1,0,0,11,0,11
DAMIMAS_A21B_0270,test,16,4,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,1,6,0,8,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,1,2,6,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,5,0,8,1,1,5,0,7,1,2,7,0,10,1,1,4,0,6,1,1,4,0,6,1,2,6,0,9,1,1,1,0,3,2,3,11,0,16
DAMIMAS_A21B_0271,test,22,4,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,0,5,6,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,4,2,10,0,5,5,2,12,0,6,6,2,14,0,3,3,1,7,0,3,3,1,7,0,5,6,2,13,0,2,4,1,7,0,9,10,3,22
DAMIMAS_A21B_0272,val,17,4,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,4,2,9,1,1,4,2,8,1,2,6,2,11,1,1,3,2,7,1,1,3,2,7,1,2,5,2,10,1,1,1,1,4,2,3,9,3,17
DAMIMAS_A21B_0273,train,16,4,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,8,0,9,0,1,7,0,8,0,1,7,0,8,0,1,8,0,9,0,1,8,0,9,0,1,8,0,9,0,1,8,0,9,0,1,7,0,8,0,1,8,0,9,0,1,8,0,9,0,1,8,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,6,0,7,0,1,7,0,8,0,1,9,0,10,0,1,4,0,5,0,1,4,0,5,0,1,8,0,9,0,1,1,0,2,0,2,14,0,16
DAMIMAS_A21B_0274,train,20,4,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,3,12,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,3,12,0,1,8,2,11,0,1,9,2,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,6,2,9,0,1,8,2,11,0,1,9,2,12,0,1,4,2,7,0,1,4,2,7,0,1,9,2,12,0,1,1,1,3,0,1,15,4,20
DAMIMAS_A21B_0275,test,26,4,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,4,7,1,15,3,3,8,1,15,3,4,8,1,16,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,4,8,1,16,3,4,7,1,15,3,4,8,1,16,3,3,7,1,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,6,1,13,2,3,7,1,13,3,4,8,1,16,2,2,4,1,9,2,2,4,1,9,3,4,8,1,16,1,1,1,1,4,5,6,13,2,26
DAMIMAS_A21B_0276,train,10,4,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,2,1,3,0,6,2,1,3,0,6,2,1,3,0,6,2,1,3,0,6,2,1,3,0,6,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,2,1,3,0,6,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,2,1,3,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,3,0,5,1,1,2,0,4,2,1,3,0,6,1,1,2,0,4,1,1,2,0,4,2,1,3,0,6,1,1,1,0,3,3,2,5,0,10
DAMIMAS_A21B_0277,val,17,4,1,3,4,0,8,1,3,4,0,8,1,3,4,0,8,2,3,4,0,9,2,3,4,0,9,2,3,4,0,9,2,3,4,0,9,2,3,4,0,9,1,3,4,0,8,2,3,4,0,9,1,3,4,0,8,1,3,4,0,8,1,3,4,0,8,1,3,4,0,8,2,3,4,0,9,1,3,4,0,8,1,3,4,0,8,2,3,4,0,9,1,3,4,0,8,2,4,5,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,4,0,8,1,3,4,0,8,2,4,5,0,11,1,2,3,0,6,1,2,3,0,6,2,3,5,0,10,2,1,1,0,4,3,6,8,0,17
DAMIMAS_A21B_0278,val,20,4,3,4,5,0,12,3,4,5,0,12,3,4,4,0,11,3,4,4,0,11,3,4,4,0,11,3,4,4,0,11,3,4,4,0,11,3,4,4,0,11,2,4,5,0,11,3,4,5,0,12,3,4,5,0,12,3,4,5,0,12,2,4,5,0,11,2,4,5,0,11,3,4,4,0,11,2,4,5,0,11,3,4,5,0,12,3,4,5,0,12,3,4,5,0,12,3,4,5,0,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,4,0,9,2,4,4,0,10,3,4,5,0,12,2,2,3,0,7,2,2,3,0,7,3,4,5,0,12,1,1,1,0,3,5,7,8,0,20
DAMIMAS_A21B_0279,test,25,4,0,4,8,1,13,0,4,8,1,13,0,4,8,1,13,0,4,8,1,13,0,4,8,1,13,0,4,8,1,13,0,4,8,1,13,0,4,8,1,13,0,4,9,1,14,0,5,9,1,15,0,4,9,1,14,0,5,9,1,15,0,5,9,1,15,0,5,9,1,15,0,4,8,1,13,0,4,9,1,14,0,5,9,1,15,0,5,9,1,15,0,5,9,1,15,0,5,9,1,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,7,1,12,0,4,8,1,13,0,5,9,1,15,0,3,5,1,9,0,3,5,1,9,0,5,9,1,15,0,1,1,1,3,0,8,15,2,25
DAMIMAS_A21B_0280,test,20,4,2,2,3,4,11,2,2,3,4,11,2,2,3,3,10,2,2,3,3,10,2,2,3,3,10,2,2,3,3,10,2,2,3,3,10,2,2,3,3,10,2,2,3,3,10,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,3,10,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,3,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,3,3,10,2,2,3,3,10,2,2,4,3,11,1,2,2,2,7,1,2,2,2,7,2,2,3,3,10,1,2,1,2,6,4,4,6,6,20
DAMIMAS_A21B_0281,train,23,4,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,5,13,0,0,8,5,13,0,0,9,5,14,0,0,9,5,14,0,0,8,5,13,0,0,8,5,13,0,0,8,5,13,0,0,8,5,13,0,0,9,5,14,0,0,8,5,13,0,0,9,5,14,0,0,9,5,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,7,4,11,0,0,7,4,11,0,0,9,4,13,0,0,5,3,8,0,0,5,3,8,0,0,9,5,14,0,0,1,1,2,0,0,15,8,23
DAMIMAS_A21B_0282,train,18,4,4,0,5,0,9,4,0,5,0,9,4,0,5,0,9,4,0,5,0,9,4,0,5,0,9,4,0,5,0,9,4,0,5,0,9,4,0,5,0,9,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,4,0,6,0,10,5,0,6,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,0,4,0,7,4,0,5,0,9,4,0,6,0,10,2,0,3,0,5,2,0,3,0,5,5,0,6,0,11,1,0,1,0,2,8,0,10,0,18
DAMIMAS_A21B_0283,val,20,4,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,2,1,7,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,6,1,10,2,1,7,1,11,2,1,8,1,12,2,1,4,1,8,2,1,4,1,8,2,1,8,1,12,1,1,1,1,4,4,1,13,2,20
