class,MAE,bias,acc_pm1
B1,0.17894736842105263,-0.1368421052631579,0.968421052631579
B2,0.3368421052631579,-0.021052631578947368,0.968421052631579
B3,0.5789473684210527,0.07368421052631578,0.9052631578947369
B4,0.3157894736842105,-0.021052631578947368,0.968421052631579
