tree_id,split,M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp,any_pass,winners
DAMIMAS_A21B_0602,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0603,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0604,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0605,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0606,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0607,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0608,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0609,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0610,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0611,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0612,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0613,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0614,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0615,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0616,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0617,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0618,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0619,train,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M31,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0620,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0621,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0622,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0623,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0624,train,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,"M16,M19,adp"
DAMIMAS_A21B_0625,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0626,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0627,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0628,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0629,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0630,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0631,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0632,train,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,"M01,M03,M05,M16,M19,M31,gmb,adp"
DAMIMAS_A21B_0633,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0634,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0635,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0636,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0637,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0638,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0639,train,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0640,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0641,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0642,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0643,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0644,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0645,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0646,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0647,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0648,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0649,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0650,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0651,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0652,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0653,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0654,test,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0655,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0656,train,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,"M19,M30,M33,adp"
DAMIMAS_A21B_0657,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0658,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0659,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0660,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0661,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0662,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0663,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0664,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0665,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0666,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0667,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0668,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0669,train,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0670,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0671,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0672,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0673,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0674,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0675,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0676,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0677,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0678,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0679,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0680,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0681,train,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0682,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0683,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0684,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0685,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0686,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0687,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0688,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0689,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0690,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0691,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0692,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0693,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0694,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0695,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0696,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0697,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0698,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0699,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0700,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0701,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0702,train,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"M30,M33"
DAMIMAS_A21B_0703,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0704,unknown,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,"M03,M05,M06,M07,M08,M16,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0705,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0706,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0707,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0708,val,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"M30,M33"
DAMIMAS_A21B_0709,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0710,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0711,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0712,test,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0713,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0714,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0715,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0716,test,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0717,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0718,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0719,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0720,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0721,train,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0722,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0723,train,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,"M03,M05,M06,M07,M08,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0724,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0725,val,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0726,test,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0727,test,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0728,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0729,train,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0730,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0731,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0732,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DAMIMAS_A21B_0733,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0734,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0735,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0736,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0737,test,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"M16,M30,M33"
DAMIMAS_A21B_0738,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0739,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0740,train,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
DAMIMAS_A21B_0741,train,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,"M01,M03,M05,M06,M07,M08,M30,M31,M33,vis,sid,gmb,med"
DAMIMAS_A21B_0742,test,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M01,M03,M05,M06,M07,M08,M16,M19,M30,M31,M33,vis,sid,gmb,med,adp"
