tree_id,n_sides,n_total,class,naive,gt,ratio,class_frac
DAMIMAS_A21B_0257,4,18,B3,9,7,1.2857142857142858,0.5
DAMIMAS_A21B_0257,4,18,B4,1,1,1.0,0.05555555555555555
DAMIMAS_A21B_0258,4,17,B2,4,2,2.0,0.23529411764705882
DAMIMAS_A21B_0258,4,17,B3,10,7,1.4285714285714286,0.5882352941176471
DAMIMAS_A21B_0258,4,17,B4,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0259,4,18,B1,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0259,4,18,B2,11,8,1.375,0.6111111111111112
DAMIMAS_A21B_0259,4,18,B3,5,3,1.6666666666666667,0.2777777777777778
DAMIMAS_A21B_0260,4,20,B1,2,1,2.0,0.1
DAMIMAS_A21B_0260,4,20,B2,10,5,2.0,0.5
DAMIMAS_A21B_0260,4,20,B3,6,3,2.0,0.3
DAMIMAS_A21B_0260,4,20,B4,2,2,1.0,0.1
DAMIMAS_A21B_0261,4,27,B1,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0261,4,27,B2,8,5,1.6,0.2962962962962963
DAMIMAS_A21B_0261,4,27,B3,7,5,1.4,0.25925925925925924
DAMIMAS_A21B_0261,4,27,B4,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0262,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0262,4,24,B2,3,2,1.5,0.125
DAMIMAS_A21B_0262,4,24,B3,14,7,2.0,0.5833333333333334
DAMIMAS_A21B_0262,4,24,B4,3,2,1.5,0.125
DAMIMAS_A21B_0264,4,22,B1,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0264,4,22,B2,3,2,1.5,0.13636363636363635
DAMIMAS_A21B_0264,4,22,B3,13,7,1.8571428571428572,0.5909090909090909
DAMIMAS_A21B_0265,4,22,B1,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0265,4,22,B2,3,2,1.5,0.13636363636363635
DAMIMAS_A21B_0265,4,22,B3,15,8,1.875,0.6818181818181818
DAMIMAS_A21B_0265,4,22,B4,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0266,4,21,B1,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0266,4,21,B2,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0266,4,21,B3,15,9,1.6666666666666667,0.7142857142857143
DAMIMAS_A21B_0267,4,21,B1,3,1,3.0,0.14285714285714285
DAMIMAS_A21B_0267,4,21,B2,8,5,1.6,0.38095238095238093
DAMIMAS_A21B_0267,4,21,B3,7,4,1.75,0.3333333333333333
DAMIMAS_A21B_0267,4,21,B4,3,2,1.5,0.14285714285714285
DAMIMAS_A21B_0268,4,28,B1,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0268,4,28,B2,8,6,1.3333333333333333,0.2857142857142857
DAMIMAS_A21B_0268,4,28,B3,7,5,1.4,0.25
DAMIMAS_A21B_0268,4,28,B4,9,6,1.5,0.32142857142857145
DAMIMAS_A21B_0269,4,11,B3,11,5,2.2,1.0
DAMIMAS_A21B_0273,4,16,B2,2,1,2.0,0.125
DAMIMAS_A21B_0273,4,16,B3,14,6,2.3333333333333335,0.875
DAMIMAS_A21B_0274,4,20,B2,1,1,1.0,0.05
DAMIMAS_A21B_0274,4,20,B3,15,8,1.875,0.75
DAMIMAS_A21B_0274,4,20,B4,4,3,1.3333333333333333,0.2
DAMIMAS_A21B_0276,4,10,B1,3,1,3.0,0.3
DAMIMAS_A21B_0276,4,10,B2,2,1,2.0,0.2
DAMIMAS_A21B_0276,4,10,B3,5,3,1.6666666666666667,0.5
DAMIMAS_A21B_0281,4,23,B3,15,10,1.5,0.6521739130434783
DAMIMAS_A21B_0281,4,23,B4,8,5,1.6,0.34782608695652173
DAMIMAS_A21B_0282,4,18,B1,8,4,2.0,0.4444444444444444
DAMIMAS_A21B_0282,4,18,B3,10,6,1.6666666666666667,0.5555555555555556
DAMIMAS_A21B_0285,4,32,B1,8,4,2.0,0.25
DAMIMAS_A21B_0285,4,32,B2,4,2,2.0,0.125
DAMIMAS_A21B_0285,4,32,B3,12,7,1.7142857142857142,0.375
DAMIMAS_A21B_0285,4,32,B4,8,5,1.6,0.25
DAMIMAS_A21B_0286,4,19,B1,3,1,3.0,0.15789473684210525
DAMIMAS_A21B_0286,4,19,B2,5,3,1.6666666666666667,0.2631578947368421
DAMIMAS_A21B_0286,4,19,B3,8,5,1.6,0.42105263157894735
DAMIMAS_A21B_0286,4,19,B4,3,1,3.0,0.15789473684210525
DAMIMAS_A21B_0287,4,14,B1,6,2,3.0,0.42857142857142855
DAMIMAS_A21B_0287,4,14,B2,8,3,2.6666666666666665,0.5714285714285714
DAMIMAS_A21B_0290,4,15,B2,1,1,1.0,0.06666666666666667
DAMIMAS_A21B_0290,4,15,B3,14,7,2.0,0.9333333333333333
DAMIMAS_A21B_0291,4,23,B1,5,3,1.6666666666666667,0.21739130434782608
DAMIMAS_A21B_0291,4,23,B2,8,5,1.6,0.34782608695652173
DAMIMAS_A21B_0291,4,23,B3,6,5,1.2,0.2608695652173913
DAMIMAS_A21B_0291,4,23,B4,4,3,1.3333333333333333,0.17391304347826086
DAMIMAS_A21B_0292,4,24,B2,5,3,1.6666666666666667,0.20833333333333334
DAMIMAS_A21B_0292,4,24,B3,14,7,2.0,0.5833333333333334
DAMIMAS_A21B_0292,4,24,B4,5,4,1.25,0.20833333333333334
DAMIMAS_A21B_0293,3,18,B2,2,2,1.0,0.1111111111111111
DAMIMAS_A21B_0293,3,18,B3,10,7,1.4285714285714286,0.5555555555555556
DAMIMAS_A21B_0293,3,18,B4,6,4,1.5,0.3333333333333333
DAMIMAS_A21B_0295,4,17,B2,4,3,1.3333333333333333,0.23529411764705882
DAMIMAS_A21B_0295,4,17,B3,11,7,1.5714285714285714,0.6470588235294118
DAMIMAS_A21B_0295,4,17,B4,2,2,1.0,0.11764705882352941
DAMIMAS_A21B_0297,4,17,B3,13,7,1.8571428571428572,0.7647058823529411
DAMIMAS_A21B_0297,4,17,B4,4,2,2.0,0.23529411764705882
DAMIMAS_A21B_0298,4,22,B1,4,1,4.0,0.18181818181818182
DAMIMAS_A21B_0298,4,22,B3,12,6,2.0,0.5454545454545454
DAMIMAS_A21B_0298,4,22,B4,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0299,4,18,B1,3,1,3.0,0.16666666666666666
DAMIMAS_A21B_0299,4,18,B2,3,2,1.5,0.16666666666666666
DAMIMAS_A21B_0299,4,18,B3,12,6,2.0,0.6666666666666666
DAMIMAS_A21B_0300,4,13,B1,1,1,1.0,0.07692307692307693
DAMIMAS_A21B_0300,4,13,B3,10,5,2.0,0.7692307692307693
DAMIMAS_A21B_0300,4,13,B4,2,2,1.0,0.15384615384615385
DAMIMAS_A21B_0301,4,20,B1,1,1,1.0,0.05
DAMIMAS_A21B_0301,4,20,B2,1,1,1.0,0.05
DAMIMAS_A21B_0301,4,20,B3,15,9,1.6666666666666667,0.75
DAMIMAS_A21B_0301,4,20,B4,3,2,1.5,0.15
DAMIMAS_A21B_0303,4,21,B3,21,10,2.1,1.0
DAMIMAS_A21B_0305,4,25,B1,4,2,2.0,0.16
DAMIMAS_A21B_0305,4,25,B2,6,4,1.5,0.24
DAMIMAS_A21B_0305,4,25,B3,11,6,1.8333333333333333,0.44
DAMIMAS_A21B_0305,4,25,B4,4,2,2.0,0.16
DAMIMAS_A21B_0306,4,9,B1,2,1,2.0,0.2222222222222222
DAMIMAS_A21B_0306,4,9,B3,7,4,1.75,0.7777777777777778
DAMIMAS_A21B_0307,4,14,B1,3,1,3.0,0.21428571428571427
DAMIMAS_A21B_0307,4,14,B2,1,1,1.0,0.07142857142857142
DAMIMAS_A21B_0307,4,14,B3,10,5,2.0,0.7142857142857143
DAMIMAS_A21B_0309,4,18,B1,5,1,5.0,0.2777777777777778
DAMIMAS_A21B_0309,4,18,B2,2,2,1.0,0.1111111111111111
DAMIMAS_A21B_0309,4,18,B3,8,4,2.0,0.4444444444444444
DAMIMAS_A21B_0309,4,18,B4,3,2,1.5,0.16666666666666666
DAMIMAS_A21B_0310,4,20,B1,3,1,3.0,0.15
DAMIMAS_A21B_0310,4,20,B3,17,9,1.8888888888888888,0.85
DAMIMAS_A21B_0312,4,18,B2,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0312,4,18,B3,12,6,2.0,0.6666666666666666
DAMIMAS_A21B_0312,4,18,B4,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0313,4,23,B1,5,2,2.5,0.21739130434782608
DAMIMAS_A21B_0313,4,23,B2,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0313,4,23,B3,12,7,1.7142857142857142,0.5217391304347826
DAMIMAS_A21B_0313,4,23,B4,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0314,4,22,B2,3,1,3.0,0.13636363636363635
DAMIMAS_A21B_0314,4,22,B3,16,8,2.0,0.7272727272727273
DAMIMAS_A21B_0314,4,22,B4,3,2,1.5,0.13636363636363635
DAMIMAS_A21B_0315,4,25,B1,2,1,2.0,0.08
DAMIMAS_A21B_0315,4,25,B2,11,8,1.375,0.44
DAMIMAS_A21B_0315,4,25,B3,12,7,1.7142857142857142,0.48
DAMIMAS_A21B_0316,4,24,B1,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0316,4,24,B2,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0316,4,24,B3,12,6,2.0,0.5
DAMIMAS_A21B_0316,4,24,B4,6,4,1.5,0.25
DAMIMAS_A21B_0317,4,14,B2,3,1,3.0,0.21428571428571427
DAMIMAS_A21B_0317,4,14,B3,11,6,1.8333333333333333,0.7857142857142857
DAMIMAS_A21B_0318,4,19,B3,15,8,1.875,0.7894736842105263
DAMIMAS_A21B_0318,4,19,B4,4,4,1.0,0.21052631578947367
DAMIMAS_A21B_0319,4,15,B2,5,2,2.5,0.3333333333333333
DAMIMAS_A21B_0319,4,15,B3,10,4,2.5,0.6666666666666666
DAMIMAS_A21B_0320,4,24,B1,6,3,2.0,0.25
DAMIMAS_A21B_0320,4,24,B2,3,3,1.0,0.125
DAMIMAS_A21B_0320,4,24,B3,11,6,1.8333333333333333,0.4583333333333333
DAMIMAS_A21B_0320,4,24,B4,4,4,1.0,0.16666666666666666
DAMIMAS_A21B_0324,4,14,B3,14,6,2.3333333333333335,1.0
DAMIMAS_A21B_0326,4,10,B3,7,5,1.4,0.7
DAMIMAS_A21B_0326,4,10,B4,3,2,1.5,0.3
DAMIMAS_A21B_0327,4,12,B1,3,1,3.0,0.25
DAMIMAS_A21B_0327,4,12,B2,1,1,1.0,0.08333333333333333
DAMIMAS_A21B_0327,4,12,B3,8,5,1.6,0.6666666666666666
DAMIMAS_A21B_0328,4,15,B2,2,1,2.0,0.13333333333333333
DAMIMAS_A21B_0328,4,15,B3,9,4,2.25,0.6
DAMIMAS_A21B_0328,4,15,B4,4,2,2.0,0.26666666666666666
DAMIMAS_A21B_0329,4,8,B1,4,1,4.0,0.5
DAMIMAS_A21B_0329,4,8,B3,4,2,2.0,0.5
DAMIMAS_A21B_0332,4,11,B3,8,4,2.0,0.7272727272727273
DAMIMAS_A21B_0332,4,11,B4,3,2,1.5,0.2727272727272727
DAMIMAS_A21B_0333,4,8,B1,2,1,2.0,0.25
DAMIMAS_A21B_0333,4,8,B2,2,1,2.0,0.25
DAMIMAS_A21B_0333,4,8,B3,4,2,2.0,0.5
DAMIMAS_A21B_0334,4,21,B1,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0334,4,21,B3,13,8,1.625,0.6190476190476191
DAMIMAS_A21B_0334,4,21,B4,4,4,1.0,0.19047619047619047
DAMIMAS_A21B_0335,4,13,B1,7,2,3.5,0.5384615384615384
DAMIMAS_A21B_0335,4,13,B3,6,2,3.0,0.46153846153846156
DAMIMAS_A21B_0336,4,22,B1,5,1,5.0,0.22727272727272727
DAMIMAS_A21B_0336,4,22,B3,12,6,2.0,0.5454545454545454
DAMIMAS_A21B_0336,4,22,B4,5,4,1.25,0.22727272727272727
DAMIMAS_A21B_0337,4,16,B3,13,6,2.1666666666666665,0.8125
DAMIMAS_A21B_0337,4,16,B4,3,2,1.5,0.1875
DAMIMAS_A21B_0339,4,13,B1,5,2,2.5,0.38461538461538464
DAMIMAS_A21B_0339,4,13,B2,5,3,1.6666666666666667,0.38461538461538464
DAMIMAS_A21B_0339,4,13,B3,3,3,1.0,0.23076923076923078
DAMIMAS_A21B_0340,4,7,B1,2,1,2.0,0.2857142857142857
DAMIMAS_A21B_0340,4,7,B2,3,1,3.0,0.42857142857142855
DAMIMAS_A21B_0340,4,7,B3,2,1,2.0,0.2857142857142857
DAMIMAS_A21B_0341,4,21,B2,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0341,4,21,B3,18,6,3.0,0.8571428571428571
DAMIMAS_A21B_0341,4,21,B4,1,1,1.0,0.047619047619047616
DAMIMAS_A21B_0343,4,18,B2,9,3,3.0,0.5
DAMIMAS_A21B_0343,4,18,B3,9,4,2.25,0.5
DAMIMAS_A21B_0345,4,16,B1,2,1,2.0,0.125
DAMIMAS_A21B_0345,4,16,B2,2,1,2.0,0.125
DAMIMAS_A21B_0345,4,16,B3,9,4,2.25,0.5625
DAMIMAS_A21B_0345,4,16,B4,3,1,3.0,0.1875
DAMIMAS_A21B_0347,4,18,B1,5,2,2.5,0.2777777777777778
DAMIMAS_A21B_0347,4,18,B2,3,2,1.5,0.16666666666666666
DAMIMAS_A21B_0347,4,18,B3,9,4,2.25,0.5
DAMIMAS_A21B_0347,4,18,B4,1,1,1.0,0.05555555555555555
DAMIMAS_A21B_0350,3,10,B1,3,1,3.0,0.3
DAMIMAS_A21B_0350,3,10,B2,2,2,1.0,0.2
DAMIMAS_A21B_0350,3,10,B3,5,3,1.6666666666666667,0.5
DAMIMAS_A21B_0351,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0351,4,24,B2,7,4,1.75,0.2916666666666667
DAMIMAS_A21B_0351,4,24,B3,12,6,2.0,0.5
DAMIMAS_A21B_0351,4,24,B4,1,1,1.0,0.041666666666666664
DAMIMAS_A21B_0352,4,25,B1,4,1,4.0,0.16
DAMIMAS_A21B_0352,4,25,B2,1,1,1.0,0.04
DAMIMAS_A21B_0352,4,25,B3,14,6,2.3333333333333335,0.56
DAMIMAS_A21B_0352,4,25,B4,6,4,1.5,0.24
DAMIMAS_A21B_0353,4,18,B1,5,2,2.5,0.2777777777777778
DAMIMAS_A21B_0353,4,18,B2,1,1,1.0,0.05555555555555555
DAMIMAS_A21B_0353,4,18,B3,12,5,2.4,0.6666666666666666
DAMIMAS_A21B_0354,4,32,B1,2,1,2.0,0.0625
DAMIMAS_A21B_0354,4,32,B2,2,1,2.0,0.0625
DAMIMAS_A21B_0354,4,32,B3,28,16,1.75,0.875
DAMIMAS_A21B_0356,4,19,B1,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0356,4,19,B2,8,3,2.6666666666666665,0.42105263157894735
DAMIMAS_A21B_0356,4,19,B3,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0356,4,19,B4,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0357,4,22,B2,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0357,4,22,B3,18,9,2.0,0.8181818181818182
DAMIMAS_A21B_0357,4,22,B4,2,2,1.0,0.09090909090909091
DAMIMAS_A21B_0358,4,28,B1,2,1,2.0,0.07142857142857142
DAMIMAS_A21B_0358,4,28,B3,20,9,2.2222222222222223,0.7142857142857143
DAMIMAS_A21B_0358,4,28,B4,6,4,1.5,0.21428571428571427
DAMIMAS_A21B_0360,4,30,B1,6,3,2.0,0.2
DAMIMAS_A21B_0360,4,30,B2,6,2,3.0,0.2
DAMIMAS_A21B_0360,4,30,B3,8,4,2.0,0.26666666666666666
DAMIMAS_A21B_0360,4,30,B4,10,6,1.6666666666666667,0.3333333333333333
DAMIMAS_A21B_0361,4,24,B1,4,1,4.0,0.16666666666666666
DAMIMAS_A21B_0361,4,24,B2,1,1,1.0,0.041666666666666664
DAMIMAS_A21B_0361,4,24,B3,13,6,2.1666666666666665,0.5416666666666666
DAMIMAS_A21B_0361,4,24,B4,6,5,1.2,0.25
DAMIMAS_A21B_0362,4,26,B3,23,5,4.6,0.8846153846153846
DAMIMAS_A21B_0362,4,26,B4,3,2,1.5,0.11538461538461539
DAMIMAS_A21B_0363,4,15,B2,11,5,2.2,0.7333333333333333
DAMIMAS_A21B_0363,4,15,B3,2,1,2.0,0.13333333333333333
DAMIMAS_A21B_0363,4,15,B4,2,2,1.0,0.13333333333333333
DAMIMAS_A21B_0364,4,27,B1,5,2,2.5,0.18518518518518517
DAMIMAS_A21B_0364,4,27,B2,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0364,4,27,B3,13,6,2.1666666666666665,0.48148148148148145
DAMIMAS_A21B_0364,4,27,B4,3,2,1.5,0.1111111111111111
DAMIMAS_A21B_0365,4,27,B1,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0365,4,27,B2,3,2,1.5,0.1111111111111111
DAMIMAS_A21B_0365,4,27,B3,16,9,1.7777777777777777,0.5925925925925926
DAMIMAS_A21B_0365,4,27,B4,4,3,1.3333333333333333,0.14814814814814814
DAMIMAS_A21B_0366,4,15,B3,12,5,2.4,0.8
DAMIMAS_A21B_0366,4,15,B4,3,2,1.5,0.2
DAMIMAS_A21B_0367,4,19,B2,8,4,2.0,0.42105263157894735
DAMIMAS_A21B_0367,4,19,B3,9,6,1.5,0.47368421052631576
DAMIMAS_A21B_0367,4,19,B4,2,2,1.0,0.10526315789473684
DAMIMAS_A21B_0368,4,29,B1,6,3,2.0,0.20689655172413793
DAMIMAS_A21B_0368,4,29,B2,5,3,1.6666666666666667,0.1724137931034483
DAMIMAS_A21B_0368,4,29,B3,11,6,1.8333333333333333,0.3793103448275862
DAMIMAS_A21B_0368,4,29,B4,7,4,1.75,0.2413793103448276
DAMIMAS_A21B_0369,4,15,B1,2,1,2.0,0.13333333333333333
DAMIMAS_A21B_0369,4,15,B3,10,4,2.5,0.6666666666666666
DAMIMAS_A21B_0369,4,15,B4,3,2,1.5,0.2
DAMIMAS_A21B_0371,4,21,B1,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0371,4,21,B2,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0371,4,21,B3,13,7,1.8571428571428572,0.6190476190476191
DAMIMAS_A21B_0373,4,22,B1,7,3,2.3333333333333335,0.3181818181818182
DAMIMAS_A21B_0373,4,22,B3,13,7,1.8571428571428572,0.5909090909090909
DAMIMAS_A21B_0373,4,22,B4,2,2,1.0,0.09090909090909091
DAMIMAS_A21B_0374,4,28,B1,2,1,2.0,0.07142857142857142
DAMIMAS_A21B_0374,4,28,B2,2,1,2.0,0.07142857142857142
DAMIMAS_A21B_0374,4,28,B3,20,10,2.0,0.7142857142857143
DAMIMAS_A21B_0374,4,28,B4,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0376,4,19,B1,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0376,4,19,B3,14,7,2.0,0.7368421052631579
DAMIMAS_A21B_0376,4,19,B4,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0377,4,15,B1,2,1,2.0,0.13333333333333333
DAMIMAS_A21B_0377,4,15,B3,13,6,2.1666666666666665,0.8666666666666667
DAMIMAS_A21B_0379,4,9,B1,4,1,4.0,0.4444444444444444
DAMIMAS_A21B_0379,4,9,B2,1,1,1.0,0.1111111111111111
DAMIMAS_A21B_0379,4,9,B3,4,1,4.0,0.4444444444444444
DAMIMAS_A21B_0382,4,28,B1,6,3,2.0,0.21428571428571427
DAMIMAS_A21B_0382,4,28,B3,10,5,2.0,0.35714285714285715
DAMIMAS_A21B_0382,4,28,B4,12,8,1.5,0.42857142857142855
DAMIMAS_A21B_0383,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0383,4,24,B2,10,6,1.6666666666666667,0.4166666666666667
DAMIMAS_A21B_0383,4,24,B3,6,4,1.5,0.25
DAMIMAS_A21B_0383,4,24,B4,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0384,4,26,B1,5,2,2.5,0.19230769230769232
DAMIMAS_A21B_0384,4,26,B2,6,3,2.0,0.23076923076923078
DAMIMAS_A21B_0384,4,26,B3,10,6,1.6666666666666667,0.38461538461538464
DAMIMAS_A21B_0384,4,26,B4,5,3,1.6666666666666667,0.19230769230769232
DAMIMAS_A21B_0386,3,7,B2,3,2,1.5,0.42857142857142855
DAMIMAS_A21B_0386,3,7,B3,4,2,2.0,0.5714285714285714
DAMIMAS_A21B_0387,4,15,B1,5,3,1.6666666666666667,0.3333333333333333
DAMIMAS_A21B_0387,4,15,B2,9,5,1.8,0.6
DAMIMAS_A21B_0387,4,15,B3,1,1,1.0,0.06666666666666667
DAMIMAS_A21B_0389,4,25,B2,5,3,1.6666666666666667,0.2
DAMIMAS_A21B_0389,4,25,B3,16,11,1.4545454545454546,0.64
DAMIMAS_A21B_0389,4,25,B4,4,3,1.3333333333333333,0.16
DAMIMAS_A21B_0393,4,24,B1,2,2,1.0,0.08333333333333333
DAMIMAS_A21B_0393,4,24,B2,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0393,4,24,B3,18,11,1.6363636363636365,0.75
DAMIMAS_A21B_0393,4,24,B4,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0394,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0394,4,24,B3,13,7,1.8571428571428572,0.5416666666666666
DAMIMAS_A21B_0394,4,24,B4,7,4,1.75,0.2916666666666667
DAMIMAS_A21B_0395,4,21,B1,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0395,4,21,B2,10,7,1.4285714285714286,0.47619047619047616
DAMIMAS_A21B_0395,4,21,B3,5,4,1.25,0.23809523809523808
DAMIMAS_A21B_0396,4,25,B1,6,3,2.0,0.24
DAMIMAS_A21B_0396,4,25,B2,5,3,1.6666666666666667,0.2
DAMIMAS_A21B_0396,4,25,B3,10,6,1.6666666666666667,0.4
DAMIMAS_A21B_0396,4,25,B4,4,4,1.0,0.16
DAMIMAS_A21B_0397,4,19,B1,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0397,4,19,B2,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0397,4,19,B3,9,6,1.5,0.47368421052631576
DAMIMAS_A21B_0397,4,19,B4,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0399,4,17,B1,7,3,2.3333333333333335,0.4117647058823529
DAMIMAS_A21B_0399,4,17,B2,6,3,2.0,0.35294117647058826
DAMIMAS_A21B_0399,4,17,B3,3,3,1.0,0.17647058823529413
DAMIMAS_A21B_0399,4,17,B4,1,1,1.0,0.058823529411764705
DAMIMAS_A21B_0403,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0403,4,24,B2,9,5,1.8,0.375
DAMIMAS_A21B_0403,4,24,B3,7,4,1.75,0.2916666666666667
DAMIMAS_A21B_0403,4,24,B4,4,3,1.3333333333333333,0.16666666666666666
DAMIMAS_A21B_0405,4,14,B1,1,1,1.0,0.07142857142857142
DAMIMAS_A21B_0405,4,14,B2,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0405,4,14,B3,10,6,1.6666666666666667,0.7142857142857143
DAMIMAS_A21B_0405,4,14,B4,1,1,1.0,0.07142857142857142
DAMIMAS_A21B_0406,4,17,B1,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0406,4,17,B3,11,6,1.8333333333333333,0.6470588235294118
DAMIMAS_A21B_0406,4,17,B4,4,3,1.3333333333333333,0.23529411764705882
DAMIMAS_A21B_0408,4,21,B1,5,2,2.5,0.23809523809523808
DAMIMAS_A21B_0408,4,21,B2,9,6,1.5,0.42857142857142855
DAMIMAS_A21B_0408,4,21,B3,7,3,2.3333333333333335,0.3333333333333333
DAMIMAS_A21B_0410,4,31,B1,5,2,2.5,0.16129032258064516
DAMIMAS_A21B_0410,4,31,B2,2,1,2.0,0.06451612903225806
DAMIMAS_A21B_0410,4,31,B3,21,13,1.6153846153846154,0.6774193548387096
DAMIMAS_A21B_0410,4,31,B4,3,2,1.5,0.0967741935483871
DAMIMAS_A21B_0412,4,16,B1,2,1,2.0,0.125
DAMIMAS_A21B_0412,4,16,B2,9,5,1.8,0.5625
DAMIMAS_A21B_0412,4,16,B3,5,2,2.5,0.3125
DAMIMAS_A21B_0413,4,26,B1,2,1,2.0,0.07692307692307693
DAMIMAS_A21B_0413,4,26,B2,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0413,4,26,B3,16,9,1.7777777777777777,0.6153846153846154
DAMIMAS_A21B_0413,4,26,B4,4,3,1.3333333333333333,0.15384615384615385
DAMIMAS_A21B_0414,4,14,B3,14,5,2.8,1.0
DAMIMAS_A21B_0416,4,25,B1,3,2,1.5,0.12
DAMIMAS_A21B_0416,4,25,B2,8,4,2.0,0.32
DAMIMAS_A21B_0416,4,25,B3,10,5,2.0,0.4
DAMIMAS_A21B_0416,4,25,B4,4,3,1.3333333333333333,0.16
DAMIMAS_A21B_0418,4,27,B2,2,1,2.0,0.07407407407407407
DAMIMAS_A21B_0418,4,27,B3,13,7,1.8571428571428572,0.48148148148148145
DAMIMAS_A21B_0418,4,27,B4,12,8,1.5,0.4444444444444444
DAMIMAS_A21B_0423,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0423,4,23,B2,9,5,1.8,0.391304347826087
DAMIMAS_A21B_0423,4,23,B3,7,5,1.4,0.30434782608695654
DAMIMAS_A21B_0423,4,23,B4,3,2,1.5,0.13043478260869565
DAMIMAS_A21B_0424,4,15,B1,6,3,2.0,0.4
DAMIMAS_A21B_0424,4,15,B2,4,2,2.0,0.26666666666666666
DAMIMAS_A21B_0424,4,15,B3,5,3,1.6666666666666667,0.3333333333333333
DAMIMAS_A21B_0425,4,20,B2,4,3,1.3333333333333333,0.2
DAMIMAS_A21B_0425,4,20,B3,14,8,1.75,0.7
DAMIMAS_A21B_0425,4,20,B4,2,1,2.0,0.1
DAMIMAS_A21B_0426,4,17,B3,14,8,1.75,0.8235294117647058
DAMIMAS_A21B_0426,4,17,B4,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0427,4,26,B1,1,1,1.0,0.038461538461538464
DAMIMAS_A21B_0427,4,26,B2,15,8,1.875,0.5769230769230769
DAMIMAS_A21B_0427,4,26,B3,9,5,1.8,0.34615384615384615
DAMIMAS_A21B_0427,4,26,B4,1,1,1.0,0.038461538461538464
DAMIMAS_A21B_0429,4,36,B1,5,3,1.6666666666666667,0.1388888888888889
DAMIMAS_A21B_0429,4,36,B2,6,4,1.5,0.16666666666666666
DAMIMAS_A21B_0429,4,36,B3,18,10,1.8,0.5
DAMIMAS_A21B_0429,4,36,B4,7,5,1.4,0.19444444444444445
DAMIMAS_A21B_0430,4,22,B2,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0430,4,22,B3,14,10,1.4,0.6363636363636364
DAMIMAS_A21B_0430,4,22,B4,6,5,1.2,0.2727272727272727
DAMIMAS_A21B_0431,4,17,B2,4,2,2.0,0.23529411764705882
DAMIMAS_A21B_0431,4,17,B3,13,8,1.625,0.7647058823529411
DAMIMAS_A21B_0433,4,20,B1,4,2,2.0,0.2
DAMIMAS_A21B_0433,4,20,B2,2,1,2.0,0.1
DAMIMAS_A21B_0433,4,20,B3,14,8,1.75,0.7
DAMIMAS_A21B_0434,4,24,B2,5,2,2.5,0.20833333333333334
DAMIMAS_A21B_0434,4,24,B3,16,9,1.7777777777777777,0.6666666666666666
