tree_id,n_sides,n_total,class,naive,gt,ratio,class_frac
DAMIMAS_A21B_0580,4,25,B1,4,2,2.0,0.16
DAMIMAS_A21B_0580,4,25,B2,8,4,2.0,0.32
DAMIMAS_A21B_0580,4,25,B3,12,6,2.0,0.48
DAMIMAS_A21B_0580,4,25,B4,1,1,1.0,0.04
DAMIMAS_A21B_0581,4,20,B1,2,1,2.0,0.1
DAMIMAS_A21B_0581,4,20,B2,5,3,1.6666666666666667,0.25
DAMIMAS_A21B_0581,4,20,B3,9,5,1.8,0.45
DAMIMAS_A21B_0581,4,20,B4,4,2,2.0,0.2
DAMIMAS_A21B_0582,4,26,B1,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0582,4,26,B2,10,6,1.6666666666666667,0.38461538461538464
DAMIMAS_A21B_0582,4,26,B3,9,5,1.8,0.34615384615384615
DAMIMAS_A21B_0582,4,26,B4,3,2,1.5,0.11538461538461539
DAMIMAS_A21B_0583,4,6,B1,2,1,2.0,0.3333333333333333
DAMIMAS_A21B_0583,4,6,B2,4,2,2.0,0.6666666666666666
DAMIMAS_A21B_0584,4,19,B1,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0584,4,19,B2,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0584,4,19,B3,10,5,2.0,0.5263157894736842
DAMIMAS_A21B_0584,4,19,B4,1,1,1.0,0.05263157894736842
DAMIMAS_A21B_0585,4,21,B1,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0585,4,21,B2,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0585,4,21,B3,7,4,1.75,0.3333333333333333
DAMIMAS_A21B_0585,4,21,B4,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0587,4,5,B1,5,3,1.6666666666666667,1.0
DAMIMAS_A21B_0588,4,21,B1,6,4,1.5,0.2857142857142857
DAMIMAS_A21B_0588,4,21,B2,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0588,4,21,B3,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0588,4,21,B4,3,2,1.5,0.14285714285714285
DAMIMAS_A21B_0589,4,25,B1,2,1,2.0,0.08
DAMIMAS_A21B_0589,4,25,B2,4,2,2.0,0.16
DAMIMAS_A21B_0589,4,25,B3,17,10,1.7,0.68
DAMIMAS_A21B_0589,4,25,B4,2,1,2.0,0.08
DAMIMAS_A21B_0590,4,23,B1,8,4,2.0,0.34782608695652173
DAMIMAS_A21B_0590,4,23,B2,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0590,4,23,B3,6,4,1.5,0.2608695652173913
DAMIMAS_A21B_0590,4,23,B4,5,4,1.25,0.21739130434782608
DAMIMAS_A21B_0592,4,14,B1,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0592,4,14,B2,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0592,4,14,B3,10,6,1.6666666666666667,0.7142857142857143
DAMIMAS_A21B_0594,4,25,B1,7,4,1.75,0.28
DAMIMAS_A21B_0594,4,25,B2,8,5,1.6,0.32
DAMIMAS_A21B_0594,4,25,B3,6,3,2.0,0.24
DAMIMAS_A21B_0594,4,25,B4,4,3,1.3333333333333333,0.16
DAMIMAS_A21B_0596,4,23,B2,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0596,4,23,B3,14,8,1.75,0.6086956521739131
DAMIMAS_A21B_0596,4,23,B4,5,4,1.25,0.21739130434782608
DAMIMAS_A21B_0597,4,15,B3,15,8,1.875,1.0
DAMIMAS_A21B_0598,4,19,B1,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0598,4,19,B2,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0598,4,19,B3,9,5,1.8,0.47368421052631576
DAMIMAS_A21B_0598,4,19,B4,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0599,4,24,B1,6,3,2.0,0.25
DAMIMAS_A21B_0599,4,24,B2,6,4,1.5,0.25
DAMIMAS_A21B_0599,4,24,B3,10,6,1.6666666666666667,0.4166666666666667
DAMIMAS_A21B_0599,4,24,B4,2,2,1.0,0.08333333333333333
DAMIMAS_A21B_0600,4,28,B1,5,3,1.6666666666666667,0.17857142857142858
DAMIMAS_A21B_0600,4,28,B2,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0600,4,28,B3,12,7,1.7142857142857142,0.42857142857142855
DAMIMAS_A21B_0600,4,28,B4,7,4,1.75,0.25
DAMIMAS_A21B_0602,4,26,B1,7,4,1.75,0.2692307692307692
DAMIMAS_A21B_0602,4,26,B2,7,4,1.75,0.2692307692307692
DAMIMAS_A21B_0602,4,26,B3,8,5,1.6,0.3076923076923077
DAMIMAS_A21B_0602,4,26,B4,4,3,1.3333333333333333,0.15384615384615385
DAMIMAS_A21B_0603,4,18,B1,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0603,4,18,B2,7,4,1.75,0.3888888888888889
DAMIMAS_A21B_0603,4,18,B3,6,3,2.0,0.3333333333333333
DAMIMAS_A21B_0603,4,18,B4,1,1,1.0,0.05555555555555555
DAMIMAS_A21B_0604,4,12,B2,6,3,2.0,0.5
DAMIMAS_A21B_0604,4,12,B3,4,2,2.0,0.3333333333333333
DAMIMAS_A21B_0604,4,12,B4,2,1,2.0,0.16666666666666666
DAMIMAS_A21B_0605,4,21,B1,3,2,1.5,0.14285714285714285
DAMIMAS_A21B_0605,4,21,B2,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0605,4,21,B3,10,6,1.6666666666666667,0.47619047619047616
DAMIMAS_A21B_0605,4,21,B4,4,3,1.3333333333333333,0.19047619047619047
DAMIMAS_A21B_0606,4,22,B1,1,1,1.0,0.045454545454545456
DAMIMAS_A21B_0606,4,22,B2,7,5,1.4,0.3181818181818182
DAMIMAS_A21B_0606,4,22,B3,7,4,1.75,0.3181818181818182
DAMIMAS_A21B_0606,4,22,B4,7,4,1.75,0.3181818181818182
DAMIMAS_A21B_0607,4,25,B1,8,4,2.0,0.32
DAMIMAS_A21B_0607,4,25,B2,8,4,2.0,0.32
DAMIMAS_A21B_0607,4,25,B3,7,4,1.75,0.28
DAMIMAS_A21B_0607,4,25,B4,2,1,2.0,0.08
DAMIMAS_A21B_0608,4,22,B2,3,2,1.5,0.13636363636363635
DAMIMAS_A21B_0608,4,22,B3,14,8,1.75,0.6363636363636364
DAMIMAS_A21B_0608,4,22,B4,5,3,1.6666666666666667,0.22727272727272727
DAMIMAS_A21B_0610,4,20,B2,11,6,1.8333333333333333,0.55
DAMIMAS_A21B_0610,4,20,B3,6,4,1.5,0.3
DAMIMAS_A21B_0610,4,20,B4,3,2,1.5,0.15
DAMIMAS_A21B_0611,4,20,B2,11,6,1.8333333333333333,0.55
DAMIMAS_A21B_0611,4,20,B3,9,5,1.8,0.45
DAMIMAS_A21B_0613,4,10,B2,2,1,2.0,0.2
DAMIMAS_A21B_0613,4,10,B3,6,4,1.5,0.6
DAMIMAS_A21B_0613,4,10,B4,2,1,2.0,0.2
DAMIMAS_A21B_0615,4,22,B1,5,3,1.6666666666666667,0.22727272727272727
DAMIMAS_A21B_0615,4,22,B2,10,5,2.0,0.45454545454545453
DAMIMAS_A21B_0615,4,22,B3,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0615,4,22,B4,1,1,1.0,0.045454545454545456
DAMIMAS_A21B_0617,4,21,B1,5,3,1.6666666666666667,0.23809523809523808
DAMIMAS_A21B_0617,4,21,B2,5,3,1.6666666666666667,0.23809523809523808
DAMIMAS_A21B_0617,4,21,B3,9,5,1.8,0.42857142857142855
DAMIMAS_A21B_0617,4,21,B4,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0619,4,26,B1,11,6,1.8333333333333333,0.4230769230769231
DAMIMAS_A21B_0619,4,26,B2,5,4,1.25,0.19230769230769232
DAMIMAS_A21B_0619,4,26,B3,10,6,1.6666666666666667,0.38461538461538464
DAMIMAS_A21B_0620,4,25,B1,4,2,2.0,0.16
DAMIMAS_A21B_0620,4,25,B2,2,1,2.0,0.08
DAMIMAS_A21B_0620,4,25,B3,16,9,1.7777777777777777,0.64
DAMIMAS_A21B_0620,4,25,B4,3,2,1.5,0.12
DAMIMAS_A21B_0621,4,27,B1,5,3,1.6666666666666667,0.18518518518518517
DAMIMAS_A21B_0621,4,27,B2,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0621,4,27,B3,13,8,1.625,0.48148148148148145
DAMIMAS_A21B_0621,4,27,B4,3,2,1.5,0.1111111111111111
DAMIMAS_A21B_0622,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0622,4,24,B2,10,6,1.6666666666666667,0.4166666666666667
DAMIMAS_A21B_0622,4,24,B3,6,3,2.0,0.25
DAMIMAS_A21B_0622,4,24,B4,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0623,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0623,4,23,B2,9,5,1.8,0.391304347826087
DAMIMAS_A21B_0623,4,23,B3,10,5,2.0,0.43478260869565216
DAMIMAS_A21B_0624,4,23,B1,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0624,4,23,B2,1,1,1.0,0.043478260869565216
DAMIMAS_A21B_0624,4,23,B3,12,8,1.5,0.5217391304347826
DAMIMAS_A21B_0624,4,23,B4,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0625,4,27,B2,5,3,1.6666666666666667,0.18518518518518517
DAMIMAS_A21B_0625,4,27,B3,16,9,1.7777777777777777,0.5925925925925926
DAMIMAS_A21B_0625,4,27,B4,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0626,4,25,B1,2,1,2.0,0.08
DAMIMAS_A21B_0626,4,25,B2,8,4,2.0,0.32
DAMIMAS_A21B_0626,4,25,B3,7,4,1.75,0.28
DAMIMAS_A21B_0626,4,25,B4,8,5,1.6,0.32
DAMIMAS_A21B_0627,4,17,B1,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0627,4,17,B2,7,4,1.75,0.4117647058823529
DAMIMAS_A21B_0627,4,17,B3,7,4,1.75,0.4117647058823529
DAMIMAS_A21B_0628,4,22,B2,4,2,2.0,0.18181818181818182
DAMIMAS_A21B_0628,4,22,B3,12,7,1.7142857142857142,0.5454545454545454
DAMIMAS_A21B_0628,4,22,B4,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0629,4,18,B1,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0629,4,18,B3,12,6,2.0,0.6666666666666666
DAMIMAS_A21B_0629,4,18,B4,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0630,4,23,B1,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0630,4,23,B2,9,5,1.8,0.391304347826087
DAMIMAS_A21B_0630,4,23,B3,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0630,4,23,B4,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0631,4,10,B2,5,3,1.6666666666666667,0.5
DAMIMAS_A21B_0631,4,10,B3,5,3,1.6666666666666667,0.5
DAMIMAS_A21B_0632,4,34,B1,6,3,2.0,0.17647058823529413
DAMIMAS_A21B_0632,4,34,B2,7,4,1.75,0.20588235294117646
DAMIMAS_A21B_0632,4,34,B3,15,10,1.5,0.4411764705882353
DAMIMAS_A21B_0632,4,34,B4,6,4,1.5,0.17647058823529413
DAMIMAS_A21B_0634,4,29,B1,7,4,1.75,0.2413793103448276
DAMIMAS_A21B_0634,4,29,B2,10,5,2.0,0.3448275862068966
DAMIMAS_A21B_0634,4,29,B3,6,4,1.5,0.20689655172413793
DAMIMAS_A21B_0634,4,29,B4,6,3,2.0,0.20689655172413793
DAMIMAS_A21B_0635,4,29,B1,6,3,2.0,0.20689655172413793
DAMIMAS_A21B_0635,4,29,B2,11,7,1.5714285714285714,0.3793103448275862
DAMIMAS_A21B_0635,4,29,B3,7,5,1.4,0.2413793103448276
DAMIMAS_A21B_0635,4,29,B4,5,3,1.6666666666666667,0.1724137931034483
DAMIMAS_A21B_0637,4,8,B1,3,2,1.5,0.375
DAMIMAS_A21B_0637,4,8,B3,3,2,1.5,0.375
DAMIMAS_A21B_0637,4,8,B4,2,1,2.0,0.25
DAMIMAS_A21B_0638,4,21,B1,7,4,1.75,0.3333333333333333
DAMIMAS_A21B_0638,4,21,B2,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0638,4,21,B3,6,4,1.5,0.2857142857142857
DAMIMAS_A21B_0638,4,21,B4,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0639,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0639,4,24,B2,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0639,4,24,B3,17,10,1.7,0.7083333333333334
DAMIMAS_A21B_0639,4,24,B4,1,1,1.0,0.041666666666666664
DAMIMAS_A21B_0641,4,26,B1,6,3,2.0,0.23076923076923078
DAMIMAS_A21B_0641,4,26,B2,5,3,1.6666666666666667,0.19230769230769232
DAMIMAS_A21B_0641,4,26,B3,9,5,1.8,0.34615384615384615
DAMIMAS_A21B_0641,4,26,B4,6,4,1.5,0.23076923076923078
DAMIMAS_A21B_0644,4,23,B2,3,2,1.5,0.13043478260869565
DAMIMAS_A21B_0644,4,23,B3,14,7,2.0,0.6086956521739131
DAMIMAS_A21B_0644,4,23,B4,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0645,4,13,B3,10,5,2.0,0.7692307692307693
DAMIMAS_A21B_0645,4,13,B4,3,2,1.5,0.23076923076923078
DAMIMAS_A21B_0646,4,19,B2,7,4,1.75,0.3684210526315789
DAMIMAS_A21B_0646,4,19,B3,9,5,1.8,0.47368421052631576
DAMIMAS_A21B_0646,4,19,B4,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0647,4,19,B2,7,4,1.75,0.3684210526315789
DAMIMAS_A21B_0647,4,19,B3,12,7,1.7142857142857142,0.631578947368421
DAMIMAS_A21B_0648,4,19,B3,13,8,1.625,0.6842105263157895
DAMIMAS_A21B_0648,4,19,B4,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0650,4,20,B1,4,2,2.0,0.2
DAMIMAS_A21B_0650,4,20,B2,3,2,1.5,0.15
DAMIMAS_A21B_0650,4,20,B3,9,6,1.5,0.45
DAMIMAS_A21B_0650,4,20,B4,4,3,1.3333333333333333,0.2
DAMIMAS_A21B_0653,4,20,B1,4,2,2.0,0.2
DAMIMAS_A21B_0653,4,20,B2,2,1,2.0,0.1
DAMIMAS_A21B_0653,4,20,B3,9,6,1.5,0.45
DAMIMAS_A21B_0653,4,20,B4,5,3,1.6666666666666667,0.25
DAMIMAS_A21B_0655,4,20,B1,4,2,2.0,0.2
DAMIMAS_A21B_0655,4,20,B2,2,1,2.0,0.1
DAMIMAS_A21B_0655,4,20,B3,11,7,1.5714285714285714,0.55
DAMIMAS_A21B_0655,4,20,B4,3,2,1.5,0.15
DAMIMAS_A21B_0656,4,25,B1,4,2,2.0,0.16
DAMIMAS_A21B_0656,4,25,B3,15,9,1.6666666666666667,0.6
DAMIMAS_A21B_0656,4,25,B4,6,5,1.2,0.24
DAMIMAS_A21B_0659,4,22,B1,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0659,4,22,B2,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0659,4,22,B3,15,8,1.875,0.6818181818181818
DAMIMAS_A21B_0659,4,22,B4,3,2,1.5,0.13636363636363635
DAMIMAS_A21B_0660,4,17,B2,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0660,4,17,B3,9,5,1.8,0.5294117647058824
DAMIMAS_A21B_0660,4,17,B4,5,3,1.6666666666666667,0.29411764705882354
DAMIMAS_A21B_0661,4,23,B1,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0661,4,23,B2,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0661,4,23,B3,13,8,1.625,0.5652173913043478
DAMIMAS_A21B_0661,4,23,B4,4,3,1.3333333333333333,0.17391304347826086
DAMIMAS_A21B_0664,4,28,B1,2,1,2.0,0.07142857142857142
DAMIMAS_A21B_0664,4,28,B2,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0664,4,28,B3,17,9,1.8888888888888888,0.6071428571428571
DAMIMAS_A21B_0664,4,28,B4,5,3,1.6666666666666667,0.17857142857142858
DAMIMAS_A21B_0665,4,24,B1,6,3,2.0,0.25
DAMIMAS_A21B_0665,4,24,B2,5,3,1.6666666666666667,0.20833333333333334
DAMIMAS_A21B_0665,4,24,B3,11,6,1.8333333333333333,0.4583333333333333
DAMIMAS_A21B_0665,4,24,B4,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0666,4,12,B3,7,4,1.75,0.5833333333333334
DAMIMAS_A21B_0666,4,12,B4,5,3,1.6666666666666667,0.4166666666666667
DAMIMAS_A21B_0667,4,19,B1,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0667,4,19,B2,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0667,4,19,B3,9,6,1.5,0.47368421052631576
DAMIMAS_A21B_0667,4,19,B4,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0668,4,27,B1,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0668,4,27,B2,2,1,2.0,0.07407407407407407
DAMIMAS_A21B_0668,4,27,B3,12,7,1.7142857142857142,0.4444444444444444
DAMIMAS_A21B_0668,4,27,B4,9,5,1.8,0.3333333333333333
DAMIMAS_A21B_0669,4,29,B1,5,3,1.6666666666666667,0.1724137931034483
DAMIMAS_A21B_0669,4,29,B2,2,1,2.0,0.06896551724137931
DAMIMAS_A21B_0669,4,29,B3,18,9,2.0,0.6206896551724138
DAMIMAS_A21B_0669,4,29,B4,4,3,1.3333333333333333,0.13793103448275862
DAMIMAS_A21B_0670,4,18,B1,1,1,1.0,0.05555555555555555
DAMIMAS_A21B_0670,4,18,B2,5,3,1.6666666666666667,0.2777777777777778
DAMIMAS_A21B_0670,4,18,B3,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0670,4,18,B4,8,5,1.6,0.4444444444444444
DAMIMAS_A21B_0671,4,23,B1,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0671,4,23,B2,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0671,4,23,B3,14,8,1.75,0.6086956521739131
DAMIMAS_A21B_0671,4,23,B4,5,3,1.6666666666666667,0.21739130434782608
DAMIMAS_A21B_0673,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0673,4,23,B2,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0673,4,23,B3,14,7,2.0,0.6086956521739131
DAMIMAS_A21B_0673,4,23,B4,3,2,1.5,0.13043478260869565
DAMIMAS_A21B_0675,4,26,B1,2,1,2.0,0.07692307692307693
DAMIMAS_A21B_0675,4,26,B2,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0675,4,26,B3,10,5,2.0,0.38461538461538464
DAMIMAS_A21B_0675,4,26,B4,10,5,2.0,0.38461538461538464
DAMIMAS_A21B_0676,4,26,B1,2,1,2.0,0.07692307692307693
DAMIMAS_A21B_0676,4,26,B2,6,3,2.0,0.23076923076923078
DAMIMAS_A21B_0676,4,26,B3,9,6,1.5,0.34615384615384615
DAMIMAS_A21B_0676,4,26,B4,9,5,1.8,0.34615384615384615
DAMIMAS_A21B_0677,4,26,B1,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0677,4,26,B2,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0677,4,26,B3,9,5,1.8,0.34615384615384615
DAMIMAS_A21B_0677,4,26,B4,9,5,1.8,0.34615384615384615
DAMIMAS_A21B_0679,4,27,B2,8,4,2.0,0.2962962962962963
DAMIMAS_A21B_0679,4,27,B3,14,7,2.0,0.5185185185185185
DAMIMAS_A21B_0679,4,27,B4,5,3,1.6666666666666667,0.18518518518518517
DAMIMAS_A21B_0680,4,30,B2,5,3,1.6666666666666667,0.16666666666666666
DAMIMAS_A21B_0680,4,30,B3,20,11,1.8181818181818181,0.6666666666666666
DAMIMAS_A21B_0680,4,30,B4,5,3,1.6666666666666667,0.16666666666666666
DAMIMAS_A21B_0681,4,28,B1,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0681,4,28,B2,2,1,2.0,0.07142857142857142
DAMIMAS_A21B_0681,4,28,B3,17,10,1.7,0.6071428571428571
DAMIMAS_A21B_0681,4,28,B4,5,4,1.25,0.17857142857142858
DAMIMAS_A21B_0685,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0685,4,24,B2,1,1,1.0,0.041666666666666664
DAMIMAS_A21B_0685,4,24,B3,11,6,1.8333333333333333,0.4583333333333333
DAMIMAS_A21B_0685,4,24,B4,8,4,2.0,0.3333333333333333
DAMIMAS_A21B_0686,4,24,B1,6,3,2.0,0.25
DAMIMAS_A21B_0686,4,24,B2,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0686,4,24,B3,10,6,1.6666666666666667,0.4166666666666667
DAMIMAS_A21B_0686,4,24,B4,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0688,4,24,B1,3,2,1.5,0.125
DAMIMAS_A21B_0688,4,24,B2,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0688,4,24,B3,14,8,1.75,0.5833333333333334
DAMIMAS_A21B_0688,4,24,B4,5,4,1.25,0.20833333333333334
DAMIMAS_A21B_0689,4,24,B2,8,4,2.0,0.3333333333333333
DAMIMAS_A21B_0689,4,24,B3,9,5,1.8,0.375
DAMIMAS_A21B_0689,4,24,B4,7,5,1.4,0.2916666666666667
DAMIMAS_A21B_0690,4,16,B1,2,1,2.0,0.125
DAMIMAS_A21B_0690,4,16,B2,2,1,2.0,0.125
DAMIMAS_A21B_0690,4,16,B3,4,2,2.0,0.25
DAMIMAS_A21B_0690,4,16,B4,8,4,2.0,0.5
DAMIMAS_A21B_0691,4,20,B2,4,2,2.0,0.2
DAMIMAS_A21B_0691,4,20,B3,12,7,1.7142857142857142,0.6
DAMIMAS_A21B_0691,4,20,B4,4,3,1.3333333333333333,0.2
DAMIMAS_A21B_0692,4,17,B1,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0692,4,17,B2,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0692,4,17,B3,10,5,2.0,0.5882352941176471
DAMIMAS_A21B_0692,4,17,B4,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0693,4,26,B1,2,1,2.0,0.07692307692307693
DAMIMAS_A21B_0693,4,26,B2,3,2,1.5,0.11538461538461539
DAMIMAS_A21B_0693,4,26,B3,16,9,1.7777777777777777,0.6153846153846154
DAMIMAS_A21B_0693,4,26,B4,5,3,1.6666666666666667,0.19230769230769232
DAMIMAS_A21B_0694,4,14,B1,3,2,1.5,0.21428571428571427
DAMIMAS_A21B_0694,4,14,B3,11,6,1.8333333333333333,0.7857142857142857
DAMIMAS_A21B_0695,4,23,B1,3,2,1.5,0.13043478260869565
DAMIMAS_A21B_0695,4,23,B2,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0695,4,23,B3,10,6,1.6666666666666667,0.43478260869565216
DAMIMAS_A21B_0695,4,23,B4,6,4,1.5,0.2608695652173913
DAMIMAS_A21B_0696,4,21,B2,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0696,4,21,B3,14,7,2.0,0.6666666666666666
DAMIMAS_A21B_0696,4,21,B4,5,3,1.6666666666666667,0.23809523809523808
DAMIMAS_A21B_0698,4,21,B1,5,3,1.6666666666666667,0.23809523809523808
DAMIMAS_A21B_0698,4,21,B3,10,5,2.0,0.47619047619047616
DAMIMAS_A21B_0698,4,21,B4,6,4,1.5,0.2857142857142857
DAMIMAS_A21B_0699,4,19,B2,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0699,4,19,B3,9,5,1.8,0.47368421052631576
DAMIMAS_A21B_0699,4,19,B4,7,5,1.4,0.3684210526315789
DAMIMAS_A21B_0700,4,20,B1,6,3,2.0,0.3
DAMIMAS_A21B_0700,4,20,B2,4,2,2.0,0.2
DAMIMAS_A21B_0700,4,20,B3,5,3,1.6666666666666667,0.25
DAMIMAS_A21B_0700,4,20,B4,5,3,1.6666666666666667,0.25
DAMIMAS_A21B_0701,4,27,B1,2,1,2.0,0.07407407407407407
DAMIMAS_A21B_0701,4,27,B2,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0701,4,27,B3,17,9,1.8888888888888888,0.6296296296296297
DAMIMAS_A21B_0701,4,27,B4,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0702,4,18,B1,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0702,4,18,B3,12,5,2.4,0.6666666666666666
DAMIMAS_A21B_0702,4,18,B4,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0705,4,26,B1,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0705,4,26,B2,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0705,4,26,B3,13,7,1.8571428571428572,0.5
DAMIMAS_A21B_0705,4,26,B4,5,3,1.6666666666666667,0.19230769230769232
DAMIMAS_A21B_0707,4,26,B2,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0707,4,26,B3,19,10,1.9,0.7307692307692307
DAMIMAS_A21B_0707,4,26,B4,3,2,1.5,0.11538461538461539
DAMIMAS_A21B_0709,4,27,B1,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0709,4,27,B2,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0709,4,27,B3,10,6,1.6666666666666667,0.37037037037037035
DAMIMAS_A21B_0709,4,27,B4,7,4,1.75,0.25925925925925924
DAMIMAS_A21B_0710,4,25,B1,6,3,2.0,0.24
DAMIMAS_A21B_0710,4,25,B2,5,2,2.5,0.2
DAMIMAS_A21B_0710,4,25,B3,10,5,2.0,0.4
DAMIMAS_A21B_0710,4,25,B4,4,2,2.0,0.16
DAMIMAS_A21B_0711,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0711,4,23,B2,5,2,2.5,0.21739130434782608
DAMIMAS_A21B_0711,4,23,B3,10,6,1.6666666666666667,0.43478260869565216
DAMIMAS_A21B_0711,4,23,B4,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0714,4,26,B2,6,3,2.0,0.23076923076923078
DAMIMAS_A21B_0714,4,26,B3,10,5,2.0,0.38461538461538464
DAMIMAS_A21B_0714,4,26,B4,10,6,1.6666666666666667,0.38461538461538464
DAMIMAS_A21B_0715,4,26,B1,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0715,4,26,B2,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0715,4,26,B3,14,7,2.0,0.5384615384615384
DAMIMAS_A21B_0715,4,26,B4,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0717,4,24,B1,5,2,2.5,0.20833333333333334
DAMIMAS_A21B_0717,4,24,B2,3,2,1.5,0.125
DAMIMAS_A21B_0717,4,24,B3,11,6,1.8333333333333333,0.4583333333333333
DAMIMAS_A21B_0717,4,24,B4,5,3,1.6666666666666667,0.20833333333333334
DAMIMAS_A21B_0719,4,19,B1,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0719,4,19,B2,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0719,4,19,B3,13,8,1.625,0.6842105263157895
DAMIMAS_A21B_0720,4,25,B1,7,3,2.3333333333333335,0.28
DAMIMAS_A21B_0720,4,25,B3,16,9,1.7777777777777777,0.64
DAMIMAS_A21B_0720,4,25,B4,2,1,2.0,0.08
DAMIMAS_A21B_0721,4,28,B1,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0721,4,28,B2,3,2,1.5,0.10714285714285714
DAMIMAS_A21B_0721,4,28,B3,18,9,2.0,0.6428571428571429
