method,acc_within1_pct,exact_profile_acc_pct,macro_class_MAE,total_count_MAE,total_count_within1_pct,n_fail,MAE_B1,MAE_B2,MAE_B3,MAE_B4,bias_B1,bias_B2,bias_B3,bias_B4
M31_side_aware_selector,89.29695697796433,26.652675760755507,0.3024658971668416,1.0272822665267576,75.97061909758656,102,0.11227701993704092,0.22875131164742918,0.5708289611752361,0.29800629590766003,0.07869884575026233,0.07135362014690451,0.0,-0.09024134312696747
M41_b3frac_divisor,87.5131164742917,25.918153200419724,0.3074501573976915,1.0514165792235046,74.18677859391396,119,0.11017838405036726,0.236096537250787,0.5708289611752361,0.3126967471143757,0.06190975865687303,-0.080797481636936,-0.04197271773347324,0.023084994753410283
M01,86.77859391395593,26.33788037775446,0.387722980062959,1.3704092339979013,74.18677859391396,126,0.18153200419727178,0.33997901364113325,0.7303252885624344,0.2990556138509968,0.15424973767051417,0.20146904512067157,0.23504721930745015,-0.0912906610703043
