method,split,n,acc_within1_pct,exact_profile_pct,macro_MAE
M01_selector_b2b3,test,166,89.7590361445783,27.10843373493976,0.32680722891566266
M01_selector_b2b3,train,599,88.14691151919867,26.37729549248748,0.3789649415692822
M01_selector_b2b3,unknown,12,25.0,0.0,1.7916666666666665
M01_selector_b2b3,val,176,83.52272727272727,27.27272727272727,0.37926136363636365
M06_weight_visibility,test,166,88.55421686746988,24.096385542168676,0.35240963855421686
M06_weight_visibility,train,599,87.14524207011685,25.041736227045075,0.37604340567612693
M06_weight_visibility,unknown,12,33.33333333333333,0.0,1.4583333333333335
M06_weight_visibility,val,176,84.0909090909091,28.97727272727273,0.3622159090909091
M70_vis_nscaled,test,166,89.1566265060241,26.506024096385545,0.32228915662650603
M70_vis_nscaled,train,599,89.31552587646077,25.87646076794658,0.30342237061769617
M70_vis_nscaled,unknown,12,41.66666666666667,0.0,0.8125
M70_vis_nscaled,val,176,87.5,29.545454545454547,0.29545454545454547
M71_active_hemisphere,test,166,84.93975903614458,9.63855421686747,0.5120481927710844
M71_active_hemisphere,train,599,84.47412353923205,11.853088480801336,0.48455759599332215
M71_active_hemisphere,unknown,12,66.66666666666666,8.333333333333332,0.7916666666666666
M71_active_hemisphere,val,176,84.0909090909091,9.090909090909092,0.4786931818181818
M72_blend_vis_active,test,166,84.93975903614458,28.313253012048197,0.32981927710843373
M72_blend_vis_active,train,599,84.30717863105176,24.040066777963272,0.33514190317195325
M72_blend_vis_active,unknown,12,41.66666666666667,25.0,0.75
M72_blend_vis_active,val,176,84.0909090909091,23.863636363636363,0.32954545454545453
M73_vis_nscaled_b2b3,test,166,89.1566265060241,26.506024096385545,0.32228915662650603
M73_vis_nscaled_b2b3,train,599,89.31552587646077,25.87646076794658,0.30342237061769617
M73_vis_nscaled_b2b3,unknown,12,33.33333333333333,0.0,0.8125
M73_vis_nscaled_b2b3,val,176,87.5,29.545454545454547,0.29545454545454547
M74_active_hemisphere_b2b3,test,166,83.73493975903614,12.048192771084338,0.46837349397590367
M74_active_hemisphere_b2b3,train,599,84.80801335559266,13.689482470784641,0.4353088480801336
M74_active_hemisphere_b2b3,unknown,12,66.66666666666666,8.333333333333332,0.7083333333333334
M74_active_hemisphere_b2b3,val,176,84.0909090909091,9.090909090909092,0.4474431818181818
M75_blend_b2b3,test,166,84.93975903614458,28.313253012048197,0.32831325301204817
M75_blend_b2b3,train,599,84.30717863105176,24.207011686143574,0.33347245409015025
M75_blend_b2b3,unknown,12,41.66666666666667,25.0,0.75
M75_blend_b2b3,val,176,84.0909090909091,23.863636363636363,0.32954545454545453
M76_min_conservative,test,166,84.93975903614458,28.915662650602407,0.32981927710843373
M76_min_conservative,train,599,84.14023372287144,24.040066777963272,0.33514190317195325
M76_min_conservative,unknown,12,41.66666666666667,25.0,0.75
M76_min_conservative,val,176,84.0909090909091,24.431818181818183,0.3267045454545454
