method,acc_within1_pct,exact_profile_acc_pct,macro_class_MAE,total_count_MAE,total_count_within1_pct,n_fail,MAE_B1,MAE_B2,MAE_B3,MAE_B4,bias_B1,bias_B2,bias_B3,bias_B4
M01_selector_b2b3,86.77859391395593,26.33788037775446,0.387722980062959,1.3704092339979013,74.18677859391396,126,0.18153200419727178,0.33997901364113325,0.7303252885624344,0.2990556138509968,0.15424973767051417,0.20146904512067157,0.23504721930745015,-0.0912906610703043
M03_blend_geometric,86.3588667366212,26.862539349422875,0.38798530954879334,1.3714585519412381,74.60650577124869,130,0.17628541448058763,0.3336831059811123,0.7471143756558237,0.29485834207764955,0.15110178384050368,0.15739769150052466,0.2203567681007345,-0.15634837355718784
M05_blend_vis_divide,86.25393494228751,25.288562434417628,0.39926547743966423,1.378803777544596,74.08184679958028,131,0.2088142707240294,0.3357817418677859,0.7481636935991606,0.304302203567681,0.20041972717733472,0.15949632738719832,0.22770199370409233,-0.1657922350472193
M06_weight_visibility,86.14900314795383,25.288562434417628,0.3830010493179433,1.3116474291710387,73.66211962224554,132,0.2088142707240294,0.3252885624344176,0.6988457502623295,0.2990556138509968,0.20041972717733472,0.14900314795383002,0.16369359916054566,-0.18363064008394545
M07_weight_coverage,86.14900314795383,25.813221406086047,0.38037775445960126,1.3074501573976915,73.8719832109129,132,0.2088142707240294,0.3252885624344176,0.6977964323189927,0.28961175236096537,0.20041972717733472,0.14900314795383002,0.16474291710388247,-0.17418677859391396
