method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",4.3542,0.0,17.42,-43.54,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",4.3607,0.0,17.44,-43.61,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",4.3607,0.0,17.44,-43.61,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",4.3618,0.0,17.45,-43.62,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",4.3618,0.0,17.45,-43.62,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",4.3739,0.0,17.5,-43.74,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",4.3772,0.0,17.51,-43.77,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",4.3794,0.0,17.52,-43.79,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",4.3871,0.0,17.55,-43.87,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",4.3947,0.0,17.58,-43.95,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",4.4013,0.0,17.61,-44.01,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",4.4046,0.0,17.62,-44.05,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",4.4068,0.0,17.63,-44.07,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",4.4068,0.0,17.63,-44.07,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",4.4079,0.0,17.63,-44.08,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",4.4221,0.0,17.69,-44.22,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",4.432,0.0,17.73,-44.32,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",4.4452,0.0,17.78,-44.45,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",4.4452,0.0,17.78,-44.45,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",4.4561,0.0,17.82,-44.56,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",4.4561,0.0,17.82,-44.56,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",4.5855,0.0,18.34,-45.86,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",4.5987,0.0,18.39,-45.99,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6162,0.0,18.46,-46.16,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",4.6184,0.0,18.47,-46.18,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6195,0.0,18.48,-46.2,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6261,0.0,18.5,-46.26,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",4.6283,0.0,18.51,-46.28,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",4.6338,0.0,18.54,-46.34,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6338,0.0,18.54,-46.34,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",4.636,0.0,18.54,-46.36,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",4.636,0.0,18.54,-46.36,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",4.6371,0.0,18.55,-46.37,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6371,0.0,18.55,-46.37,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",4.6393,0.0,18.56,-46.39,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6404,0.0,18.56,-46.4,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",4.6425,0.0,18.57,-46.43,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",4.648,0.0,18.59,-46.48,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6491,0.0,18.6,-46.49,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6502,0.0,18.6,-46.5,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6535,0.0,18.61,-46.54,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6568,0.0,18.63,-46.57,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6579,0.0,18.63,-46.58,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6645,0.0,18.66,-46.64,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",4.6656,0.0,18.66,-46.66,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6711,0.0,18.68,-46.71,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",4.6711,0.0,18.68,-46.71,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",4.6754,0.0,18.7,-46.75,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",4.6776,0.0,18.71,-46.78,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",4.682,0.0,18.73,-46.82,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6831,0.0,18.73,-46.83,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",4.6864,0.0,18.75,-46.86,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",4.7083,0.0,18.83,-47.08,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",4.7094,0.0,18.84,-47.09,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",4.7138,0.0,18.86,-47.14,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",4.7149,0.0,18.86,-47.15,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",4.716,0.0,18.86,-47.16,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",4.7237,0.0,18.89,-47.24,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",4.7368,0.0,18.95,-47.37,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",4.7445,0.0,18.98,-47.45,228
stack_3,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.8}",4.7555,0.0,19.02,-47.55,228
stack_3,"{'corrected': 0.8, 'graph': 1.0, 'adaptive_ridge': 1.0}",4.7621,0.0,19.05,-47.62,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",4.7686,0.0,19.07,-47.69,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",4.7993,0.0,19.2,-47.99,228
stack_3,"{'corrected': 1.0, 'graph': 0.8, 'adaptive_ridge': 1.0}",4.818,0.0,19.27,-48.18,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",4.8279,0.0,19.31,-48.28,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",4.83,0.0,19.32,-48.3,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",4.8509,0.0,19.4,-48.51,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",4.8542,0.0,19.42,-48.54,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",4.8553,0.0,19.42,-48.55,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",4.8553,0.0,19.42,-48.55,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",4.8586,0.0,19.43,-48.59,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",4.8607,0.0,19.44,-48.61,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.8651,0.0,19.46,-48.65,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",4.8662,0.0,19.46,-48.66,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",4.8717,0.0,19.49,-48.72,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",4.8772,0.0,19.51,-48.77,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",4.8893,0.0,19.56,-48.89,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",4.8893,0.0,19.56,-48.89,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",4.8936,0.0,19.57,-48.94,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",4.8947,0.0,19.58,-48.95,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.898,0.0,19.59,-48.98,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",4.9101,0.0,19.64,-49.1,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",4.9156,0.0,19.66,-49.16,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.9156,0.0,19.66,-49.16,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",4.9178,0.0,19.67,-49.18,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",4.9221,0.0,19.69,-49.22,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",4.9232,0.0,19.69,-49.23,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",4.9254,0.0,19.7,-49.25,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",4.9265,0.0,19.71,-49.27,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",4.9276,0.0,19.71,-49.28,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",4.9276,0.0,19.71,-49.28,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",4.9276,0.0,19.71,-49.28,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",4.9331,0.0,19.73,-49.33,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",4.9353,0.0,19.74,-49.35,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",4.9386,0.0,19.75,-49.39,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",4.9408,0.0,19.76,-49.41,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",4.9452,0.0,19.78,-49.45,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",4.9539,0.0,19.82,-49.54,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",4.9583,0.0,19.83,-49.58,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",4.9627,0.0,19.85,-49.63,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.9704,0.0,19.88,-49.7,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",4.9759,0.0,19.9,-49.76,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",4.9814,0.0,19.93,-49.81,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",4.9836,0.0,19.93,-49.84,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",5.0,0.0,20.0,-50.0,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",5.0077,0.0,20.03,-50.08,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",5.0121,0.0,20.05,-50.12,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",5.1053,0.0,20.42,-51.05,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",5.1173,0.0,20.47,-51.17,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",5.1316,0.0,20.53,-51.32,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",5.1404,0.0,20.56,-51.4,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",5.1502,0.0,20.6,-51.5,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",5.1513,0.0,20.61,-51.51,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",5.1568,0.0,20.63,-51.57,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",5.1645,0.0,20.66,-51.64,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",5.1678,0.0,20.67,-51.68,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",5.1743,0.0,20.7,-51.74,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",5.1776,0.0,20.71,-51.78,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",5.1787,0.0,20.71,-51.79,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",5.182,0.0,20.73,-51.82,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",5.1919,0.0,20.77,-51.92,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",5.1919,0.0,20.77,-51.92,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",5.1919,0.0,20.77,-51.92,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",5.1919,0.0,20.77,-51.92,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",5.1941,0.0,20.78,-51.94,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",5.1952,0.0,20.78,-51.95,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",5.1952,0.0,20.78,-51.95,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",5.1963,0.0,20.79,-51.96,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",5.2018,0.0,20.81,-52.02,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",5.205,0.0,20.82,-52.05,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",5.2094,0.0,20.84,-52.09,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",5.2094,0.0,20.84,-52.09,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",5.2094,0.0,20.84,-52.09,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",5.2094,0.0,20.84,-52.09,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",5.2149,0.0,20.86,-52.15,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",5.2215,0.0,20.89,-52.21,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",5.2259,0.0,20.9,-52.26,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",5.2259,0.0,20.9,-52.26,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",5.2281,0.0,20.91,-52.28,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",5.2325,0.0,20.93,-52.32,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",5.2336,0.0,20.93,-52.34,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",5.2357,0.0,20.94,-52.36,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",5.2368,0.0,20.95,-52.37,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",5.2434,0.0,20.97,-52.43,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",5.2434,0.0,20.97,-52.43,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",5.2522,0.0,21.01,-52.52,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",5.2544,0.0,21.02,-52.54,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",5.2544,0.0,21.02,-52.54,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",5.2555,0.0,21.02,-52.55,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",5.2566,0.0,21.03,-52.57,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",5.2588,0.0,21.04,-52.59,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",5.2599,0.0,21.04,-52.6,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",5.261,0.0,21.04,-52.61,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",5.2643,0.0,21.06,-52.64,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",5.2697,0.0,21.08,-52.7,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",5.2719,0.0,21.09,-52.72,228
