tree_id,split,has_json,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,feature_cluster_B1,feature_cluster_B2,feature_cluster_B3,feature_cluster_B4,feature_cluster_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,learned_graph_B1,learned_graph_B2,learned_graph_B3,learned_graph_B4,learned_graph_total,hungarian_match_B1,hungarian_match_B2,hungarian_match_B3,hungarian_match_B4,hungarian_match_total,cascade_match_B1,cascade_match_B2,cascade_match_B3,cascade_match_B4,cascade_match_total
DAMIMAS_A21B_0776,nonjson,False,17,4,2,2,9,4,17,1,1,5,2,9,2,1,1,1,5,1,1,5,2,9,2,2,1,1,6,2,2,3,2,9,2,1,1,2,6
DAMIMAS_A21B_0777,nonjson,False,18,4,4,1,6,7,18,2,1,3,4,10,1,1,1,3,6,2,1,3,4,10,1,1,1,7,10,2,1,4,7,14,1,1,1,3,6
DAMIMAS_A21B_0778,nonjson,False,9,4,0,0,5,4,9,0,0,3,2,5,0,0,2,1,3,0,0,3,2,5,0,0,2,3,5,0,0,3,3,6,0,0,2,1,3
DAMIMAS_A21B_0779,nonjson,False,14,4,3,2,8,1,14,2,1,4,1,8,1,1,1,1,4,2,1,4,1,8,1,1,1,1,4,2,1,1,1,5,1,1,1,1,4
DAMIMAS_A21B_0780,train,True,7,4,0,0,1,6,7,0,0,1,4,5,0,0,1,1,2,0,0,1,3,4,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2
DAMIMAS_A21B_0781,train,True,22,4,1,9,6,6,22,1,5,3,4,13,1,1,1,1,4,1,5,3,3,12,1,1,1,1,4,1,3,2,2,8,1,1,1,1,4
DAMIMAS_A21B_0782,train,True,5,3,0,0,4,1,5,0,0,2,1,3,0,0,1,1,2,0,0,2,1,3,0,0,1,1,2,0,0,2,1,3,0,0,1,1,2
DAMIMAS_A21B_0783,train,True,23,4,3,3,14,3,23,2,2,8,2,14,2,1,1,1,5,2,2,7,2,13,2,1,1,1,5,2,1,5,1,9,2,1,2,1,6
DAMIMAS_A21B_0784,train,True,13,4,0,5,7,1,13,0,3,4,1,8,0,1,1,1,3,0,3,4,1,8,0,1,1,1,3,0,2,3,1,6,0,2,1,1,4
DAMIMAS_A21B_0785,train,True,14,4,0,9,5,0,14,0,5,3,0,8,0,1,1,0,2,0,5,3,0,8,0,1,1,0,2,0,3,2,0,5,0,1,1,0,2
DAMIMAS_A21B_0786,train,True,6,4,2,1,3,0,6,1,1,2,0,4,1,1,1,0,3,1,1,2,0,4,1,1,1,0,3,1,1,1,0,3,1,1,1,0,3
DAMIMAS_A21B_0787,train,True,12,4,0,4,8,0,12,0,2,4,0,6,0,1,1,0,2,0,2,4,0,6,0,1,1,0,2,0,1,1,0,2,0,1,1,0,2
DAMIMAS_A21B_0788,train,True,21,4,1,1,12,7,21,1,1,7,4,13,1,1,1,1,4,1,1,7,4,13,1,1,1,1,4,1,1,5,2,9,1,1,1,1,4
DAMIMAS_A21B_0789,train,True,26,4,4,10,7,5,26,2,6,4,3,15,1,1,1,1,4,2,6,4,3,15,1,1,1,1,4,2,3,4,2,11,2,1,1,1,5
DAMIMAS_A21B_0790,train,True,14,4,3,1,9,1,14,2,1,5,1,9,1,1,1,1,4,2,1,5,1,9,1,1,2,1,5,1,1,3,1,6,1,1,2,1,5
DAMIMAS_A21B_0791,train,True,9,4,0,3,6,0,9,0,2,3,0,5,0,1,1,0,2,0,2,3,0,5,0,1,1,0,2,0,1,2,0,3,0,1,1,0,2
DAMIMAS_A21B_0792,train,True,22,4,0,7,13,2,22,0,4,7,1,12,0,1,1,1,3,0,4,7,1,12,0,1,1,2,4,0,3,4,2,9,0,1,1,1,3
DAMIMAS_A21B_0794,train,True,17,4,1,3,12,1,17,1,2,7,1,11,1,1,1,1,4,1,2,7,1,11,1,2,1,1,5,1,2,4,1,8,1,1,3,1,6
DAMIMAS_A21B_0795,train,True,8,4,1,3,4,0,8,1,2,2,0,5,1,1,2,0,4,1,2,2,0,5,1,2,3,0,6,1,2,3,0,6,1,2,3,0,6
DAMIMAS_A21B_0796,train,True,13,4,0,0,11,2,13,0,0,6,1,7,0,0,1,1,2,0,0,6,1,7,0,0,1,1,2,0,0,4,1,5,0,0,2,1,3
DAMIMAS_A21B_0797,train,True,13,4,4,7,2,0,13,2,4,1,0,7,2,1,1,0,4,2,4,1,0,7,2,1,2,0,5,3,2,2,0,7,2,1,1,0,4
DAMIMAS_A21B_0798,train,True,10,4,4,2,3,1,10,2,1,2,1,6,1,1,1,1,4,2,1,2,1,6,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4
DAMIMAS_A21B_0799,train,True,15,4,0,0,10,5,15,0,0,6,3,9,0,0,1,1,2,0,0,6,3,9,0,0,1,1,2,0,0,3,2,5,0,0,2,1,3
DAMIMAS_A21B_0800,train,True,17,4,0,4,9,4,17,0,2,5,2,9,0,1,2,2,5,0,2,5,2,9,0,1,2,2,5,0,3,6,3,12,0,3,2,2,7
DAMIMAS_A21B_0801,train,True,20,4,3,7,4,6,20,2,4,2,4,12,1,1,1,1,4,2,4,2,3,11,1,1,1,1,4,1,2,1,1,5,1,1,2,1,5
DAMIMAS_A21B_0802,train,True,9,4,1,1,1,6,9,1,1,1,4,7,1,1,1,1,4,1,1,1,3,6,1,1,1,1,4,1,1,1,3,6,1,1,1,1,4
DAMIMAS_A21B_0803,train,True,25,4,2,2,14,7,25,1,1,8,4,14,1,1,1,1,4,1,1,8,4,14,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0804,train,True,17,4,3,4,9,1,17,2,2,5,1,10,1,1,1,1,4,2,2,5,1,10,1,1,1,1,4,1,2,3,1,7,1,1,1,1,4
DAMIMAS_A21B_0805,train,True,25,4,3,8,8,6,25,2,4,4,4,14,1,1,1,1,4,2,5,4,3,14,1,1,1,1,4,1,3,3,2,9,1,2,1,1,5
DAMIMAS_A21B_0806,train,True,11,4,2,1,7,1,11,1,1,4,1,7,1,1,1,1,4,1,1,4,1,7,1,1,1,1,4,1,1,2,1,5,1,1,1,1,4
DAMIMAS_A21B_0807,train,True,17,4,0,1,2,14,17,0,1,1,8,10,0,1,1,1,3,0,1,1,8,10,0,1,1,2,4,0,1,1,3,5,0,1,1,3,5
DAMIMAS_A21B_0808,train,True,22,4,4,4,6,8,22,2,2,3,5,12,1,1,1,1,4,2,2,3,4,11,1,1,2,1,5,2,2,3,3,10,1,2,2,2,7
DAMIMAS_A21B_0809,val,True,24,4,4,4,12,4,24,2,2,7,2,13,1,1,1,1,4,2,2,7,2,13,1,4,1,1,7,2,4,4,3,13,1,1,1,1,4
DAMIMAS_A21B_0810,nonjson,False,46,8,2,3,27,14,46,1,2,15,8,26,1,1,1,1,4,1,2,14,7,24,1,3,1,1,6,2,3,18,6,29,0,1,1,1,3
DAMIMAS_A21B_0811,nonjson,False,48,8,3,11,32,2,48,2,6,18,1,27,1,1,1,1,4,2,6,17,1,26,2,2,1,2,7,2,8,19,2,31,1,1,1,1,4
DAMIMAS_A21B_0812,nonjson,False,39,8,3,15,20,1,39,2,8,11,1,22,1,1,1,1,4,2,8,11,1,22,2,1,1,1,5,2,9,13,1,25,1,1,1,1,4
DAMIMAS_A21B_0813,nonjson,False,23,8,3,0,10,10,23,2,0,6,6,14,1,0,1,1,3,2,0,5,5,12,1,0,2,3,6,3,0,5,7,15,0,0,1,1,2
DAMIMAS_A21B_0814,nonjson,False,24,8,0,0,20,4,24,0,0,11,2,13,0,0,1,1,2,0,0,11,2,13,0,0,1,1,2,0,0,13,3,16,0,0,1,1,2
DAMIMAS_A21B_0815,nonjson,False,51,8,2,13,31,5,51,1,7,17,3,28,1,1,1,1,4,1,7,17,3,28,1,2,1,4,8,2,9,18,5,34,0,1,1,1,3
DAMIMAS_A21B_0816,nonjson,False,45,8,5,12,25,3,45,3,7,14,2,26,1,1,1,1,4,3,6,13,2,24,1,3,2,1,7,4,6,19,2,31,1,1,1,1,4
DAMIMAS_A21B_0817,nonjson,False,28,8,12,9,7,0,28,6,5,4,0,15,1,1,1,0,3,6,5,4,0,15,2,1,1,0,4,8,6,5,0,19,1,1,1,0,3
DAMIMAS_A21B_0818,nonjson,False,40,8,1,13,26,0,40,1,7,14,0,22,1,1,1,0,3,1,7,14,0,22,1,3,2,0,6,1,8,17,0,26,1,1,1,0,3
DAMIMAS_A21B_0819,nonjson,False,45,8,0,8,33,4,45,0,4,18,2,24,0,1,1,1,3,0,4,18,2,24,0,1,1,2,4,0,5,24,3,32,0,1,1,1,3
DAMIMAS_A21B_0820,nonjson,False,46,8,1,13,29,3,46,1,7,16,2,26,1,1,1,1,4,1,7,15,2,25,1,2,1,3,7,1,11,19,3,34,1,1,2,1,5
DAMIMAS_A21B_0821,nonjson,False,21,8,9,2,8,2,21,5,1,4,1,11,1,1,1,1,4,5,1,4,1,11,1,2,5,2,10,6,2,7,2,17,2,0,2,1,5
DAMIMAS_A21B_0822,nonjson,False,38,8,4,3,29,2,38,2,2,16,1,21,1,1,1,1,4,2,2,15,1,20,1,1,1,1,4,2,3,17,1,23,1,0,1,1,3
DAMIMAS_A21B_0823,nonjson,False,57,8,7,4,32,14,57,4,2,18,8,32,1,1,1,1,4,4,2,17,8,31,1,3,1,2,7,6,3,18,12,39,1,1,1,1,4
DAMIMAS_A21B_0824,nonjson,False,41,8,4,20,16,1,41,2,11,9,1,23,1,1,1,1,4,2,11,9,1,23,2,1,1,1,5,3,16,11,1,31,1,1,1,1,4
DAMIMAS_A21B_0825,nonjson,False,28,8,6,2,13,7,28,3,1,7,4,15,1,1,1,1,4,3,1,7,4,15,1,2,1,5,9,5,2,8,7,22,1,1,1,1,4
DAMIMAS_A21B_0826,nonjson,False,21,8,0,11,10,0,21,0,6,6,0,12,0,1,1,0,2,0,6,5,0,11,0,1,2,0,3,0,8,5,0,13,0,1,1,0,2
DAMIMAS_A21B_0827,nonjson,False,45,8,4,2,25,14,45,2,1,14,8,25,1,1,1,1,4,2,1,13,7,23,1,2,1,1,5,4,2,16,9,31,1,1,1,1,4
DAMIMAS_A21B_0828,nonjson,False,49,8,5,15,28,1,49,3,8,16,1,28,1,1,1,1,4,3,8,15,1,27,2,2,1,1,6,5,10,17,1,33,1,1,1,1,4
DAMIMAS_A21B_0829,nonjson,False,33,8,6,3,18,6,33,3,2,10,4,19,1,1,1,1,4,3,2,10,3,18,3,2,2,2,9,4,2,11,5,22,1,1,1,1,4
DAMIMAS_A21B_0830,nonjson,False,34,8,12,6,8,8,34,6,3,4,5,18,1,1,1,1,4,6,3,4,4,17,1,2,1,1,5,7,5,6,7,25,1,1,1,1,4
DAMIMAS_A21B_0831,nonjson,False,52,8,3,7,35,7,52,2,4,19,4,29,1,1,1,1,4,2,4,19,4,29,1,2,1,5,9,1,6,23,7,37,1,2,1,1,5
DAMIMAS_A21B_0832,nonjson,False,37,8,0,8,28,1,37,0,4,16,1,21,0,1,1,1,3,0,4,15,1,20,0,2,1,1,4,0,5,18,1,24,0,1,1,1,3
DAMIMAS_A21B_0833,nonjson,False,22,8,8,1,10,3,22,4,1,6,2,13,1,1,1,1,4,4,1,5,2,12,1,1,1,2,5,6,1,7,2,16,1,1,1,1,4
DAMIMAS_A21B_0834,nonjson,False,46,8,5,15,13,13,46,3,8,7,8,26,1,1,1,1,4,3,8,7,7,25,1,5,1,1,8,4,7,11,10,32,1,1,1,1,4
DAMIMAS_A21B_0835,nonjson,False,43,8,0,1,37,5,43,0,1,21,3,25,0,1,1,1,3,0,1,20,3,24,0,1,1,1,3,0,1,23,3,27,0,1,2,1,4
DAMIMAS_A21B_0836,nonjson,False,36,8,11,9,16,0,36,6,5,9,0,20,1,1,1,0,3,6,5,8,0,19,2,3,1,0,6,7,6,11,0,24,1,1,1,0,3
DAMIMAS_A21B_0837,nonjson,False,35,8,8,3,21,3,35,4,2,12,2,20,1,1,1,2,5,4,2,11,2,19,2,2,1,3,8,6,2,17,3,28,2,1,2,1,6
DAMIMAS_A21B_0838,nonjson,False,34,7,0,3,14,17,34,0,2,8,10,20,0,1,1,1,3,0,2,7,9,18,0,2,1,1,4,0,3,11,14,28,0,1,1,1,3
DAMIMAS_A21B_0839,nonjson,False,36,8,5,3,27,1,36,3,2,15,1,21,1,1,1,1,4,3,2,14,1,20,2,2,1,1,6,5,3,17,1,26,2,2,2,1,7
DAMIMAS_A21B_0840,nonjson,False,45,8,5,21,18,1,45,3,12,10,1,26,1,1,1,1,4,3,11,10,1,25,1,1,1,1,4,4,15,12,1,32,1,1,1,1,4
DAMIMAS_A21B_0841,nonjson,False,22,8,7,1,10,4,22,4,1,6,2,13,1,1,1,1,4,4,1,5,2,12,2,1,1,4,8,4,1,6,4,15,1,1,1,1,4
DAMIMAS_A21B_0842,nonjson,False,46,8,8,10,16,12,46,4,6,9,7,26,1,1,1,1,4,4,5,9,6,24,2,3,2,2,9,6,7,9,8,30,1,1,1,1,4
DAMIMAS_A21B_0843,nonjson,False,34,8,0,5,24,5,34,0,3,13,3,19,0,1,1,1,3,0,3,12,3,18,0,1,1,1,3,0,2,16,5,23,0,1,1,1,3
DAMIMAS_A21B_0844,nonjson,False,45,8,5,17,21,2,45,3,10,12,1,26,1,1,1,2,5,3,9,11,1,24,1,1,1,2,5,4,12,15,2,33,1,2,1,1,5
DAMIMAS_A21B_0845,nonjson,False,13,8,3,1,8,1,13,2,1,4,1,8,1,1,1,1,4,2,1,4,1,8,1,1,1,1,4,2,1,6,1,10,1,1,1,1,4
DAMIMAS_A21B_0846,nonjson,False,26,8,0,12,14,0,26,0,7,8,0,15,0,1,1,0,2,0,6,7,0,13,0,2,1,0,3,0,4,11,0,15,0,1,1,0,2
DAMIMAS_A21B_0847,nonjson,False,44,8,3,10,29,2,44,2,6,16,1,25,1,1,1,1,4,2,5,15,1,23,2,2,1,1,6,2,8,18,1,29,1,1,1,1,4
DAMIMAS_A21B_0848,nonjson,False,25,8,0,9,15,1,25,0,5,8,1,14,0,1,1,1,3,0,5,8,1,14,0,1,1,1,3,0,6,10,1,17,0,1,1,1,3
DAMIMAS_A21B_0849,nonjson,False,19,8,5,2,10,2,19,3,1,6,1,11,1,1,1,1,4,3,1,5,1,10,1,1,2,1,5,3,2,6,2,13,1,0,2,0,3
DAMIMAS_A21B_0850,nonjson,False,43,8,6,6,18,13,43,3,3,10,8,24,1,1,1,1,4,3,3,10,7,23,2,4,1,1,8,3,6,11,9,29,1,1,1,2,5
DAMIMAS_A21B_0851,nonjson,False,51,8,0,15,32,4,51,0,8,18,2,28,0,1,1,1,3,0,8,17,2,27,0,1,1,4,6,0,10,18,4,32,0,1,1,1,3
DAMIMAS_A21B_0852,nonjson,False,14,8,2,8,4,0,14,1,4,2,0,7,1,1,1,0,3,1,4,2,0,7,2,2,1,0,5,2,6,3,0,11,1,1,1,0,3
DAMIMAS_A21B_0853,nonjson,False,28,8,6,3,14,5,28,3,2,8,3,16,1,1,1,1,4,3,2,7,3,15,1,2,2,3,8,3,3,11,4,21,1,1,1,1,4
DAMIMAS_A21B_0854,nonjson,False,42,8,12,6,12,12,42,6,3,7,7,23,1,1,1,1,4,6,3,6,6,21,1,4,1,2,8,9,5,7,10,31,1,1,1,2,5
LONSUM_A21A_0001,nonjson,False,6,4,0,0,3,3,6,0,0,2,2,4,0,0,1,1,2,0,0,2,2,4,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0002,nonjson,False,11,4,0,6,5,0,11,0,3,3,0,6,0,1,1,0,2,0,3,3,0,6,0,1,1,0,2,0,3,2,0,5,0,1,1,0,2
LONSUM_A21A_0003,nonjson,False,16,4,0,0,8,8,16,0,0,4,5,9,0,0,1,1,2,0,0,4,4,8,0,0,1,1,2,0,0,3,4,7,0,0,1,1,2
LONSUM_A21A_0004,nonjson,False,15,4,0,6,9,0,15,0,3,5,0,8,0,1,1,0,2,0,3,5,0,8,0,1,1,0,2,0,3,1,0,4,0,1,1,0,2
LONSUM_A21A_0005,nonjson,False,8,4,0,0,7,1,8,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,1,1,2
LONSUM_A21A_0006,nonjson,False,11,4,2,3,3,3,11,1,2,2,2,7,1,1,1,1,4,1,2,2,2,7,2,1,1,1,5,2,2,1,2,7,1,1,1,1,4
LONSUM_A21A_0007,nonjson,False,15,4,0,0,15,0,15,0,0,8,0,8,0,0,1,0,1,0,0,8,0,8,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
LONSUM_A21A_0008,nonjson,False,3,3,0,0,3,0,3,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
LONSUM_A21A_0009,nonjson,False,7,4,1,0,2,4,7,1,0,1,2,4,1,0,1,1,3,1,0,1,2,4,1,0,1,1,3,1,0,1,2,4,1,0,1,1,3
LONSUM_A21A_0010,nonjson,False,13,4,1,4,5,3,13,1,2,3,2,8,1,2,1,1,5,1,2,3,2,8,1,2,3,2,8,1,2,4,2,9,1,2,1,1,5
LONSUM_A21A_0011,nonjson,False,19,4,0,1,17,1,19,0,1,9,1,11,0,1,1,1,3,0,1,9,1,11,0,1,1,1,3,0,1,6,1,8,0,1,1,1,3
LONSUM_A21A_0012,nonjson,False,9,4,0,3,5,1,9,0,2,3,1,6,0,1,1,1,3,0,2,3,1,6,0,1,1,1,3,0,2,2,1,5,0,1,1,1,3
LONSUM_A21A_0013,nonjson,False,5,3,0,0,5,0,5,0,0,3,0,3,0,0,1,0,1,0,0,3,0,3,0,0,3,0,3,0,0,4,0,4,0,0,1,0,1
LONSUM_A21A_0014,nonjson,False,8,4,0,0,7,1,8,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,3,1,4,0,0,4,1,5,0,0,1,1,2
LONSUM_A21A_0015,nonjson,False,17,4,0,0,12,5,17,0,0,7,3,10,0,0,1,1,2,0,0,6,3,9,0,0,1,1,2,0,0,2,2,4,0,0,1,1,2
LONSUM_A21A_0016,nonjson,False,4,3,0,0,4,0,4,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,3,0,3,0,0,2,0,2
LONSUM_A21A_0017,nonjson,False,4,4,0,0,4,0,4,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
LONSUM_A21A_0018,nonjson,False,11,4,0,4,6,1,11,0,2,3,1,6,0,1,1,1,3,0,2,3,1,6,0,1,1,1,3,0,2,1,1,4,0,1,1,1,3
LONSUM_A21A_0019,nonjson,False,17,4,0,1,14,2,17,0,1,8,1,10,0,1,1,1,3,0,1,7,1,9,0,1,1,1,3,0,1,2,1,4,0,1,1,1,3
LONSUM_A21A_0020,nonjson,False,7,4,0,1,6,0,7,0,1,3,0,4,0,1,1,0,2,0,1,3,0,4,0,1,1,0,2,0,1,3,0,4,0,1,1,0,2
LONSUM_A21A_0021,nonjson,False,9,4,0,0,5,4,9,0,0,3,2,5,0,0,1,1,2,0,0,3,2,5,0,0,1,2,3,0,0,3,3,6,0,0,1,1,2
LONSUM_A21A_0022,nonjson,False,8,3,0,5,3,0,8,0,3,2,0,5,0,1,1,0,2,0,3,2,0,5,0,1,1,0,2,0,3,1,0,4,0,1,1,0,2
LONSUM_A21A_0023,nonjson,False,16,4,0,0,16,0,16,0,0,9,0,9,0,0,1,0,1,0,0,8,0,8,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1
LONSUM_A21A_0024,nonjson,False,3,3,0,0,3,0,3,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2
LONSUM_A21A_0025,nonjson,False,5,4,0,0,2,3,5,0,0,1,2,3,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0026,nonjson,False,9,3,0,3,4,2,9,0,2,2,1,5,0,1,1,1,3,0,2,2,1,5,0,1,1,2,4,0,1,2,2,5,0,1,1,1,3
LONSUM_A21A_0027,nonjson,False,21,4,0,0,11,10,21,0,0,6,6,12,0,0,1,1,2,0,0,6,5,11,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2
LONSUM_A21A_0028,nonjson,False,17,4,0,2,12,3,17,0,1,7,2,10,0,1,1,1,3,0,1,6,2,9,0,2,1,2,5,0,2,6,2,10,0,1,2,1,4
LONSUM_A21A_0029,nonjson,False,5,4,0,2,2,1,5,0,1,1,1,3,0,1,1,1,3,0,1,1,1,3,0,2,1,1,4,0,2,1,1,4,0,1,1,1,3
LONSUM_A21A_0030,nonjson,False,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
LONSUM_A21A_0031,nonjson,False,16,4,0,1,15,0,16,0,1,8,0,9,0,1,1,0,2,0,1,8,0,9,0,1,1,0,2,0,1,3,0,4,0,1,2,0,3
LONSUM_A21A_0032,nonjson,False,2,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
LONSUM_A21A_0033,nonjson,False,8,4,0,0,4,4,8,0,0,2,2,4,0,0,1,1,2,0,0,2,2,4,0,0,1,2,3,0,0,2,3,5,0,0,1,1,2
LONSUM_A21A_0034,nonjson,False,17,4,1,5,7,4,17,1,3,4,2,10,1,1,1,1,4,1,3,4,2,10,1,3,1,1,6,1,3,3,2,9,1,1,1,1,4
LONSUM_A21A_0035,nonjson,False,16,4,0,0,14,2,16,0,0,8,1,9,0,0,1,1,2,0,0,7,1,8,0,0,1,2,3,0,0,3,2,5,0,0,1,1,2
LONSUM_A21A_0036,nonjson,False,15,4,0,3,12,0,15,0,2,7,0,9,0,1,1,0,2,0,2,6,0,8,0,2,1,0,3,0,2,4,0,6,0,2,1,0,3
LONSUM_A21A_0037,nonjson,False,4,4,0,0,1,3,4,0,0,1,2,3,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0038,nonjson,False,15,4,0,3,5,7,15,0,2,3,4,9,0,1,1,1,3,0,2,3,4,9,0,1,1,1,3,0,2,2,2,6,0,1,1,1,3
LONSUM_A21A_0039,nonjson,False,12,4,0,1,11,0,12,0,1,6,0,7,0,1,1,0,2,0,1,6,0,7,0,1,1,0,2,0,1,3,0,4,0,1,1,0,2
LONSUM_A21A_0040,nonjson,False,10,4,0,0,10,0,10,0,0,6,0,6,0,0,1,0,1,0,0,5,0,5,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1
LONSUM_A21A_0041,nonjson,False,4,3,0,0,4,0,4,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,3,0,3,0,0,3,0,3,0,0,2,0,2
LONSUM_A21A_0042,nonjson,False,4,3,0,0,3,1,4,0,0,2,1,3,0,0,1,1,2,0,0,2,1,3,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0043,nonjson,False,9,4,0,0,8,1,9,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,1,1,2,0,0,4,1,5,0,0,2,1,3
LONSUM_A21A_0044,nonjson,False,16,4,0,2,14,0,16,0,1,8,0,9,0,1,1,0,2,0,1,7,0,8,0,1,1,0,2,0,1,5,0,6,0,1,1,0,2
LONSUM_A21A_0045,nonjson,False,8,4,2,1,3,2,8,1,1,2,1,5,1,1,1,1,4,1,1,2,1,5,1,1,1,2,5,1,1,1,2,5,1,1,1,1,4
LONSUM_A21A_0046,nonjson,False,2,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
LONSUM_A21A_0047,nonjson,False,16,4,0,0,12,4,16,0,0,7,2,9,0,0,1,1,2,0,0,6,2,8,0,0,1,1,2,0,0,4,2,6,0,0,1,1,2
LONSUM_A21A_0048,nonjson,False,15,4,0,5,10,0,15,0,3,6,0,9,0,1,1,0,2,0,3,5,0,8,0,1,1,0,2,0,2,4,0,6,0,1,1,0,2
LONSUM_A21A_0049,nonjson,False,5,4,0,0,2,3,5,0,0,1,2,3,0,0,1,1,2,0,0,1,2,3,0,0,2,1,3,0,0,2,1,3,0,0,1,1,2
LONSUM_A21A_0050,nonjson,False,18,4,0,9,5,4,18,0,5,3,2,10,0,1,1,1,3,0,5,3,2,10,0,1,1,1,3,0,3,2,2,7,0,1,1,1,3
LONSUM_A21A_0051,nonjson,False,14,4,0,0,14,0,14,0,0,8,0,8,0,0,1,0,1,0,0,7,0,7,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1
LONSUM_A21A_0052,nonjson,False,7,3,0,0,7,0,7,0,0,4,0,4,0,0,1,0,1,0,0,4,0,4,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1
LONSUM_A21A_0053,nonjson,False,4,3,1,0,1,2,4,1,0,1,1,3,1,0,1,1,3,1,0,1,1,3,1,0,1,1,3,1,0,1,1,3,1,0,1,1,3
LONSUM_A21A_0054,nonjson,False,16,4,3,4,7,2,16,2,2,4,1,9,1,1,1,1,4,2,2,4,1,9,1,1,1,2,5,2,2,4,2,10,1,1,1,1,4
LONSUM_A21A_0055,nonjson,False,11,4,0,1,9,1,11,0,1,5,1,7,0,1,1,1,3,0,1,5,1,7,0,1,2,1,4,0,1,4,1,6,0,1,2,1,4
LONSUM_A21A_0056,nonjson,False,13,4,0,0,13,0,13,0,0,7,0,7,0,0,1,0,1,0,0,7,0,7,0,0,2,0,2,0,0,5,0,5,0,0,2,0,2
LONSUM_A21A_0057,nonjson,False,3,2,0,0,2,1,3,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0058,nonjson,False,18,4,0,6,6,6,18,0,3,3,4,10,0,1,1,1,3,0,3,3,3,9,0,1,1,1,3,0,3,2,2,7,0,1,1,1,3
LONSUM_A21A_0059,nonjson,False,19,4,0,1,14,4,19,0,1,8,2,11,0,1,1,1,3,0,1,7,2,10,0,1,2,1,4,0,1,5,2,8,0,1,2,1,4
LONSUM_A21A_0060,nonjson,False,12,4,0,3,9,0,12,0,2,5,0,7,0,1,1,0,2,0,2,5,0,7,0,2,1,0,3,0,3,3,0,6,0,2,1,0,3
LONSUM_A21A_0061,nonjson,False,11,4,2,1,8,0,11,1,1,4,0,6,1,1,1,0,3,1,1,4,0,6,1,1,1,0,3,1,1,3,0,5,1,1,1,0,3
LONSUM_A21A_0062,nonjson,False,14,4,0,5,7,2,14,0,3,4,1,8,0,2,1,1,4,0,3,4,1,8,0,2,1,1,4,0,3,4,1,8,0,2,2,1,5
LONSUM_A21A_0063,nonjson,False,20,4,1,2,11,6,20,1,1,6,4,12,1,1,1,1,4,1,1,6,3,11,1,1,2,1,5,1,1,4,4,10,1,1,2,1,5
LONSUM_A21A_0064,nonjson,False,7,4,1,1,5,0,7,1,1,3,0,5,1,1,1,0,3,1,1,3,0,5,1,1,1,0,3,1,1,2,0,4,1,1,1,0,3
LONSUM_A21A_0065,nonjson,False,13,4,0,1,9,3,13,0,1,5,2,8,0,1,1,1,3,0,1,5,2,8,0,1,1,3,5,0,1,3,3,7,0,1,1,1,3
LONSUM_A21A_0066,nonjson,False,13,4,0,2,7,4,13,0,1,4,2,7,0,1,1,1,3,0,1,4,2,7,0,2,1,1,4,0,2,2,1,5,0,1,1,1,3
