feature,importance
mean_per_side_B3,0.21966548793783836
max_per_side_B3,0.11854465176066582
naive_sum_B3,0.1118788097047315
mean_per_side_B2,0.10199217415597418
naive_sum_B2,0.07560181339784257
mean_per_side_B1,0.06820077023473432
mean_per_side_B4,0.06762256436617109
naive_sum_B4,0.06281977829744076
naive_sum_B1,0.059542327422544526
max_per_side_B2,0.045430828228677125
max_per_side_B4,0.036903710977188295
max_per_side_B1,0.029881752845143494
n_sides,0.0019153306710479382
