class,MAE,bias,acc_pm1
B1,0.49473684210526314,0.010526315789473684,0.9368421052631579
B2,1.1894736842105262,-0.5789473684210527,0.6842105263157895
B3,1.6736842105263159,-0.15789473684210525,0.4842105263157895
B4,1.2947368421052632,-0.031578947368421054,0.6526315789473685
