tree_id,source,split,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,adaptive_corrected_B1,adaptive_corrected_B2,adaptive_corrected_B3,adaptive_corrected_B4,adaptive_corrected_total,density_scaled_vis_B1,density_scaled_vis_B2,density_scaled_vis_B3,density_scaled_vis_B4,density_scaled_vis_total,side_coverage_B1,side_coverage_B2,side_coverage_B3,side_coverage_B4,side_coverage_total,hybrid_vis_corr_B1,hybrid_vis_corr_B2,hybrid_vis_corr_B3,hybrid_vis_corr_B4,hybrid_vis_corr_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,best_visibility_grid_B1,best_visibility_grid_B2,best_visibility_grid_B3,best_visibility_grid_B4,best_visibility_grid_total,adaptive_visibility_B1,adaptive_visibility_B2,adaptive_visibility_B3,adaptive_visibility_B4,adaptive_visibility_total,class_aware_vis_B1,class_aware_vis_B2,class_aware_vis_B3,class_aware_vis_B4,class_aware_vis_total,relaxed_match_B1,relaxed_match_B2,relaxed_match_B3,relaxed_match_B4,relaxed_match_total,v6_selector_B1,v6_selector_B2,v6_selector_B3,v6_selector_B4,v6_selector_total,v7_stacking_density_B1,v7_stacking_density_B2,v7_stacking_density_B3,v7_stacking_density_B4,v7_stacking_density_total,v7_stacking_bracketed_B1,v7_stacking_bracketed_B2,v7_stacking_bracketed_B3,v7_stacking_bracketed_B4,v7_stacking_bracketed_total,_err_v7_ordinal_b3,v7_ordinal_b3_B1,v7_ordinal_b3_B2,v7_ordinal_b3_B3,v7_ordinal_b3_B4,v7_ordinal_b3_total,v8_entropy_modulated_B1,v8_entropy_modulated_B2,v8_entropy_modulated_B3,v8_entropy_modulated_B4,v8_entropy_modulated_total,v8_entropy_stacking_B1,v8_entropy_stacking_B2,v8_entropy_stacking_B3,v8_entropy_stacking_B4,v8_entropy_stacking_total,v8_b2_b4_boosted_B1,v8_b2_b4_boosted_B2,v8_b2_b4_boosted_B3,v8_b2_b4_boosted_B4,v8_b2_b4_boosted_total,v8_floor_anchor_50_B1,v8_floor_anchor_50_B2,v8_floor_anchor_50_B3,v8_floor_anchor_50_B4,v8_floor_anchor_50_total,v8_per_side_median_B1,v8_per_side_median_B2,v8_per_side_median_B3,v8_per_side_median_B4,v8_per_side_median_total,v8_side_agreement_B1,v8_side_agreement_B2,v8_side_agreement_B3,v8_side_agreement_B4,v8_side_agreement_total,v8_multi_consensus_B1,v8_multi_consensus_B2,v8_multi_consensus_B3,v8_multi_consensus_B4,v8_multi_consensus_total,v9_selector_B1,v9_selector_B2,v9_selector_B3,v9_selector_B4,v9_selector_total,v9_b2_median_v6_B1,v9_b2_median_v6_B2,v9_b2_median_v6_B3,v9_b2_median_v6_B4,v9_b2_median_v6_total,v9_median_strong5_B1,v9_median_strong5_B2,v9_median_strong5_B3,v9_median_strong5_B4,v9_median_strong5_total
DAMIMAS_A21B_0731,txt,,12,4,0,0,12,0,12,0,0,7,0,7,0,0,6,0,6,0,0,7,0,7,0,0,7,0,7,0,0,7,0,7,0,0,7,0,7,0,0,7,0,7,0,0,7,0,7,0,0,8,0,8,0,0,1,0,1,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6,0,0,5,0,5,0,0,4,0,4,0,0,6,0,6,0,0,4,0,4,0,0,6,0,6,0,0,6,0,6,0,0,6,0,6
DAMIMAS_A21B_0732,txt,,15,4,0,0,10,5,15,0,0,6,3,9,0,0,5,3,8,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,1,1,2,0,0,5,3,8,0,0,5,3,8,0,0,5,3,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,5,3,8,0,0,5,3,8,0,0,5,3,8,0,0,4,3,7,0,0,3,2,5,0,0,5,2,7,0,0,3,2,5,0,0,5,3,8,0,0,5,3,8,0,0,5,3,8
DAMIMAS_A21B_0733,txt,,20,4,0,0,13,7,20,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,1,2,3,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,7,5,12,0,0,7,5,12,0,0,7,4,11,0,0,6,4,10,0,0,5,3,8,0,0,6,3,9,0,0,5,3,8,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11
DAMIMAS_A21B_0734,txt,,14,4,1,3,8,2,14,1,2,4,1,8,0,2,4,1,7,1,2,4,1,8,1,2,4,1,8,1,2,4,1,8,1,2,4,1,8,1,2,5,1,9,1,2,5,1,9,1,2,5,1,9,1,1,1,1,4,0,2,4,1,7,0,2,4,1,7,1,2,4,1,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,4,1,8,1,2,4,1,8,1,1,4,1,7,1,2,4,1,8,1,1,3,1,6,1,1,4,1,7,1,1,3,1,6,0,2,4,1,7,0,2,4,1,7,1,2,4,1,8
DAMIMAS_A21B_0735,txt,,17,4,0,0,16,1,17,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,10,1,11,0,0,1,1,2,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,7,1,8,0,0,5,1,6,0,0,8,1,9,0,0,5,1,6,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10
DAMIMAS_A21B_0736,txt,,20,4,0,2,14,4,20,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,9,2,12,0,1,1,2,4,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,8,3,12,0,1,8,3,12,0,1,8,2,11,0,1,6,2,9,0,1,5,2,8,0,1,7,2,10,0,1,5,2,8,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11
DAMIMAS_A21B_0737,txt,,16,4,0,0,9,7,16,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,6,4,10,0,0,1,1,2,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,4,3,7,0,0,3,2,5,0,0,4,4,8,0,0,3,2,5,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9
DAMIMAS_A21B_0738,txt,,14,4,0,0,11,3,14,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,7,2,9,0,0,1,2,3,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,5,2,7,0,0,4,2,6,0,0,5,2,7,0,0,4,2,6,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8
DAMIMAS_A21B_0739,txt,,21,4,0,0,14,7,21,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,9,4,13,0,0,1,1,2,0,0,9,4,13,0,0,8,4,12,0,0,8,4,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,6,4,10,0,0,5,3,8,0,0,7,3,10,0,0,5,3,8,0,0,9,4,13,0,0,9,4,13,0,0,8,4,12
DAMIMAS_A21B_0740,txt,,21,4,1,3,11,6,21,1,2,6,4,13,1,2,6,4,13,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,6,4,13,1,2,7,4,14,1,2,7,3,13,1,3,1,1,6,1,2,6,4,13,1,2,6,4,13,1,2,6,4,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,6,4,13,1,2,6,4,13,1,2,6,3,12,1,2,5,3,11,1,1,3,2,7,1,2,6,3,12,1,1,3,2,7,1,2,6,4,13,1,2,6,4,13,1,2,6,3,12
DAMIMAS_A21B_0741,txt,,26,4,3,3,14,6,26,2,2,8,4,16,2,2,8,4,16,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,8,4,16,2,2,9,3,16,1,1,1,1,4,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16,2,2,6,3,13,2,1,4,2,9,2,2,8,3,15,2,1,4,2,9,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16
DAMIMAS_A21B_0742,txt,,6,4,2,1,3,0,6,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,0,2,0,3,1,1,2,0,4,1,1,1,0,3,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,1,0,3,1,1,1,0,3,1,1,1,0,3,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4
DAMIMAS_A21B_0743,txt,,14,4,0,0,7,7,14,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,1,1,2,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,3,3,6,0,0,2,2,4,0,0,4,4,8,0,0,2,2,4,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8
DAMIMAS_A21B_0744,txt,,13,4,1,2,10,0,13,1,1,6,0,8,0,1,5,0,6,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,6,0,8,1,1,6,0,8,1,1,6,0,8,1,1,1,0,3,0,1,5,0,6,0,1,5,0,6,1,1,5,0,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,4,0,6,1,1,3,0,5,1,1,5,0,7,1,1,3,0,5,0,1,5,0,6,0,1,5,0,6,1,1,5,0,7
DAMIMAS_A21B_0745,txt,,28,4,3,3,13,9,28,2,2,7,5,16,2,2,8,6,18,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,2,2,8,5,17,2,2,8,5,17,2,2,8,5,17,1,2,1,1,5,2,2,7,5,16,2,2,8,6,18,2,2,8,6,18,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,8,6,18,2,2,8,6,18,2,2,8,5,17,2,2,6,6,16,1,2,4,5,12,1,2,7,5,15,1,2,4,5,12,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16
DAMIMAS_A21B_0746,txt,,16,4,3,1,11,1,16,2,1,6,1,10,1,1,6,1,9,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,2,1,7,1,11,2,1,6,1,10,2,1,7,1,11,1,1,1,1,4,1,1,6,1,9,1,1,6,1,9,1,1,6,1,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,6,1,10,2,1,6,1,10,1,1,6,1,9,1,1,4,1,7,1,1,3,1,6,1,1,6,1,9,1,1,3,1,6,1,1,6,1,9,1,1,6,1,9,1,1,6,1,9
DAMIMAS_A21B_0747,txt,,32,4,0,5,17,10,32,0,3,9,6,18,0,3,11,7,21,0,3,10,6,19,0,3,10,6,19,0,3,10,6,19,0,3,10,6,19,0,3,10,6,19,0,3,10,6,19,0,3,11,5,19,0,1,1,1,3,0,3,11,7,21,0,3,11,7,21,0,3,11,7,21,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,11,7,21,0,3,11,7,21,0,3,11,6,20,0,3,8,5,16,0,2,6,3,11,0,3,9,6,18,0,2,6,3,11,0,3,11,7,21,0,3,11,7,21,0,3,11,6,20
DAMIMAS_A21B_0748,txt,,23,4,3,1,15,4,23,2,1,8,2,13,2,1,9,3,15,2,1,8,2,13,2,1,8,2,13,2,1,8,2,13,2,1,8,2,13,2,1,9,2,14,2,1,9,2,14,2,1,9,2,14,2,1,1,1,5,2,1,9,3,15,2,1,8,2,13,2,1,8,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,9,3,15,2,1,9,3,15,2,1,8,2,13,2,1,7,2,12,1,1,5,2,9,1,1,7,2,11,1,1,5,2,9,2,1,9,3,15,2,1,9,3,15,2,1,8,2,13
DAMIMAS_A21B_0749,txt,,26,4,4,3,16,3,26,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,10,2,16,2,2,10,2,16,2,2,10,2,16,2,1,1,2,6,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,7,2,13,2,1,5,1,9,2,2,9,2,15,2,1,5,1,9,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15
DAMIMAS_A21B_0750,txt,,11,4,0,0,9,2,11,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,6,1,7,0,0,1,1,2,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,4,1,5,0,0,3,1,4,0,0,4,1,5,0,0,3,1,4,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6
DAMIMAS_A21B_0751,txt,,21,4,4,5,11,1,21,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,7,1,13,2,3,7,1,13,1,1,1,1,4,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,5,1,11,1,2,3,1,7,2,2,6,1,11,1,2,3,1,7,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12
DAMIMAS_A21B_0752,txt,,13,4,2,2,9,0,13,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,6,0,8,1,1,1,0,3,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,4,0,6,1,1,3,0,5,1,1,4,0,6,1,1,3,0,5,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7
DAMIMAS_A21B_0753,txt,,17,4,3,1,13,0,17,2,1,7,0,10,1,1,7,0,9,2,1,7,0,10,2,1,7,0,10,2,1,7,0,10,2,1,7,0,10,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,1,1,1,0,3,1,1,7,0,9,1,1,7,0,9,1,1,7,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,7,0,10,2,1,7,0,10,1,1,7,0,9,1,1,6,0,8,1,1,4,0,6,1,1,7,0,9,1,1,4,0,6,1,1,7,0,9,1,1,7,0,9,1,1,7,0,9
DAMIMAS_A21B_0754,txt,,3,3,1,0,2,0,3,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,2,0,3,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2
DAMIMAS_A21B_0755,txt,,18,4,2,3,9,4,18,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,6,2,11,1,1,1,1,4,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,5,3,11,1,2,5,3,11,1,2,5,2,10,1,2,4,2,9,1,2,3,2,8,1,2,4,2,9,1,2,3,2,8,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10
DAMIMAS_A21B_0756,txt,,24,4,0,0,19,5,24,0,0,11,3,14,0,0,11,3,14,0,0,10,3,13,0,0,10,3,13,0,0,10,3,13,0,0,10,3,13,0,0,11,3,14,0,0,11,3,14,0,0,12,3,15,0,0,1,1,2,0,0,10,3,13,0,0,11,3,14,0,0,11,3,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,11,3,14,0,0,11,3,14,0,0,11,3,14,0,0,8,3,11,0,0,5,2,7,0,0,10,3,13,0,0,5,2,7,0,0,10,3,13,0,0,10,3,13,0,0,10,3,13
DAMIMAS_A21B_0757,txt,,22,4,1,2,19,0,22,1,1,11,0,13,1,1,11,0,13,1,1,10,0,12,1,1,10,0,12,1,1,10,0,12,1,1,10,0,12,1,1,11,0,13,1,1,11,0,13,1,1,12,0,14,1,1,1,0,3,1,1,10,0,12,1,1,11,0,13,1,1,11,0,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,11,0,13,1,1,11,0,13,1,1,11,0,13,1,1,8,0,10,1,1,5,0,7,1,1,10,0,12,1,1,5,0,7,1,1,10,0,12,1,1,10,0,12,1,1,10,0,12
DAMIMAS_A21B_0758,txt,,9,4,2,3,2,2,9,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,1,1,1,4,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,1,1,5,1,2,1,1,5,1,1,1,1,4,1,2,1,1,5,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5
DAMIMAS_A21B_0759,txt,,21,4,0,0,14,7,21,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,9,4,13,0,0,1,1,2,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,6,4,10,0,0,4,3,7,0,0,7,3,10,0,0,4,3,7,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12
DAMIMAS_A21B_0760,txt,,17,4,0,0,12,5,17,0,0,7,3,10,0,0,7,3,10,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,1,1,2,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,5,3,8,0,0,3,2,5,0,0,7,2,9,0,0,3,2,5,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10
DAMIMAS_A21B_0761,txt,,23,4,2,3,10,8,23,1,2,6,5,14,1,2,6,5,14,1,2,5,4,12,1,2,5,4,12,1,2,5,4,12,1,2,5,4,12,1,2,6,5,14,1,2,6,5,14,1,2,6,4,13,1,2,1,1,5,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14,1,2,5,4,12,1,2,4,3,10,1,2,5,4,12,1,2,4,3,10,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14
DAMIMAS_A21B_0762,txt,,6,3,0,1,5,0,6,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,0,3,0,3,0,1,3,0,4,0,1,1,0,2,0,1,3,0,4,0,1,2,0,3,0,1,2,0,3,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,3,0,4,0,1,3,0,4,0,1,2,0,3,0,1,2,0,3,0,1,2,0,3,0,1,2,0,3,0,1,2,0,3,0,1,3,0,4,0,1,3,0,4,0,1,2,0,3
DAMIMAS_A21B_0763,txt,,2,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
DAMIMAS_A21B_0764,txt,,11,4,0,2,5,4,11,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,1,1,3,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,3,3,7,0,1,3,3,7,0,1,3,2,6,0,1,3,2,6,0,1,2,2,5,0,1,2,2,5,0,1,2,2,5,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6
DAMIMAS_A21B_0765,txt,,18,4,3,2,8,5,18,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,5,3,11,2,1,5,3,11,2,1,5,3,11,1,1,1,1,4,2,1,4,3,10,1,1,4,3,9,1,1,4,3,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,4,3,10,2,1,4,3,10,1,1,4,3,9,1,1,3,3,8,1,1,2,2,6,1,1,4,2,8,1,1,2,2,6,2,1,4,3,10,2,1,4,3,10,1,1,4,3,9
DAMIMAS_A21B_0766,txt,,12,4,2,1,4,5,12,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,3,3,8,1,1,1,1,4,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,1,2,5,1,1,2,2,6,1,1,1,2,5,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7
DAMIMAS_A21B_0767,txt,,16,4,3,4,7,2,16,2,2,4,1,9,1,2,4,1,8,2,2,4,1,9,2,2,4,2,10,2,2,4,1,9,2,2,4,1,9,2,2,4,1,9,2,2,4,1,9,2,2,4,1,9,1,1,1,2,5,1,2,4,1,8,1,2,4,1,8,1,2,4,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,2,10,2,2,4,2,10,1,2,4,2,9,1,2,4,2,9,1,1,3,2,7,1,2,3,2,8,1,1,3,2,7,1,2,4,1,8,1,2,4,1,8,1,2,4,2,9
DAMIMAS_A21B_0768,txt,,15,4,4,3,8,0,15,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,5,0,9,2,2,4,0,8,2,2,5,0,9,1,2,1,0,4,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,0,8,2,2,4,0,8,2,1,4,0,7,2,2,4,0,8,1,1,3,0,5,2,1,4,0,7,1,1,3,0,5,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8
DAMIMAS_A21B_0769,txt,,26,4,0,2,19,5,26,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,12,3,16,0,2,1,1,4,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,9,3,13,0,1,6,2,9,0,1,10,3,14,0,1,6,2,9,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15
DAMIMAS_A21B_0770,txt,,16,4,0,2,12,2,16,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,8,1,10,0,1,1,1,3,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,5,1,7,0,1,4,1,6,0,1,6,1,8,0,1,4,1,6,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9
DAMIMAS_A21B_0771,txt,,15,4,0,4,9,2,15,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,0,2,5,2,9,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,0,2,6,1,9,0,1,1,2,4,0,2,5,1,8,0,2,5,1,8,0,2,5,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,4,2,8,0,2,3,2,7,0,2,4,2,8,0,2,3,2,7,0,2,5,1,8,0,2,5,1,8,0,2,5,2,9
DAMIMAS_A21B_0772,txt,,9,4,3,1,4,1,9,2,1,2,1,6,1,1,2,1,5,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,1,1,1,1,4,1,1,2,1,5,1,1,2,1,5,2,1,2,1,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,1,1,5,2,1,2,1,6,2,1,1,1,5,1,1,2,1,5,1,1,2,1,5,2,1,2,1,6
