tree_id,source,split,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,adaptive_corrected_B1,adaptive_corrected_B2,adaptive_corrected_B3,adaptive_corrected_B4,adaptive_corrected_total,density_scaled_vis_B1,density_scaled_vis_B2,density_scaled_vis_B3,density_scaled_vis_B4,density_scaled_vis_total,side_coverage_B1,side_coverage_B2,side_coverage_B3,side_coverage_B4,side_coverage_total,hybrid_vis_corr_B1,hybrid_vis_corr_B2,hybrid_vis_corr_B3,hybrid_vis_corr_B4,hybrid_vis_corr_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,best_visibility_grid_B1,best_visibility_grid_B2,best_visibility_grid_B3,best_visibility_grid_B4,best_visibility_grid_total,adaptive_visibility_B1,adaptive_visibility_B2,adaptive_visibility_B3,adaptive_visibility_B4,adaptive_visibility_total,class_aware_vis_B1,class_aware_vis_B2,class_aware_vis_B3,class_aware_vis_B4,class_aware_vis_total,relaxed_match_B1,relaxed_match_B2,relaxed_match_B3,relaxed_match_B4,relaxed_match_total,v6_selector_B1,v6_selector_B2,v6_selector_B3,v6_selector_B4,v6_selector_total,v7_stacking_density_B1,v7_stacking_density_B2,v7_stacking_density_B3,v7_stacking_density_B4,v7_stacking_density_total,v7_stacking_bracketed_B1,v7_stacking_bracketed_B2,v7_stacking_bracketed_B3,v7_stacking_bracketed_B4,v7_stacking_bracketed_total,_err_v7_ordinal_b3,v7_ordinal_b3_B1,v7_ordinal_b3_B2,v7_ordinal_b3_B3,v7_ordinal_b3_B4,v7_ordinal_b3_total,v8_entropy_modulated_B1,v8_entropy_modulated_B2,v8_entropy_modulated_B3,v8_entropy_modulated_B4,v8_entropy_modulated_total,v8_entropy_stacking_B1,v8_entropy_stacking_B2,v8_entropy_stacking_B3,v8_entropy_stacking_B4,v8_entropy_stacking_total,v8_b2_b4_boosted_B1,v8_b2_b4_boosted_B2,v8_b2_b4_boosted_B3,v8_b2_b4_boosted_B4,v8_b2_b4_boosted_total,v8_floor_anchor_50_B1,v8_floor_anchor_50_B2,v8_floor_anchor_50_B3,v8_floor_anchor_50_B4,v8_floor_anchor_50_total,v8_per_side_median_B1,v8_per_side_median_B2,v8_per_side_median_B3,v8_per_side_median_B4,v8_per_side_median_total,v8_side_agreement_B1,v8_side_agreement_B2,v8_side_agreement_B3,v8_side_agreement_B4,v8_side_agreement_total,v8_multi_consensus_B1,v8_multi_consensus_B2,v8_multi_consensus_B3,v8_multi_consensus_B4,v8_multi_consensus_total,v9_selector_B1,v9_selector_B2,v9_selector_B3,v9_selector_B4,v9_selector_total,v9_b2_median_v6_B1,v9_b2_median_v6_B2,v9_b2_median_v6_B3,v9_b2_median_v6_B4,v9_b2_median_v6_total,v9_median_strong5_B1,v9_median_strong5_B2,v9_median_strong5_B3,v9_median_strong5_B4,v9_median_strong5_total
DAMIMAS_A21B_0195,txt,,19,4,8,8,3,0,19,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,5,5,2,0,12,5,5,2,0,12,4,5,2,0,11,1,1,1,0,3,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,3,2,0,9,3,2,1,0,6,3,4,1,0,8,3,2,1,0,6,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10
DAMIMAS_A21B_0196,txt,,14,4,1,4,4,5,14,1,2,2,3,8,0,2,2,3,7,1,2,2,3,8,1,2,2,3,8,1,2,2,3,8,1,2,2,3,8,1,2,2,3,8,1,2,2,3,8,1,2,2,3,8,1,1,1,1,4,0,2,2,3,7,0,2,2,3,7,1,2,2,3,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,2,3,8,1,2,2,3,8,1,2,2,3,8,1,2,2,3,8,1,2,2,2,7,1,2,2,2,7,1,2,2,2,7,0,2,2,3,7,0,2,2,3,7,1,2,2,3,8
DAMIMAS_A21B_0197,txt,,15,4,0,1,11,3,15,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,7,2,10,0,1,1,1,3,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9,0,1,5,2,8,0,1,4,1,6,0,1,5,2,8,0,1,4,1,6,0,1,6,2,9,0,1,6,2,9,0,1,6,2,9
DAMIMAS_A21B_0198,txt,,17,4,2,0,12,3,17,1,0,7,2,10,1,0,7,2,10,1,0,6,2,9,1,0,6,2,9,1,0,6,2,9,1,0,6,2,9,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,1,1,3,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10,1,0,5,2,8,1,0,4,2,7,1,0,6,2,9,1,0,4,2,7,1,0,7,2,10,1,0,7,2,10,1,0,7,2,10
DAMIMAS_A21B_0199,txt,,21,4,3,12,6,0,21,2,7,3,0,12,2,7,3,0,12,2,6,3,0,11,2,6,3,0,11,2,6,3,0,11,2,6,3,0,11,2,7,3,0,12,2,7,4,0,13,2,7,4,0,13,1,1,1,0,3,2,7,3,0,12,2,7,3,0,12,2,7,3,0,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,7,3,0,12,2,7,3,0,12,2,6,3,0,11,2,5,3,0,10,1,4,2,0,7,1,6,3,0,10,1,4,2,0,7,2,7,3,0,12,2,6,3,0,11,2,6,3,0,11
DAMIMAS_A21B_0200,txt,,11,4,2,2,5,2,11,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,2,3,1,7,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,2,1,1,5,1,1,3,1,6,1,1,3,1,6,1,2,3,1,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,3,1,7,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,1,3,1,6,1,2,3,1,7,1,2,3,1,7
DAMIMAS_A21B_0201,txt,,20,4,3,0,15,2,20,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11,2,0,9,1,12,2,0,9,1,12,1,0,1,1,3,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11,2,0,7,1,10,1,0,5,1,7,1,0,7,1,9,1,0,5,1,7,2,0,8,1,11,2,0,8,1,11,2,0,8,1,11
DAMIMAS_A21B_0202,txt,,9,4,2,1,5,1,9,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,1,1,4,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6,1,1,2,1,5,1,1,2,1,5,1,1,2,1,5,1,1,3,1,6,1,1,3,1,6,1,1,3,1,6
DAMIMAS_A21B_0203,txt,,13,4,0,12,1,0,13,0,7,1,0,8,0,6,1,0,7,0,6,1,0,7,0,6,1,0,7,0,6,1,0,7,0,6,1,0,7,0,7,1,0,8,0,6,1,0,7,0,7,1,0,8,0,1,1,0,2,0,6,1,0,7,0,6,1,0,7,0,6,1,0,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,6,1,0,7,0,6,1,0,7,0,6,1,0,7,0,5,1,0,6,0,3,1,0,4,0,6,1,0,7,0,3,1,0,4,0,6,1,0,7,0,6,1,0,7,0,6,1,0,7
DAMIMAS_A21B_0204,txt,,19,4,5,4,6,4,19,3,2,3,2,10,3,2,3,2,10,3,2,3,2,10,3,2,3,2,10,3,2,3,2,10,3,2,3,2,10,3,2,3,2,10,3,2,3,2,10,3,2,4,2,11,1,1,1,1,4,3,2,3,2,10,2,2,3,2,9,2,2,3,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,3,3,11,3,2,3,3,11,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,3,2,3,2,10,3,2,3,2,10,2,2,3,2,9
DAMIMAS_A21B_0205,txt,,15,4,0,1,14,0,15,0,1,8,0,9,0,1,8,0,9,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,8,0,9,0,1,8,0,9,0,1,9,0,10,0,1,1,0,2,0,1,8,0,9,0,1,7,0,8,0,1,7,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,7,0,8,0,1,7,0,8,0,1,7,0,8,0,1,6,0,7,0,1,4,0,5,0,1,7,0,8,0,1,4,0,5,0,1,8,0,9,0,1,8,0,9,0,1,7,0,8
DAMIMAS_A21B_0206,txt,,21,4,0,5,15,1,21,0,3,8,1,12,0,3,9,1,13,0,3,8,1,12,0,3,8,1,12,0,3,8,1,12,0,3,8,1,12,0,3,8,1,12,0,3,9,1,13,0,3,9,1,13,0,1,1,1,3,0,3,8,1,12,0,3,8,1,12,0,3,8,1,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,8,1,12,0,3,8,1,12,0,3,8,1,12,0,3,6,1,10,0,2,4,1,7,0,2,8,1,11,0,2,4,1,7,0,3,8,1,12,0,3,8,1,12,0,3,8,1,12
DAMIMAS_A21B_0207,txt,,20,4,7,9,4,0,20,4,5,2,0,11,4,5,2,0,11,4,5,2,0,11,4,5,2,0,11,4,5,2,0,11,4,5,2,0,11,4,5,2,0,11,4,5,2,0,11,4,6,2,0,12,1,1,1,0,3,4,5,2,0,11,3,5,2,0,10,3,5,2,0,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,5,2,0,10,3,5,2,0,10,3,4,2,0,9,3,4,2,0,9,3,3,2,0,8,3,4,2,0,9,3,3,2,0,8,4,5,2,0,11,4,4,2,0,10,3,4,2,0,9
DAMIMAS_A21B_0208,txt,,22,4,3,6,6,7,22,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12,2,4,4,4,14,2,4,4,4,14,1,1,1,1,4,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12,2,3,3,3,11,2,2,2,2,8,2,3,3,4,12,2,2,2,2,8,2,3,3,4,12,2,3,3,4,12,2,3,3,4,12
DAMIMAS_A21B_0209,txt,,16,4,0,3,12,1,16,0,2,7,1,10,0,2,7,1,10,0,2,6,1,9,0,2,6,1,9,0,2,6,1,9,0,2,6,1,9,0,2,7,1,10,0,2,7,1,10,0,2,7,1,10,0,1,1,1,3,0,2,7,1,10,0,2,6,1,9,0,2,6,1,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,6,1,9,0,2,6,1,9,0,1,6,1,8,0,2,5,1,8,0,1,4,1,6,0,1,6,1,8,0,1,4,1,6,0,2,7,1,10,0,2,7,1,10,0,2,6,1,9
DAMIMAS_A21B_0210,txt,,18,4,3,2,7,6,18,2,1,4,4,11,2,1,4,4,11,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,1,1,5,2,1,4,4,11,1,1,4,4,10,2,1,4,4,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,4,4,11,2,1,4,4,11,2,1,4,3,10,2,1,4,4,11,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,4,4,11,2,1,4,4,11,2,1,4,4,11
DAMIMAS_A21B_0211,txt,,24,4,6,12,5,1,24,3,7,3,1,14,3,7,3,1,14,3,6,3,1,13,3,6,3,1,13,3,6,3,1,13,3,6,3,1,13,3,7,3,1,14,4,7,3,1,15,3,7,3,1,14,1,1,1,1,4,3,7,3,1,14,3,7,3,1,14,3,7,3,1,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,7,3,1,14,3,7,3,1,14,3,6,3,1,13,3,5,3,1,12,2,3,2,1,8,3,7,2,1,13,2,3,2,1,8,3,7,3,1,14,3,6,3,1,13,3,6,3,1,13
DAMIMAS_A21B_0212,txt,,16,4,3,2,6,5,16,2,1,3,3,9,1,1,3,3,8,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,4,3,10,1,1,1,1,4,1,1,3,3,8,1,1,3,3,8,1,1,3,3,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,3,3,9,2,1,3,3,9,1,1,3,3,8,1,1,3,3,8,1,1,2,2,6,1,1,3,2,7,1,1,2,2,6,1,1,3,3,8,1,1,3,3,8,1,1,3,3,8
DAMIMAS_A21B_0213,txt,,20,4,0,2,18,0,20,0,1,10,0,11,0,1,10,0,11,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,9,0,10,0,1,10,0,11,0,1,11,0,12,0,1,11,0,12,0,1,1,0,2,0,1,10,0,11,0,1,10,0,11,0,1,10,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,10,0,11,0,1,10,0,11,0,1,10,0,11,0,1,8,0,9,0,1,6,0,7,0,1,9,0,10,0,1,6,0,7,0,1,10,0,11,0,1,10,0,11,0,1,10,0,11
DAMIMAS_A21B_0214,txt,,20,4,2,1,8,9,20,1,1,4,5,11,1,1,5,5,12,1,1,4,5,11,1,1,4,5,11,1,1,4,5,11,1,1,4,5,11,1,1,5,5,12,1,1,5,5,12,1,1,5,5,12,1,1,1,1,4,1,1,5,5,12,1,1,4,5,11,1,1,4,5,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,5,5,12,1,1,5,5,12,1,1,4,5,11,1,1,4,5,11,1,1,3,4,9,1,1,4,4,10,1,1,3,4,9,1,1,5,5,12,1,1,5,5,12,1,1,4,5,11
DAMIMAS_A21B_0215,txt,,18,4,7,7,4,0,18,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,4,4,2,0,10,1,1,1,0,3,4,4,2,0,10,3,4,2,0,9,3,4,2,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,4,3,0,10,3,4,3,0,10,3,3,2,0,8,3,3,2,0,8,2,2,2,0,6,3,4,2,0,9,2,2,2,0,6,4,4,2,0,10,4,3,2,0,9,3,3,2,0,8
DAMIMAS_A21B_0216,txt,,20,4,5,5,5,5,20,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,1,1,1,1,4,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12,2,3,3,3,11,2,3,3,3,11,2,3,3,3,11,3,3,3,3,12,3,3,3,3,12,3,3,3,3,12
DAMIMAS_A21B_0217,txt,,21,4,6,2,13,0,21,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,4,1,7,0,12,4,1,7,0,12,3,1,8,0,12,1,1,1,0,3,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,3,1,6,0,10,2,1,4,0,7,3,1,7,0,11,2,1,4,0,7,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11
DAMIMAS_A21B_0218,txt,,19,4,1,2,5,11,19,1,1,3,7,12,1,1,3,7,12,1,1,3,6,11,1,1,3,6,11,1,1,3,6,11,1,1,3,6,11,1,1,3,6,11,1,1,3,6,11,1,1,3,6,11,1,1,1,1,4,1,1,3,7,12,1,1,3,7,12,1,1,3,7,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,3,7,12,1,1,3,7,12,1,1,3,6,11,1,1,3,5,10,1,1,2,4,8,1,1,2,6,10,1,1,2,4,8,1,1,3,7,12,1,1,3,7,12,1,1,3,6,11
DAMIMAS_A21B_0219,txt,,19,4,5,11,3,0,19,3,6,2,0,11,3,6,2,0,11,3,6,2,0,11,3,6,2,0,11,3,6,2,0,11,3,6,2,0,11,3,6,2,0,11,3,6,2,0,11,3,7,2,0,12,1,1,1,0,3,3,6,2,0,11,2,6,2,0,10,2,6,2,0,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,6,2,0,10,2,6,2,0,10,2,5,2,0,9,2,4,2,0,8,2,3,2,0,7,2,6,2,0,10,2,3,2,0,7,3,6,2,0,11,3,5,2,0,10,2,5,2,0,9
DAMIMAS_A21B_0220,txt,,9,4,2,3,3,1,9,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,1,1,1,1,4,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,2,1,6,1,2,2,1,6,1,1,2,1,5,1,2,2,1,6,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,2,2,1,6,1,2,2,1,6,1,2,2,1,6
DAMIMAS_A21B_0221,txt,,25,4,6,6,12,1,25,3,3,7,1,14,3,4,7,1,15,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,4,4,7,1,16,4,4,7,1,16,3,4,7,1,15,2,1,1,1,5,3,4,7,1,15,3,4,7,1,15,3,4,7,1,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,4,7,1,15,3,4,7,1,15,3,3,7,1,14,3,4,6,1,14,3,3,4,1,11,3,3,6,1,13,3,3,4,1,11,3,4,7,1,15,3,4,7,1,15,3,4,7,1,15
DAMIMAS_A21B_0222,txt,,20,4,2,2,8,8,20,1,1,4,5,11,1,1,5,5,12,1,1,4,4,10,1,1,4,4,10,1,1,4,4,10,1,1,4,4,10,1,1,5,5,12,1,1,5,5,12,1,1,5,4,11,2,1,1,1,5,1,1,5,5,12,1,1,5,5,12,1,1,5,5,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,5,5,12,1,1,5,5,12,1,1,5,4,11,1,1,4,4,10,1,1,3,3,8,1,1,4,4,10,1,1,3,3,8,1,1,5,5,12,1,1,5,5,12,1,1,5,4,11
DAMIMAS_A21B_0223,txt,,16,4,3,9,4,0,16,2,5,2,0,9,1,5,2,0,8,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,5,2,0,9,2,6,2,0,10,1,1,1,0,3,2,6,2,0,10,1,5,2,0,8,2,5,2,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,2,0,9,2,5,2,0,9,2,4,2,0,8,2,4,2,0,8,2,3,2,0,7,2,4,2,0,8,2,3,2,0,7,2,6,2,0,10,2,4,2,0,8,2,4,2,0,8
DAMIMAS_A21B_0224,txt,,20,4,6,2,7,5,20,3,1,4,3,11,3,1,4,3,11,3,1,4,3,11,3,2,4,3,12,3,1,4,3,11,3,1,4,3,11,4,1,4,3,12,4,1,4,3,12,3,1,4,3,11,1,2,1,1,5,3,1,4,3,11,3,1,4,3,11,3,2,4,3,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,4,3,12,3,2,4,3,12,3,2,4,3,12,3,2,4,3,12,2,2,3,2,9,3,2,3,2,10,2,2,3,2,9,3,1,4,3,11,3,2,4,3,12,3,2,4,3,12
DAMIMAS_A21B_0225,txt,,10,4,2,2,6,0,10,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,4,0,6,2,1,1,0,4,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,2,0,4,1,1,3,0,5,1,1,2,0,4,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5
DAMIMAS_A21B_0226,txt,,15,4,0,0,12,3,15,0,0,7,2,9,0,0,7,2,9,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,7,2,9,0,0,6,2,8,0,0,7,2,9,0,0,2,2,4,0,0,6,2,8,0,0,7,2,9,0,0,7,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9,0,0,5,2,7,0,0,3,1,4,0,0,7,2,9,0,0,3,1,4,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8
DAMIMAS_A21B_0227,txt,,7,4,3,0,0,4,7,2,0,0,2,4,1,0,0,2,3,2,0,0,2,4,2,0,0,2,4,2,0,0,2,4,2,0,0,2,4,2,0,0,2,4,2,0,0,2,4,2,0,0,2,4,1,0,0,1,2,1,0,0,2,3,1,0,0,2,3,1,0,0,2,3,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,0,2,3,1,0,0,2,3,1,0,0,2,3,1,0,0,2,3,1,0,0,1,2,1,0,0,2,3,1,0,0,1,2,1,0,0,2,3,1,0,0,2,3,1,0,0,2,3
DAMIMAS_A21B_0228,txt,,17,4,4,4,4,5,17,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,1,1,1,1,4,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9,1,2,2,2,7,2,2,2,2,8,1,2,2,2,7,2,2,2,3,9,2,2,2,3,9,2,2,2,3,9
DAMIMAS_A21B_0229,txt,,20,4,4,1,15,0,20,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,9,0,12,2,1,9,0,12,2,1,9,0,12,1,1,1,0,3,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,6,0,9,2,1,4,0,7,2,1,8,0,11,2,1,4,0,7,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11
DAMIMAS_A21B_0231,txt,,15,4,0,10,5,0,15,0,6,3,0,9,0,5,3,0,8,0,5,3,0,8,0,5,3,0,8,0,5,3,0,8,0,5,3,0,8,0,6,3,0,9,0,6,3,0,9,0,6,3,0,9,0,1,1,0,2,0,5,3,0,8,0,5,3,0,8,0,5,3,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,5,3,0,8,0,5,3,0,8,0,4,3,0,7,0,4,3,0,7,0,3,2,0,5,0,5,2,0,7,0,3,2,0,5,0,5,3,0,8,0,4,3,0,7,0,4,3,0,7
DAMIMAS_A21B_0232,txt,,8,3,0,0,4,4,8,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,3,5,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,2,2,4,0,0,1,2,3,0,0,2,2,4,0,0,2,2,4,0,0,2,3,5,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,2,3,5,0,0,2,3,5,0,0,2,3,5,0,0,2,3,5,0,0,2,3,5,0,0,2,3,5,0,0,2,3,5,0,0,2,2,4,0,0,2,2,4,0,0,2,3,5
DAMIMAS_A21B_0233,txt,,20,4,0,1,18,1,20,0,1,10,1,12,0,1,10,1,12,0,1,9,1,11,0,1,9,1,11,0,1,9,1,11,0,1,9,1,11,0,1,10,1,12,0,1,11,1,13,0,1,11,1,13,0,1,1,1,3,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,7,1,9,0,1,5,1,7,0,1,9,1,11,0,1,5,1,7,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12
DAMIMAS_A21B_0234,txt,,14,4,0,0,5,9,14,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,1,1,2,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8,0,0,2,4,6,0,0,2,4,6,0,0,2,4,6,0,0,3,5,8,0,0,3,5,8,0,0,3,5,8
DAMIMAS_A21B_0235,txt,,23,4,4,13,4,2,23,2,7,2,1,12,2,8,2,1,13,2,7,2,1,12,2,7,2,1,12,2,7,2,1,12,2,7,2,1,12,2,8,2,1,13,2,8,2,1,13,2,8,2,1,13,1,1,1,1,4,2,8,2,1,13,2,7,2,1,12,2,7,2,1,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,7,2,1,12,2,7,2,1,12,2,7,2,1,12,2,6,2,1,11,2,4,1,1,8,2,7,2,1,12,2,4,1,1,8,2,8,2,1,13,2,7,2,1,12,2,7,2,1,12
DAMIMAS_A21B_0236,txt,,23,4,1,9,6,7,23,1,5,3,4,13,1,5,3,4,13,1,5,3,4,13,1,5,3,4,13,1,5,3,4,13,1,5,3,4,13,1,5,3,4,13,1,5,4,4,14,1,6,4,4,15,1,1,1,1,4,1,5,3,4,13,1,5,3,4,13,1,5,3,4,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,5,3,5,14,1,5,3,5,14,1,5,3,4,13,1,4,3,4,12,1,3,2,3,9,1,5,3,3,12,1,3,2,3,9,1,5,3,4,13,1,5,3,4,13,1,5,3,4,13
DAMIMAS_A21B_0237,txt,,20,4,5,1,11,3,20,3,1,6,2,12,3,1,6,2,12,3,1,6,2,12,3,1,6,2,12,3,1,6,2,12,3,1,6,2,12,3,1,7,2,13,3,1,7,2,13,3,1,7,2,13,1,1,1,1,4,3,1,6,2,12,3,1,6,2,12,3,1,6,2,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,1,6,2,12,3,1,6,2,12,3,1,6,2,12,3,1,5,2,11,2,1,3,1,7,2,1,6,2,11,2,1,3,1,7,3,1,6,2,12,3,1,6,2,12,3,1,6,2,12
