class,MAE,bias,acc_pm1
B1,0.43157894736842106,-0.05263157894736842,0.968421052631579
B2,1.231578947368421,-0.17894736842105263,0.6842105263157895
B3,1.6526315789473685,0.09473684210526316,0.4842105263157895
B4,1.5473684210526315,0.30526315789473685,0.5263157894736842
