feature,importance
naive_sum_B3,0.1560039851345416
mean_per_side_B3,0.12343397592895594
mean_per_side_B4,0.09644862450192791
max_per_side_B3,0.08925655287741967
mean_per_side_B2,0.08851471132447873
mean_per_side_B1,0.08819070803979595
naive_sum_B2,0.07945507191738752
naive_sum_B4,0.07328770977894322
naive_sum_B1,0.06842058392630618
max_per_side_B4,0.0526709886233264
max_per_side_B2,0.04244649535260768
max_per_side_B1,0.03989956585748791
n_sides,0.001971026736821258
