tree_id,split,selected_method_v6,selected_method_v9,selector_reason_v9,unstable_gate,total_det,B1_naive,B2_naive,B3_naive,B4_naive,B2_ratio,B3_ratio,B4_ratio,B3_yrange,B4_yrange,pred_B1,pred_B2,pred_B3,pred_B4,gt_B1,gt_B2,gt_B3,gt_B4,ok,error_sum
DAMIMAS_A21B_0628,train,adaptive_corrected,adaptive_corrected,v6_default,False,22,0,4,12,6,4.0,3.0,3.0,0.1671,0.1156,0,2,7,4,0,2,7,3,True,1
DAMIMAS_A21B_0629,train,adaptive_corrected,adaptive_corrected,v6_default,False,18,4,0,12,2,0.0,3.0,2.0,0.1518,0.0672,2,0,7,1,2,0,6,1,True,1
DAMIMAS_A21B_0630,train,adaptive_corrected,adaptive_corrected,v6_default,False,23,2,9,6,6,3.0,3.0,3.0,0.0554,0.072,1,5,3,4,1,5,3,3,True,1
DAMIMAS_A21B_0631,train,adaptive_corrected,adaptive_corrected,v6_default,False,10,0,5,5,0,2.5,2.5,0.0,0.1194,0.0,0,3,3,0,0,3,3,0,True,0
DAMIMAS_A21B_0632,train,adaptive_corrected,adaptive_corrected,v6_default,False,34,6,7,15,6,2.3333,3.0,3.0,0.3307,0.1344,3,4,10,4,3,4,10,4,True,0
DAMIMAS_A21B_0633,train,adaptive_corrected,adaptive_corrected,v6_default,False,4,0,0,4,0,0.0,2.0,0.0,0.0482,0.0,0,0,2,0,0,0,2,0,True,0
DAMIMAS_A21B_0634,train,adaptive_corrected,adaptive_corrected,v6_default,False,29,7,10,6,6,3.3333,3.0,3.0,0.163,0.1223,4,6,4,4,4,5,4,3,True,2
DAMIMAS_A21B_0635,train,adaptive_corrected,adaptive_corrected,v6_default,False,29,6,11,7,5,3.6667,2.3333,2.5,0.1154,0.0292,3,7,4,3,3,7,5,3,True,1
DAMIMAS_A21B_0636,train,adaptive_corrected,adaptive_corrected,v6_default,False,19,0,2,13,4,2.0,3.25,2.0,0.1767,0.0658,0,1,7,2,0,1,7,3,True,1
DAMIMAS_A21B_0637,train,adaptive_corrected,adaptive_corrected,v6_default,False,8,3,0,3,2,0.0,3.0,2.0,0.0788,0.074,1,0,2,1,2,0,2,1,True,1
DAMIMAS_A21B_0638,train,adaptive_corrected,adaptive_corrected,v6_default,False,21,7,6,6,2,3.0,3.0,2.0,0.1065,0.0309,4,3,3,1,4,3,4,1,True,1
DAMIMAS_A21B_0639,train,adaptive_corrected,adaptive_corrected,v6_default,False,24,4,2,17,1,2.0,3.4,1.0,0.2377,0.0,2,1,10,1,2,1,10,1,True,0
DAMIMAS_A21B_0640,train,adaptive_corrected,adaptive_corrected,v6_default,False,25,2,5,14,4,2.5,3.5,2.0,0.1838,0.1277,1,3,8,3,1,3,7,3,True,1
DAMIMAS_A21B_0641,train,adaptive_corrected,adaptive_corrected,v6_default,False,26,6,5,9,6,2.5,3.0,3.0,0.1348,0.182,3,3,5,4,3,3,5,4,True,0
DAMIMAS_A21B_0642,train,adaptive_corrected,adaptive_corrected,v6_default,False,14,2,2,6,4,2.0,2.0,2.0,0.2277,0.0383,1,1,3,2,1,1,3,3,True,1
DAMIMAS_A21B_0644,train,adaptive_corrected,adaptive_corrected,v6_default,False,23,0,3,14,6,3.0,3.5,3.0,0.2382,0.0994,0,2,8,4,0,2,7,3,True,2
DAMIMAS_A21B_0645,train,adaptive_corrected,adaptive_corrected,v6_default,False,13,0,0,10,3,0.0,3.3333,3.0,0.1385,0.0767,0,0,5,2,0,0,5,2,True,0
DAMIMAS_A21B_0646,train,adaptive_corrected,adaptive_corrected,v6_default,True,19,0,7,9,3,2.3333,3.0,3.0,0.1033,0.0187,0,4,5,2,0,4,5,2,True,0
DAMIMAS_A21B_0647,train,class_aware_vis,class_aware_vis,v6_default,True,19,0,7,12,0,2.3333,3.0,0.0,0.1652,0.0,0,4,8,0,0,4,7,0,True,1
DAMIMAS_A21B_0648,train,adaptive_corrected,adaptive_corrected,v6_default,False,19,0,0,13,6,0.0,3.25,3.0,0.1399,0.0802,0,0,7,4,0,0,8,3,True,2
DAMIMAS_A21B_0649,train,adaptive_corrected,adaptive_corrected,v6_default,False,21,0,2,14,5,2.0,3.5,2.5,0.2071,0.0792,0,1,8,3,0,1,9,3,True,1
DAMIMAS_A21B_0650,train,adaptive_corrected,adaptive_corrected,v6_default,False,20,4,3,9,4,3.0,2.25,2.0,0.1251,0.1151,2,2,5,2,2,2,6,3,True,2
DAMIMAS_A21B_0651,train,adaptive_corrected,adaptive_corrected,v6_default,False,23,4,3,9,7,1.5,3.0,3.5,0.193,0.1646,2,2,5,4,2,2,5,4,True,0
DAMIMAS_A21B_0652,train,adaptive_corrected,adaptive_corrected,v6_default,False,19,4,5,8,2,1.6667,2.6667,2.0,0.1502,0.0658,2,3,4,1,2,3,4,2,True,1
DAMIMAS_A21B_0653,train,adaptive_corrected,adaptive_corrected,v6_default,False,20,4,2,9,5,2.0,3.0,2.5,0.0753,0.0481,2,1,5,3,2,1,6,3,True,1
DAMIMAS_A21B_0654,train,adaptive_corrected,adaptive_corrected,v6_default,False,27,6,9,6,6,3.0,2.0,2.0,0.1566,0.1788,3,5,4,4,3,6,3,4,True,2
DAMIMAS_A21B_0655,train,adaptive_corrected,adaptive_corrected,v6_default,False,20,4,2,11,3,2.0,3.6667,3.0,0.1623,0.0556,2,1,6,2,2,1,7,2,True,1
DAMIMAS_A21B_0656,train,adaptive_corrected,adaptive_corrected,v6_default,False,25,4,0,15,6,0.0,3.0,3.0,0.1812,0.0859,2,0,9,4,2,0,9,5,True,1
DAMIMAS_A21B_0657,train,adaptive_corrected,adaptive_corrected,v6_default,False,27,2,4,13,8,2.0,3.25,2.6667,0.1508,0.0715,1,2,8,5,1,2,7,5,True,1
DAMIMAS_A21B_0658,train,adaptive_corrected,adaptive_corrected,v6_default,False,11,2,3,4,2,3.0,2.0,2.0,0.085,0.0796,1,2,2,1,1,2,3,1,True,1
DAMIMAS_A21B_0659,train,best_visibility_grid,best_visibility_grid,v6_default,True,22,2,2,15,3,2.0,3.75,1.5,0.1125,0.0205,1,1,8,2,1,1,8,2,True,0
DAMIMAS_A21B_0660,train,adaptive_corrected,adaptive_corrected,v6_default,False,17,0,3,9,5,3.0,3.0,2.5,0.1137,0.0565,0,2,5,3,0,2,5,3,True,0
DAMIMAS_A21B_0780,train,adaptive_corrected,adaptive_corrected,v6_default,False,7,0,0,1,6,0.0,1.0,3.0,0.0,0.1166,0,0,1,3,0,0,1,4,True,1
DAMIMAS_A21B_0781,train,adaptive_corrected,adaptive_corrected,v6_default,True,22,0,7,9,6,3.5,3.0,3.0,0.1579,0.0242,0,4,5,4,0,4,5,3,True,1
DAMIMAS_A21B_0782,train,adaptive_corrected,adaptive_corrected,v6_default,False,7,0,0,6,1,0.0,3.0,1.0,0.1035,0.0,0,0,3,1,0,0,3,1,True,0
DAMIMAS_A21B_0783,train,adaptive_corrected,adaptive_corrected,v6_default,False,23,3,3,13,4,3.0,3.25,2.0,0.2208,0.1277,2,2,8,3,1,2,8,3,True,1
DAMIMAS_A21B_0784,train,class_aware_vis,class_aware_vis,v6_default,True,13,0,6,6,1,3.0,3.0,1.0,0.1786,0.0,0,4,4,1,0,3,4,1,True,1
DAMIMAS_A21B_0785,train,adaptive_corrected,adaptive_corrected,v6_default,False,14,0,4,10,0,2.0,3.3333,0.0,0.1437,0.0,0,2,5,0,0,2,4,0,True,1
DAMIMAS_A21B_0786,train,adaptive_corrected,adaptive_corrected,v6_default,False,6,2,2,2,0,2.0,2.0,0.0,0.0864,0.0,1,1,1,0,1,1,1,0,True,0
DAMIMAS_A21B_0787,train,adaptive_corrected,adaptive_corrected,v6_default,False,12,0,5,7,0,2.5,3.5,0.0,0.1174,0.0,0,3,4,0,0,3,4,0,True,0
DAMIMAS_A21B_0788,train,adaptive_corrected,adaptive_corrected,v6_default,False,21,0,2,14,5,2.0,3.5,2.5,0.1953,0.0966,0,1,8,3,0,1,7,3,True,1
DAMIMAS_A21B_0789,train,adaptive_corrected,adaptive_corrected,v6_default,True,26,4,8,7,7,2.6667,2.3333,3.5,0.109,0.1061,2,5,4,4,2,5,4,5,True,1
DAMIMAS_A21B_0790,train,adaptive_corrected,adaptive_corrected,v6_default,False,15,4,0,11,0,0.0,2.75,0.0,0.1341,0.0,2,0,6,0,2,0,6,0,True,0
DAMIMAS_A21B_0791,train,adaptive_corrected,adaptive_corrected,v6_default,False,9,0,2,7,0,2.0,3.5,0.0,0.1253,0.0,0,1,4,0,0,1,4,0,True,0
DAMIMAS_A21B_0792,train,adaptive_corrected,adaptive_corrected,v6_default,False,22,0,6,14,2,3.0,3.5,1.0,0.2643,0.0259,0,3,8,1,0,3,7,2,True,2
DAMIMAS_A21B_0794,train,adaptive_corrected,adaptive_corrected,v6_default,False,20,0,4,16,0,4.0,3.2,0.0,0.2393,0.0,0,2,9,0,0,2,9,0,True,0
DAMIMAS_A21B_0795,train,adaptive_corrected,adaptive_corrected,v6_default,False,8,2,2,4,0,2.0,4.0,0.0,0.1624,0.0,1,1,2,0,1,1,3,0,True,1
DAMIMAS_A21B_0796,train,adaptive_corrected,adaptive_corrected,v6_default,False,13,0,0,11,2,0.0,3.6667,2.0,0.1485,0.0229,0,0,6,1,0,0,5,1,True,1
DAMIMAS_A21B_0797,train,class_aware_vis,class_aware_vis,v6_default,True,13,2,7,4,0,2.3333,2.0,0.0,0.0808,0.0,1,4,3,0,1,4,2,0,True,1
DAMIMAS_A21B_0798,train,adaptive_corrected,adaptive_corrected,v6_default,False,14,2,5,7,0,2.5,2.3333,0.0,0.2071,0.0,1,3,4,0,1,2,4,0,True,1
DAMIMAS_A21B_0799,train,adaptive_corrected,adaptive_corrected,v6_default,False,15,0,0,10,5,0.0,3.3333,2.5,0.1136,0.074,0,0,5,3,0,0,5,3,True,0
DAMIMAS_A21B_0800,train,adaptive_corrected,adaptive_corrected,v6_default,False,17,0,5,7,5,2.5,2.3333,2.5,0.1966,0.1916,0,3,4,3,0,2,5,3,True,2
DAMIMAS_A21B_0801,train,adaptive_corrected,adaptive_corrected,v6_default,False,21,2,8,4,7,2.6667,4.0,3.5,0.0223,0.1772,1,5,2,4,1,4,2,3,True,2
DAMIMAS_A21B_0802,train,adaptive_corrected,adaptive_corrected,v6_default,False,14,1,3,4,6,1.5,2.0,3.0,0.1313,0.1668,0,2,2,4,1,2,2,4,True,1
DAMIMAS_A21B_0803,train,best_visibility_grid,best_visibility_grid,v6_default,True,25,2,2,13,8,2.0,3.25,4.0,0.1393,0.108,1,1,7,4,1,1,8,4,True,1
DAMIMAS_A21B_0804,train,adaptive_corrected,adaptive_corrected,v6_default,False,17,2,4,9,2,2.0,3.0,2.0,0.1278,0.0621,1,2,5,1,1,2,5,1,True,0
DAMIMAS_A21B_0805,train,adaptive_corrected,adaptive_corrected,v6_default,False,26,5,7,7,7,3.5,3.5,3.5,0.0716,0.0939,3,4,4,4,2,4,3,3,True,3
DAMIMAS_A21B_0806,train,adaptive_corrected,adaptive_corrected,v6_default,False,14,2,0,10,2,0.0,3.3333,2.0,0.0944,0.0741,1,0,5,1,1,0,5,1,True,0
DAMIMAS_A21B_0807,train,adaptive_corrected,adaptive_corrected,v6_default,False,20,0,2,2,16,2.0,2.0,3.2,0.1238,0.325,0,1,1,10,0,1,1,10,True,0
DAMIMAS_A21B_0808,train,adaptive_corrected,adaptive_corrected,v6_default,True,22,5,3,6,8,3.0,3.0,2.6667,0.1417,0.1014,3,2,3,5,2,1,3,4,True,3
DAMIMAS_A21B_0809,val,adaptive_corrected,adaptive_corrected,v6_default,False,24,5,4,12,3,2.0,3.0,1.5,0.1705,0.0398,3,2,7,2,2,2,6,2,True,2
DAMIMAS_A21B_0546,test,adaptive_corrected,v8_b2_b4_boosted,dense_allside_moderatedup,True,30,4,11,7,8,2.75,2.3333,2.6667,0.0941,0.1029,2,6,4,5,2,5,4,5,True,1
DAMIMAS_A21B_0547,test,class_aware_vis,v8_b2_b4_boosted,classaware_compact_lowb4,True,24,2,11,11,0,2.75,2.75,0.0,0.0742,0.0,1,5,6,0,1,5,6,0,True,0
DAMIMAS_A21B_0548,test,adaptive_corrected,adaptive_corrected,v6_default,False,21,2,6,7,6,3.0,2.3333,3.0,0.1824,0.2571,1,3,4,4,1,3,4,3,True,1
DAMIMAS_A21B_0549,test,adaptive_corrected,adaptive_corrected,v6_default,False,10,2,0,8,0,0.0,2.6667,0.0,0.1053,0.0,1,0,4,0,1,0,4,0,True,0
DAMIMAS_A21B_0550,test,adaptive_corrected,adaptive_corrected,v6_default,False,26,4,7,7,8,2.3333,3.5,2.6667,0.0938,0.0882,2,4,4,5,2,4,4,5,True,0
DAMIMAS_A21B_0551,test,adaptive_corrected,adaptive_corrected,v6_default,False,31,7,6,12,6,3.0,3.0,3.0,0.1186,0.0817,4,4,7,4,3,3,7,4,True,2
DAMIMAS_A21B_0552,test,adaptive_corrected,adaptive_corrected,v6_default,False,18,7,7,4,0,2.3333,2.0,0.0,0.0776,0.0,4,4,2,0,3,4,2,0,True,1
DAMIMAS_A21B_0553,test,adaptive_corrected,adaptive_corrected,v6_default,False,20,3,3,10,4,3.0,3.3333,4.0,0.0917,0.0467,2,2,6,2,1,1,5,3,True,4
DAMIMAS_A21B_0554,test,best_visibility_grid,best_visibility_grid,v6_default,True,31,4,6,10,11,3.0,3.3333,3.6667,0.1124,0.1479,2,3,5,6,2,3,4,5,True,2
DAMIMAS_A21B_0555,test,best_visibility_grid,best_visibility_grid,v6_default,True,16,0,7,7,2,3.5,3.5,2.0,0.0858,0.0336,0,4,4,1,0,3,3,1,True,2
DAMIMAS_A21B_0556,test,adaptive_corrected,adaptive_corrected,v6_default,False,24,4,8,8,4,2.6667,4.0,2.0,0.135,0.0886,2,5,5,3,2,4,4,3,True,2
DAMIMAS_A21B_0557,test,adaptive_corrected,adaptive_corrected,v6_default,True,22,3,2,9,8,2.0,3.0,2.6667,0.096,0.107,2,1,5,5,1,1,3,4,False,4
DAMIMAS_A21B_0558,test,adaptive_corrected,adaptive_corrected,v6_default,True,23,0,8,9,6,4.0,3.0,3.0,0.057,0.0505,0,5,5,4,0,3,4,3,False,4
DAMIMAS_A21B_0559,test,adaptive_corrected,v7_stacking_bracketed,b4_only_overlap,False,11,0,0,0,11,0.0,0.0,2.75,0.0,0.2392,0,0,0,6,0,0,0,7,True,1
DAMIMAS_A21B_0560,test,adaptive_corrected,adaptive_corrected,v6_default,False,10,0,4,6,0,2.0,3.0,0.0,0.1057,0.0,0,2,3,0,0,2,3,0,True,0
DAMIMAS_A21B_0561,test,adaptive_corrected,adaptive_corrected,v6_default,True,23,2,4,10,7,2.0,2.5,3.5,0.1168,0.1125,1,2,6,4,1,2,6,3,True,1
DAMIMAS_A21B_0562,test,adaptive_corrected,adaptive_corrected,v6_default,False,25,4,7,8,6,2.3333,2.6667,3.0,0.1125,0.0391,2,4,5,4,2,4,6,4,True,1
DAMIMAS_A21B_0563,test,adaptive_corrected,adaptive_corrected,v6_default,False,18,5,5,8,0,2.5,4.0,0.0,0.1758,0.0,3,3,4,0,2,3,4,0,True,1
DAMIMAS_A21B_0564,test,adaptive_corrected,adaptive_corrected,v6_default,False,21,6,3,6,6,3.0,3.0,3.0,0.0902,0.0789,3,2,3,4,3,2,4,3,True,2
DAMIMAS_A21B_0565,test,adaptive_corrected,adaptive_corrected,v6_default,False,20,0,0,12,8,0.0,3.0,2.6667,0.1199,0.1607,0,0,7,5,0,0,6,4,True,2
DAMIMAS_A21B_0566,test,adaptive_corrected,adaptive_corrected,v6_default,False,27,3,8,10,6,2.6667,3.3333,3.0,0.1368,0.1038,2,5,6,4,1,4,5,3,True,4
DAMIMAS_A21B_0567,test,adaptive_corrected,adaptive_corrected,v6_default,False,27,6,7,10,4,2.3333,3.3333,2.0,0.084,0.0502,3,4,6,3,3,4,5,2,True,2
DAMIMAS_A21B_0568,test,adaptive_corrected,adaptive_corrected,v6_default,False,22,4,5,7,6,2.5,3.5,3.0,0.0602,0.0602,2,3,4,4,2,3,4,3,True,1
DAMIMAS_A21B_0569,test,best_visibility_grid,best_visibility_grid,v6_default,True,24,5,4,8,7,2.0,4.0,3.5,0.1246,0.1428,3,2,4,4,2,2,4,6,False,3
DAMIMAS_A21B_0570,test,adaptive_corrected,adaptive_corrected,v6_default,False,22,0,5,11,6,1.6667,2.75,3.0,0.185,0.1801,0,3,6,4,0,3,5,3,True,2
DAMIMAS_A21B_0571,test,adaptive_corrected,adaptive_corrected,v6_default,False,25,6,8,10,1,2.6667,3.3333,1.0,0.0614,0.0,3,5,6,1,3,6,6,1,True,1
DAMIMAS_A21B_0572,test,adaptive_corrected,adaptive_corrected,v6_default,False,16,4,6,2,4,3.0,2.0,2.0,0.0007,0.106,2,3,1,2,2,3,2,2,True,1
DAMIMAS_A21B_0573,test,adaptive_corrected,adaptive_corrected,v6_default,False,24,0,5,6,13,2.5,3.0,3.25,0.07,0.2039,0,3,3,8,0,2,3,9,True,2
DAMIMAS_A21B_0574,test,adaptive_corrected,v8_floor_anchor_50,b3b4_only_lowtotal,True,13,0,0,9,4,0.0,3.0,4.0,0.0931,0.1258,0,0,4,2,0,0,3,2,True,1
DAMIMAS_A21B_0575,test,adaptive_corrected,adaptive_corrected,v6_default,False,28,6,6,11,5,2.0,3.6667,2.5,0.062,0.104,3,4,7,3,3,3,6,3,True,2
DAMIMAS_A21B_0576,test,adaptive_corrected,adaptive_corrected,v6_default,False,25,5,7,7,6,3.5,3.5,3.0,0.051,0.0545,3,4,4,4,3,5,4,4,True,1
