tree_id,split,B1_gt,B1_naive,B1_err,B2_gt,B2_naive,B2_err,B3_gt,B3_naive,B3_err,B4_gt,B4_naive,B4_err,total_gt,total_naive,MAE_overall
DAMIMAS_A21B_0309,train,1,5,4,2,2,0,4,8,4,2,3,1,9,18,2.25
DAMIMAS_A21B_0067,train,3,7,4,1,2,1,7,13,6,1,3,2,12,25,3.25
DAMIMAS_A21B_0310,train,1,3,2,0,0,0,9,17,8,0,0,0,10,20,2.5
DAMIMAS_A21B_0068,train,1,2,1,4,7,3,3,6,3,2,3,1,10,18,2.0
DAMIMAS_A21B_0311,train,0,0,0,1,1,0,2,8,6,0,0,0,3,9,1.5
DAMIMAS_A21B_0069,train,1,3,2,1,2,1,7,12,5,1,2,1,10,19,2.25
DAMIMAS_A21B_0312,train,0,0,0,1,2,1,6,12,6,2,4,2,9,18,2.25
DAMIMAS_A21B_0070,train,0,0,0,0,0,0,5,11,6,3,6,3,8,17,2.25
DAMIMAS_A21B_0313,train,2,5,3,1,2,1,7,12,5,2,4,2,12,23,2.75
DAMIMAS_A21B_0071,train,1,2,1,1,3,2,6,13,7,0,0,0,8,18,2.5
DAMIMAS_A21B_0314,train,0,0,0,1,3,2,8,16,8,2,3,1,11,22,2.75
DAMIMAS_A21B_0072,train,1,2,1,3,6,3,6,12,6,1,2,1,11,22,2.75
DAMIMAS_A21B_0315,train,1,2,1,8,11,3,7,12,5,0,0,0,16,25,2.25
DAMIMAS_A21B_0073,train,0,0,0,1,2,1,0,0,0,10,15,5,11,17,1.5
DAMIMAS_A21B_0316,train,1,2,1,2,4,2,6,12,6,4,6,2,13,24,2.75
DAMIMAS_A21B_0074,train,0,0,0,0,0,0,2,2,0,2,2,0,4,4,0.0
DAMIMAS_A21B_0317,train,0,0,0,1,3,2,6,11,5,0,0,0,7,14,1.75
DAMIMAS_A21B_0075,train,1,3,2,2,4,2,11,20,9,3,4,1,17,31,3.5
DAMIMAS_A21B_0318,train,0,0,0,0,0,0,8,15,7,4,4,0,12,19,1.75
DAMIMAS_A21B_0076,train,2,5,3,2,3,1,3,6,3,4,8,4,11,22,2.75
DAMIMAS_A21B_0319,train,0,0,0,2,5,3,4,10,6,0,0,0,6,15,2.25
DAMIMAS_A21B_0077,train,2,5,3,0,0,0,7,12,5,0,0,0,9,17,2.0
DAMIMAS_A21B_0320,train,3,6,3,3,3,0,6,11,5,4,4,0,16,24,2.0
DAMIMAS_A21B_0078,train,1,2,1,2,5,3,6,12,6,2,2,0,11,21,2.5
DAMIMAS_A21B_0321,train,2,5,3,4,4,0,6,11,5,1,1,0,13,21,2.0
DAMIMAS_A21B_0079,train,0,0,0,4,7,3,9,19,10,0,0,0,13,26,3.25
DAMIMAS_A21B_0322,train,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
DAMIMAS_A21B_0080,train,1,2,1,2,4,2,3,6,3,5,8,3,11,20,2.25
DAMIMAS_A21B_0323,train,0,0,0,0,0,0,3,13,10,0,0,0,3,13,2.5
DAMIMAS_A21B_0081,train,2,2,0,2,5,3,5,10,5,4,5,1,13,22,2.25
DAMIMAS_A21B_0324,train,0,0,0,0,0,0,6,14,8,0,0,0,6,14,2.0
DAMIMAS_A21B_0082,train,0,0,0,3,6,3,3,6,3,1,1,0,7,13,1.5
DAMIMAS_A21B_0325,train,0,0,0,2,3,1,4,10,6,1,4,3,7,17,2.5
DAMIMAS_A21B_0083,train,0,0,0,3,5,2,8,16,8,0,0,0,11,21,2.5
DAMIMAS_A21B_0326,train,0,0,0,0,0,0,5,7,2,2,3,1,7,10,0.75
DAMIMAS_A21B_0084,train,0,0,0,0,0,0,5,11,6,0,0,0,5,11,1.5
DAMIMAS_A21B_0327,train,1,3,2,1,1,0,5,8,3,0,0,0,7,12,1.25
DAMIMAS_A21B_0085,train,0,0,0,2,6,4,9,17,8,3,5,2,14,28,3.5
DAMIMAS_A21B_0328,train,0,0,0,1,2,1,4,9,5,2,4,2,7,15,2.0
DAMIMAS_A21B_0661,train,1,2,1,2,4,2,8,13,5,3,4,1,14,23,2.25
DAMIMAS_A21B_0086,train,1,2,1,1,2,1,6,13,7,1,2,1,9,19,2.5
DAMIMAS_A21B_0329,train,1,4,3,0,0,0,2,4,2,0,0,0,3,8,1.25
DAMIMAS_A21B_0662,train,0,0,0,0,0,0,1,1,0,2,4,2,3,5,0.5
DAMIMAS_A21B_0087,train,1,2,1,3,5,2,8,16,8,1,2,1,13,25,3.0
DAMIMAS_A21B_0330,train,2,5,3,1,2,1,8,15,7,0,0,0,11,22,2.75
DAMIMAS_A21B_0663,train,0,0,0,2,3,1,9,15,6,3,6,3,14,24,2.5
DAMIMAS_A21B_0088,train,0,0,0,4,8,4,5,10,5,1,2,1,10,20,2.5
DAMIMAS_A21B_0331,train,0,0,0,1,1,0,6,14,8,0,0,0,7,15,2.0
DAMIMAS_A21B_0664,train,1,2,1,2,4,2,9,17,8,3,5,2,15,28,3.25
DAMIMAS_A21B_0089,train,0,0,0,1,2,1,7,14,7,3,7,4,11,23,3.0
DAMIMAS_A21B_0332,train,0,0,0,0,0,0,4,8,4,2,3,1,6,11,1.25
DAMIMAS_A21B_0665,train,3,6,3,3,5,2,6,11,5,1,2,1,13,24,2.75
DAMIMAS_A21B_0090,train,0,0,0,1,3,2,2,5,3,1,2,1,4,10,1.5
DAMIMAS_A21B_0333,train,1,2,1,1,2,1,2,4,2,0,0,0,4,8,1.0
DAMIMAS_A21B_0666,train,0,0,0,0,0,0,4,7,3,3,5,2,7,12,1.25
DAMIMAS_A21B_0091,train,0,0,0,3,6,3,7,14,7,0,0,0,10,20,2.5
DAMIMAS_A21B_0334,train,2,4,2,0,0,0,8,13,5,4,4,0,14,21,1.75
DAMIMAS_A21B_0667,train,2,4,2,1,2,1,6,9,3,2,4,2,11,19,2.0
DAMIMAS_A21B_0092,train,0,0,0,4,8,4,5,8,3,3,6,3,12,22,2.5
DAMIMAS_A21B_0335,train,2,7,5,0,0,0,2,6,4,0,0,0,4,13,2.25
DAMIMAS_A21B_0668,train,2,4,2,1,2,1,7,12,5,5,9,4,15,27,3.0
DAMIMAS_A21B_0093,train,0,0,0,0,0,0,7,14,7,2,4,2,9,18,2.25
DAMIMAS_A21B_0336,train,1,5,4,0,0,0,6,12,6,4,5,1,11,22,2.75
DAMIMAS_A21B_0669,train,3,5,2,1,2,1,9,18,9,3,4,1,16,29,3.25
DAMIMAS_A21B_0094,train,1,2,1,0,0,0,7,14,7,7,11,4,15,27,3.0
DAMIMAS_A21B_0337,train,0,0,0,0,0,0,6,13,7,2,3,1,8,16,2.0
DAMIMAS_A21B_0670,train,1,1,0,3,5,2,2,4,2,5,8,3,11,18,1.75
DAMIMAS_A21B_0095,train,1,2,1,4,8,4,3,5,2,0,0,0,8,15,1.75
DAMIMAS_A21B_0338,train,0,0,0,0,0,0,7,12,5,4,7,3,11,19,2.0
DAMIMAS_A21B_0671,train,1,2,1,1,2,1,8,14,6,3,5,2,13,23,2.5
DAMIMAS_A21B_0096,train,2,4,2,0,0,0,2,4,2,6,10,4,10,18,2.0
DAMIMAS_A21B_0339,train,2,5,3,3,5,2,3,3,0,0,0,0,8,13,1.25
DAMIMAS_A21B_0672,train,1,2,1,2,3,1,6,11,5,4,8,4,13,24,2.75
DAMIMAS_A21B_0097,train,1,1,0,2,4,2,6,12,6,3,5,2,12,22,2.5
DAMIMAS_A21B_0340,train,1,2,1,1,3,2,1,2,1,0,0,0,3,7,1.0
DAMIMAS_A21B_0673,train,2,4,2,1,2,1,7,14,7,2,3,1,12,23,2.75
DAMIMAS_A21B_0098,train,0,0,0,1,2,1,4,8,4,5,9,4,10,19,2.25
DAMIMAS_A21B_0674,train,2,3,1,2,4,2,4,7,3,2,3,1,10,17,1.75
DAMIMAS_A21B_0099,train,2,5,3,4,8,4,5,9,4,1,2,1,12,24,3.0
DAMIMAS_A21B_0675,train,1,2,1,2,4,2,5,10,5,5,10,5,13,26,3.25
DAMIMAS_A21B_0100,train,1,2,1,2,4,2,5,8,3,7,13,6,15,27,3.0
DAMIMAS_A21B_0676,train,1,2,1,3,6,3,6,9,3,5,9,4,15,26,2.75
DAMIMAS_A21B_0101,train,1,2,1,3,7,4,3,6,3,0,0,0,7,15,2.0
DAMIMAS_A21B_0677,train,2,4,2,2,4,2,5,9,4,5,9,4,14,26,3.0
DAMIMAS_A21B_0102,train,0,0,0,0,0,0,7,16,9,1,2,1,8,18,2.5
DAMIMAS_A21B_0678,train,1,2,1,4,7,3,4,7,3,2,4,2,11,20,2.25
DAMIMAS_A21B_0103,train,1,1,0,5,8,3,11,20,9,0,0,0,17,29,3.0
DAMIMAS_A21B_0679,train,0,0,0,4,8,4,7,14,7,3,5,2,14,27,3.25
DAMIMAS_A21B_0680,train,0,0,0,3,5,2,11,20,9,3,5,2,17,30,3.25
DAMIMAS_A21B_0681,train,2,4,2,1,2,1,10,17,7,4,5,1,17,28,2.75
DAMIMAS_A21B_0682,train,3,6,3,2,4,2,3,5,2,5,10,5,13,25,3.0
DAMIMAS_A21B_0683,train,2,4,2,2,4,2,7,12,5,5,9,4,16,29,3.25
DAMIMAS_A21B_0684,train,1,2,1,2,3,1,10,18,8,2,4,2,15,27,3.0
DAMIMAS_A21B_0685,train,2,4,2,1,1,0,6,11,5,4,8,4,13,24,2.75
DAMIMAS_A21B_0686,train,3,6,3,2,4,2,6,10,4,2,4,2,13,24,2.75
DAMIMAS_A21B_0687,train,0,0,0,3,5,2,7,11,4,3,4,1,13,20,1.75
DAMIMAS_A21B_0688,train,2,3,1,1,2,1,8,14,6,4,5,1,15,24,2.25
DAMIMAS_A21B_0689,train,0,0,0,4,8,4,5,9,4,5,7,2,14,24,2.5
DAMIMAS_A21B_0690,train,1,2,1,1,2,1,2,4,2,4,8,4,8,16,2.0
DAMIMAS_A21B_0691,train,0,0,0,2,4,2,7,12,5,3,4,1,12,20,2.0
DAMIMAS_A21B_0692,train,1,2,1,2,3,1,5,10,5,1,2,1,9,17,2.0
DAMIMAS_A21B_0693,train,1,2,1,2,3,1,9,16,7,3,5,2,15,26,2.75
DAMIMAS_A21B_0694,train,2,3,1,0,0,0,6,11,5,0,0,0,8,14,1.5
DAMIMAS_A21B_0695,train,2,3,1,2,4,2,6,10,4,4,6,2,14,23,2.25
DAMIMAS_A21B_0696,train,0,0,0,1,2,1,7,14,7,3,5,2,11,21,2.5
DAMIMAS_A21B_0697,train,1,2,1,1,2,1,7,14,7,3,6,3,12,24,3.0
DAMIMAS_A21B_0698,train,3,5,2,0,0,0,5,10,5,4,6,2,12,21,2.25
DAMIMAS_A21B_0699,train,0,0,0,2,3,1,5,9,4,5,7,2,12,19,1.75
DAMIMAS_A21B_0700,train,3,6,3,2,4,2,3,5,2,3,5,2,11,20,2.25
DAMIMAS_A21B_0701,train,1,2,1,2,4,2,9,17,8,2,4,2,14,27,3.25
DAMIMAS_A21B_0702,train,1,2,1,0,0,0,5,12,7,2,4,2,8,18,2.5
DAMIMAS_A21B_0703,train,2,4,2,2,4,2,8,14,6,1,1,0,13,23,2.5
DAMIMAS_A21B_0704,train,0,0,0,5,5,0,14,14,0,7,7,0,26,26,0.0
DAMIMAS_A21B_0488,val,0,0,0,4,8,4,2,3,1,4,6,2,10,17,1.75
DAMIMAS_A21B_0489,val,0,0,0,0,0,0,8,17,9,2,3,1,10,20,2.5
DAMIMAS_A21B_0490,val,3,7,4,1,2,1,4,8,4,5,9,4,13,26,3.25
DAMIMAS_A21B_0491,val,3,5,2,4,8,4,5,7,2,0,0,0,12,20,2.0
DAMIMAS_A21B_0492,val,2,3,1,3,5,2,4,5,1,4,6,2,13,19,1.5
DAMIMAS_A21B_0493,val,1,2,1,3,6,3,4,7,3,2,4,2,10,19,2.25
DAMIMAS_A21B_0494,val,2,3,1,2,4,2,5,7,2,8,11,3,17,25,2.0
DAMIMAS_A21B_0495,val,1,2,1,4,7,3,5,9,4,0,0,0,10,18,2.0
DAMIMAS_A21B_0496,val,2,3,1,4,6,2,2,3,1,4,7,3,12,19,1.75
DAMIMAS_A21B_0497,val,1,2,1,4,5,1,9,13,4,4,6,2,18,26,2.0
DAMIMAS_A21B_0498,val,4,8,4,1,1,0,4,6,2,8,13,5,17,28,2.75
DAMIMAS_A21B_0499,val,2,5,3,3,6,3,5,9,4,2,3,1,12,23,2.75
DAMIMAS_A21B_0500,val,3,6,3,3,6,3,3,4,1,2,3,1,11,19,2.0
DAMIMAS_A21B_0501,val,2,4,2,2,5,3,6,11,5,2,5,3,12,25,3.25
DAMIMAS_A21B_0502,val,0,0,0,3,7,4,5,10,5,6,11,5,14,28,3.5
DAMIMAS_A21B_0503,val,2,3,1,4,10,6,5,9,4,3,5,2,14,27,3.25
DAMIMAS_A21B_0504,val,1,2,1,4,8,4,3,6,3,3,6,3,11,22,2.75
DAMIMAS_A21B_0505,val,1,2,1,0,0,0,6,11,5,5,8,3,12,21,2.25
DAMIMAS_A21B_0506,val,3,7,4,2,4,2,5,8,3,8,14,6,18,33,3.75
DAMIMAS_A21B_0507,val,0,0,0,5,9,4,4,8,4,0,0,0,9,17,2.0
DAMIMAS_A21B_0508,val,1,1,0,6,11,5,5,8,3,2,2,0,14,22,2.0
DAMIMAS_A21B_0509,val,1,2,1,2,3,1,5,9,4,2,3,1,10,17,1.75
DAMIMAS_A21B_0510,val,0,0,0,2,5,3,6,12,6,3,5,2,11,22,2.75
DAMIMAS_A21B_0511,val,3,7,4,5,9,4,3,6,3,1,1,0,12,23,2.75
DAMIMAS_A21B_0512,val,1,3,2,3,6,3,5,9,4,4,7,3,13,25,3.0
DAMIMAS_A21B_0513,val,0,0,0,1,2,1,6,11,5,0,0,0,7,13,1.5
DAMIMAS_A21B_0514,val,0,0,0,0,0,0,9,15,6,5,7,2,14,22,2.0
DAMIMAS_A21B_0515,val,2,4,2,4,8,4,5,9,4,2,3,1,13,24,2.75
DAMIMAS_A21B_0516,val,1,2,1,2,4,2,2,4,2,2,4,2,7,14,1.75
DAMIMAS_A21B_0517,val,2,4,2,1,1,0,6,10,4,4,7,3,13,22,2.25
DAMIMAS_A21B_0518,val,1,2,1,2,4,2,7,13,6,6,10,4,16,29,3.25
DAMIMAS_A21B_0520,val,2,5,3,2,4,2,2,4,2,2,3,1,8,16,2.0
DAMIMAS_A21B_0521,val,1,2,1,3,5,2,2,4,2,3,6,3,9,17,2.0
DAMIMAS_A21B_0522,val,0,0,0,6,8,2,3,5,2,2,3,1,11,16,1.25
DAMIMAS_A21B_0523,val,2,4,2,8,12,4,3,5,2,1,2,1,14,23,2.25
DAMIMAS_A21B_0524,val,2,4,2,2,4,2,3,6,3,6,8,2,13,22,2.25
DAMIMAS_A21B_0525,val,1,2,1,2,3,1,5,8,3,0,0,0,8,13,1.25
DAMIMAS_A21B_0526,val,0,0,0,1,1,0,10,19,9,1,1,0,12,21,2.25
DAMIMAS_A21B_0527,test,0,0,0,4,7,3,5,8,3,0,0,0,9,15,1.5
DAMIMAS_A21B_0528,test,0,0,0,1,2,1,0,0,0,0,0,0,1,2,0.25
DAMIMAS_A21B_0529,test,0,0,0,0,0,0,7,11,4,3,6,3,10,17,1.75
DAMIMAS_A21B_0530,test,2,4,2,2,4,2,6,10,4,5,7,2,15,25,2.5
DAMIMAS_A21B_0531,test,2,4,2,5,9,4,5,11,6,2,3,1,14,27,3.25
DAMIMAS_A21B_0532,test,2,5,3,2,3,1,6,10,4,1,2,1,11,20,2.25
DAMIMAS_A21B_0533,test,1,1,0,2,4,2,7,12,5,3,5,2,13,22,2.25
DAMIMAS_A21B_0534,test,1,3,2,1,2,1,4,8,4,3,6,3,9,19,2.5
DAMIMAS_A21B_0535,test,3,7,4,3,5,2,3,5,2,1,2,1,10,19,2.25
DAMIMAS_A21B_0536,test,2,4,2,2,3,1,4,6,2,2,4,2,10,17,1.75
DAMIMAS_A21B_0537,test,1,3,2,1,1,0,6,12,6,1,1,0,9,17,2.0
DAMIMAS_A21B_0538,test,0,0,0,2,4,2,6,11,5,5,9,4,13,24,2.75
DAMIMAS_A21B_0539,test,4,7,3,3,6,3,5,11,6,3,4,1,15,28,3.25
DAMIMAS_A21B_0540,test,3,7,4,0,0,0,3,6,3,3,5,2,9,18,2.25
DAMIMAS_A21B_0541,test,2,4,2,1,2,1,3,5,2,2,3,1,8,14,1.5
DAMIMAS_A21B_0542,test,2,4,2,2,3,1,5,10,5,4,8,4,13,25,3.0
DAMIMAS_A21B_0543,test,1,5,4,2,2,0,1,3,2,0,0,0,4,10,1.5
DAMIMAS_A21B_0544,test,3,5,2,2,4,2,4,8,4,3,6,3,12,23,2.75
DAMIMAS_A21B_0545,test,1,2,1,0,0,0,8,16,8,3,6,3,12,24,3.0
DAMIMAS_A21B_0341,train,0,0,0,1,2,1,6,18,12,1,1,0,8,21,3.25
DAMIMAS_A21B_0342,train,0,0,0,2,8,6,4,10,6,4,7,3,10,25,3.75
DAMIMAS_A21B_0343,train,0,0,0,3,9,6,4,9,5,0,0,0,7,18,2.75
DAMIMAS_A21B_0344,train,0,0,0,3,5,2,6,13,7,2,3,1,11,21,2.5
DAMIMAS_A21B_0345,train,1,2,1,1,2,1,4,9,5,1,3,2,7,16,2.25
DAMIMAS_A21B_0346,train,1,3,2,1,2,1,6,13,7,2,5,3,10,23,3.25
DAMIMAS_A21B_0104,train,2,4,2,3,6,3,5,9,4,5,8,3,15,27,3.0
DAMIMAS_A21B_0347,train,2,5,3,2,3,1,4,9,5,1,1,0,9,18,2.25
DAMIMAS_A21B_0105,train,2,4,2,2,3,1,8,13,5,1,1,0,13,21,2.0
DAMIMAS_A21B_0348,train,2,6,4,0,0,0,4,8,4,7,9,2,13,23,2.5
DAMIMAS_A21B_0106,train,2,4,2,0,0,0,5,10,5,4,7,3,11,21,2.5
DAMIMAS_A21B_0349,train,0,0,0,2,3,1,2,3,1,2,3,1,6,9,0.75
DAMIMAS_A21B_0107,train,3,6,3,4,6,2,10,17,7,2,2,0,19,31,3.0
DAMIMAS_A21B_0350,train,1,3,2,2,2,0,3,5,2,0,0,0,6,10,1.0
DAMIMAS_A21B_0108,train,1,3,2,3,5,2,4,7,3,1,2,1,9,17,2.0
DAMIMAS_A21B_0351,train,2,4,2,4,7,3,6,12,6,1,1,0,13,24,2.75
DAMIMAS_A21B_0109,train,1,2,1,2,5,3,5,9,4,3,4,1,11,20,2.25
DAMIMAS_A21B_0352,train,1,4,3,1,1,0,6,14,8,4,6,2,12,25,3.25
DAMIMAS_A21B_0110,train,0,0,0,0,0,0,2,3,1,2,5,3,4,8,1.0
DAMIMAS_A21B_0353,train,2,5,3,1,1,0,5,12,7,0,0,0,8,18,2.5
DAMIMAS_A21B_0111,train,0,0,0,1,2,1,8,16,8,3,6,3,12,24,3.0
DAMIMAS_A21B_0354,train,1,2,1,1,2,1,16,28,12,0,0,0,18,32,3.5
DAMIMAS_A21B_0112,train,0,0,0,2,4,2,4,8,4,0,0,0,6,12,1.5
DAMIMAS_A21B_0355,train,2,5,3,4,6,2,7,11,4,2,3,1,15,25,2.5
DAMIMAS_A21B_0113,train,0,0,0,1,2,1,6,11,5,1,2,1,8,15,1.75
DAMIMAS_A21B_0356,train,1,2,1,3,8,5,3,6,3,2,3,1,9,19,2.5
DAMIMAS_A21B_0114,train,0,0,0,1,2,1,3,7,4,0,0,0,4,9,1.25
DAMIMAS_A21B_0357,train,0,0,0,1,2,1,9,18,9,2,2,0,12,22,2.5
DAMIMAS_A21B_0115,train,0,0,0,1,2,1,2,3,1,0,0,0,3,5,0.5
DAMIMAS_A21B_0358,train,1,2,1,0,0,0,9,20,11,4,6,2,14,28,3.5
DAMIMAS_A21B_0116,train,0,0,0,2,4,2,5,12,7,5,9,4,12,25,3.25
DAMIMAS_A21B_0359,train,2,6,4,2,2,0,5,11,6,2,4,2,11,23,3.0
DAMIMAS_A21B_0117,train,0,0,0,0,0,0,3,6,3,1,2,1,4,8,1.0
DAMIMAS_A21B_0360,train,3,6,3,2,6,4,4,8,4,6,10,4,15,30,3.75
DAMIMAS_A21B_0118,train,1,3,2,1,2,1,2,4,2,7,11,4,11,20,2.25
DAMIMAS_A21B_0361,train,1,4,3,1,1,0,6,13,7,5,6,1,13,24,2.75
DAMIMAS_A21B_0119,train,2,5,3,4,9,5,2,5,3,0,0,0,8,19,2.75
DAMIMAS_A21B_0362,train,0,0,0,0,0,0,5,23,18,2,3,1,7,26,4.75
DAMIMAS_A21B_0120,train,1,3,2,0,0,0,1,2,1,3,4,1,5,9,1.0
DAMIMAS_A21B_0363,train,0,0,0,5,11,6,1,2,1,2,2,0,8,15,1.75
DAMIMAS_A21B_0121,train,0,0,0,3,6,3,5,12,7,2,3,1,10,21,2.75
DAMIMAS_A21B_0364,train,2,5,3,3,6,3,6,13,7,2,3,1,13,27,3.5
DAMIMAS_A21B_0122,train,1,2,1,1,2,1,1,1,0,5,8,3,8,13,1.25
DAMIMAS_A21B_0365,train,2,4,2,2,3,1,9,16,7,3,4,1,16,27,2.75
DAMIMAS_A21B_0123,train,0,0,0,6,11,5,3,6,3,0,0,0,9,17,2.0
DAMIMAS_A21B_0366,train,0,0,0,0,0,0,5,12,7,2,3,1,7,15,2.0
DAMIMAS_A21B_0124,train,0,0,0,1,2,1,6,14,8,2,4,2,9,20,2.75
DAMIMAS_A21B_0367,train,0,0,0,4,8,4,6,9,3,2,2,0,12,19,1.75
DAMIMAS_A21B_0125,train,1,2,1,2,5,3,5,11,6,1,2,1,9,20,2.75
DAMIMAS_A21B_0368,train,3,6,3,3,5,2,6,11,5,4,7,3,16,29,3.25
DAMIMAS_A21B_0126,train,2,5,3,0,0,0,4,9,5,4,8,4,10,22,3.0
DAMIMAS_A21B_0369,train,1,2,1,0,0,0,4,10,6,2,3,1,7,15,2.0
DAMIMAS_A21B_0127,train,0,0,0,2,3,1,5,11,6,5,9,4,12,23,2.75
DAMIMAS_A21B_0370,train,2,5,3,0,0,0,6,10,4,2,3,1,10,18,2.0
DAMIMAS_A21B_0128,train,0,0,0,1,2,1,4,10,6,3,5,2,8,17,2.25
DAMIMAS_A21B_0371,train,1,2,1,3,6,3,7,13,6,0,0,0,11,21,2.5
DAMIMAS_A21B_0129,train,0,0,0,0,0,0,4,8,4,1,2,1,5,10,1.25
DAMIMAS_A21B_0372,train,2,3,1,2,4,2,5,9,4,3,3,0,12,19,1.75
DAMIMAS_A21B_0130,train,1,2,1,1,2,1,2,4,2,5,8,3,9,16,1.75
DAMIMAS_A21B_0373,train,3,7,4,0,0,0,7,13,6,2,2,0,12,22,2.5
DAMIMAS_A21B_0131,train,0,0,0,1,2,1,6,12,6,2,4,2,9,18,2.25
DAMIMAS_A21B_0374,train,1,2,1,1,2,1,10,20,10,2,4,2,14,28,3.5
DAMIMAS_A21B_0132,train,1,3,2,1,2,1,1,2,1,6,10,4,9,17,2.0
DAMIMAS_A21B_0375,train,1,2,1,6,10,4,4,8,4,0,0,0,11,20,2.25
DAMIMAS_A21B_0133,train,0,0,0,0,0,0,7,17,10,2,4,2,9,21,3.0
DAMIMAS_A21B_0376,train,1,2,1,0,0,0,7,14,7,2,3,1,10,19,2.25
DAMIMAS_A21B_0134,train,0,0,0,2,5,3,4,10,6,0,0,0,6,15,2.25
DAMIMAS_A21B_0377,train,1,2,1,0,0,0,6,13,7,0,0,0,7,15,2.0
DAMIMAS_A21B_0135,train,0,0,0,5,12,7,3,6,3,2,4,2,10,22,3.0
DAMIMAS_A21B_0378,train,3,6,3,1,2,1,8,15,7,3,4,1,15,27,3.0
DAMIMAS_A21B_0136,train,0,0,0,0,0,0,7,15,8,3,7,4,10,22,3.0
DAMIMAS_A21B_0379,train,1,4,3,1,1,0,1,4,3,0,0,0,3,9,1.5
DAMIMAS_A21B_0137,train,0,0,0,2,3,1,8,17,9,0,0,0,10,20,2.5
DAMIMAS_A21B_0380,train,2,4,2,1,2,1,4,8,4,5,10,5,12,24,3.0
DAMIMAS_A21B_0138,train,0,0,0,1,3,2,3,8,5,2,4,2,6,15,2.25
DAMIMAS_A21B_0381,train,3,6,3,0,0,0,7,11,4,4,5,1,14,22,2.0
DAMIMAS_A21B_0139,train,0,0,0,2,4,2,5,13,8,1,3,2,8,20,3.0
DAMIMAS_A21B_0382,train,3,6,3,0,0,0,5,10,5,8,12,4,16,28,3.0
DAMIMAS_A21B_0140,train,1,2,1,3,6,3,4,8,4,5,11,6,13,27,3.5
DAMIMAS_A21B_0383,train,2,4,2,6,10,4,4,6,2,2,4,2,14,24,2.5
DAMIMAS_A21B_0141,train,0,0,0,0,0,0,7,17,10,2,5,3,9,22,3.25
DAMIMAS_A21B_0384,train,2,5,3,3,6,3,6,10,4,3,5,2,14,26,3.0
DAMIMAS_A21B_0142,train,0,0,0,1,1,0,3,6,3,1,2,1,5,9,1.0
DAMIMAS_A21B_0385,train,1,2,1,2,3,1,9,15,6,4,6,2,16,26,2.5
DAMIMAS_A21B_0143,train,0,0,0,0,0,0,7,17,10,1,2,1,8,19,2.75
DAMIMAS_A21B_0386,train,0,0,0,2,3,1,2,4,2,0,0,0,4,7,0.75
DAMIMAS_A21B_0144,val,0,0,0,1,2,1,6,13,7,2,4,2,9,19,2.5
DAMIMAS_A21B_0387,train,3,5,2,5,9,4,1,1,0,0,0,0,9,15,1.5
DAMIMAS_A21B_0145,val,1,2,1,0,0,0,5,10,5,4,8,4,10,20,2.5
DAMIMAS_A21B_0388,train,1,3,2,0,0,0,4,13,9,2,4,2,7,20,3.25
DAMIMAS_A21B_0146,val,0,0,0,3,7,4,6,12,6,2,4,2,11,23,3.0
DAMIMAS_A21B_0389,train,0,0,0,3,5,2,11,16,5,3,4,1,17,25,2.0
DAMIMAS_A21B_0147,val,0,0,0,2,4,2,8,18,10,2,4,2,12,26,3.5
DAMIMAS_A21B_0390,train,1,2,1,3,4,1,7,13,6,7,11,4,18,30,3.0
DAMIMAS_A21B_0148,val,0,0,0,3,6,3,3,6,3,3,6,3,9,18,2.25
DAMIMAS_A21B_0391,train,2,4,2,7,11,4,1,1,0,0,0,0,10,16,1.5
DAMIMAS_A21B_0149,val,0,0,0,1,3,2,9,18,9,1,2,1,11,23,3.0
DAMIMAS_A21B_0392,train,2,3,1,5,10,5,3,6,3,3,5,2,13,24,2.75
DAMIMAS_A21B_0150,val,0,0,0,2,5,3,8,16,8,4,6,2,14,27,3.25
DAMIMAS_A21B_0393,train,2,2,0,1,2,1,11,18,7,1,2,1,15,24,2.25
DAMIMAS_A21B_0151,val,0,0,0,1,2,1,5,13,8,4,8,4,10,23,3.25
DAMIMAS_A21B_0394,train,2,4,2,0,0,0,7,13,6,4,7,3,13,24,2.75
DAMIMAS_A21B_0152,val,0,0,0,2,5,3,5,13,8,3,6,3,10,24,3.5
DAMIMAS_A21B_0395,train,3,6,3,7,10,3,4,5,1,0,0,0,14,21,1.75
DAMIMAS_A21B_0153,val,0,0,0,0,0,0,7,15,8,1,2,1,8,17,2.25
DAMIMAS_A21B_0396,train,3,6,3,3,5,2,6,10,4,4,4,0,16,25,2.25
DAMIMAS_A21B_0154,val,0,0,0,2,4,2,4,8,4,7,14,7,13,26,3.25
DAMIMAS_A21B_0397,train,1,2,1,2,4,2,6,9,3,2,4,2,11,19,2.0
DAMIMAS_A21B_0155,val,1,1,0,3,7,4,5,10,5,3,5,2,12,23,2.75
DAMIMAS_A21B_0398,train,2,5,3,1,2,1,10,14,4,3,4,1,16,25,2.25
DAMIMAS_A21B_0156,val,1,1,0,1,3,2,4,9,5,3,6,3,9,19,2.5
DAMIMAS_A21B_0399,train,3,7,4,3,6,3,3,3,0,1,1,0,10,17,1.75
DAMIMAS_A21B_0157,val,0,0,0,3,7,4,7,13,6,4,6,2,14,26,3.0
