feature,importance
naive_sum_B3,0.15954266530735303
mean_per_side_B3,0.14698871264672655
mean_per_side_B1,0.09931237653121362
max_per_side_B3,0.084575582714016
naive_sum_B1,0.08173048672393118
mean_per_side_B4,0.08095669791887913
mean_per_side_B2,0.07446303543455958
naive_sum_B4,0.06993357777016407
naive_sum_B2,0.06633096028669173
max_per_side_B4,0.045425536057339726
max_per_side_B1,0.043607231592041495
max_per_side_B2,0.04247577524733575
n_sides,0.0046573617697482144
